업종명,업소명,영업자,소재지(도로명),소재지(지번)
일반음식점,백가네복어,유순례,경기도 포천시 소흘읍 광릉수목원로 816,경기도 포천시 소흘읍 이곡리 180번지 2호  
일반음식점,기와골가든,한진 외 1명,경기도 포천시 소흘읍 광릉수목원로779번길 11,경기도 포천시 소흘읍 이곡리 150번지 1호  
일반음식점,다원,홍성진, ,경기도 포천시 소흘읍 이동교리 408번지 1호  
일반음식점,햇살마당,황옥희,경기도 포천시 내촌면 금강로2820번길 4-17,경기도 포천시 내촌면 소학리 104번지 1호  
일반음식점,서파촌원조쌈밥순두부,최용숙,경기도 포천시 내촌면 금강로3224번길 12-17,경기도 포천시 내촌면 신팔리 82번지 1호  
일반음식점,가마골,김순자,경기도 포천시 내촌면 금강로 2519-11,경기도 포천시 내촌면 내리 157번지 4호  
일반음식점,내촌춘천닭갈비,권혁진,경기도 포천시 내촌면 내촌로56번길 8,경기도 포천시 내촌면 내리 389번지 46호  
일반음식점,괸돌순두부,장정자,경기도 포천시 일동면 화동로 845,경기도 포천시 일동면 기산리 692번지 2호  
일반음식점,자갈치식당,신혜경,경기도 포천시 이동면 포화로 225,경기도 포천시 이동면 도평리 39번지 2호  
일반음식점,우리집,안인자,경기도 포천시 영북면 산정호수로411번길 96,경기도 포천시 영북면 산정리 191번지  
일반음식점,레스카페,김대현,경기도 포천시 영북면 산정호수로411번길 83-6,경기도 포천시 영북면 산정리 32번지 1호  
일반음식점,한성식당,한대연, ,경기도 포천시 영북면 산정리 195번지  
일반음식점,서울식당,양난숙,경기도 포천시 영북면 산정호수로411번길 93,경기도 포천시 영북면 산정리 191번지  
일반음식점,명성가든,신영철,경기도 포천시 영북면 산정호수로 867,경기도 포천시 영북면 산정리 287번지 3호  
일반음식점,민서네,김수자,경기도 포천시 영북면 운천로 38  1층,경기도 포천시 영북면 운천리 525번지 1호 외2필지(517-61 517-121) 
일반음식점,양문토속순대국,이춘귀,경기도 포천시 영북면 운천로 11-5,경기도 포천시 영북면 운천리 506번지 54호  
일반음식점,전통된장집,유상덕,경기도 포천시 영북면 산정호수로 374 (산정리 505-8),경기도 포천시 영북면 산정리 505번지 8호  
일반음식점,내마음에 산,장창호,경기도 포천시 영북면 산정호수로411번길 97,경기도 포천시 영북면 산정리 191번지 1호  
일반음식점,을밀대,김부경,경기도 포천시 화현면 우시동길 239,경기도 포천시 화현면 화현리 1043번지 1호  
일반음식점,제주해,신익상,경기도 포천시 화현면 봉화로 270,경기도 포천시 화현면 명덕리 67번지 3호  
일반음식점,방일해장국,김슬기,경기도 포천시 화현면 봉화로781번길 8,경기도 포천시 화현면 지현리 672번지  
일반음식점,왕궁가든,유복례, ,경기도 포천시 화현면 명덕리 63번지 2호  
일반음식점,버드나무포차,김세중,경기도 포천시 중앙로 193 (신읍동),경기도 포천시 신읍동 6번지 2호  
일반음식점,포천떡갈비,신복균,경기도 포천시 포천로 1613 (신읍동),경기도 포천시 신읍동 167번지 1호  
일반음식점,파닭파닭비앤씨,김수연,경기도 포천시 신읍길 4 (신읍동),경기도 포천시 신읍동 58번지 26호  
일반음식점,선단바지락손칼국수,신명숙,경기도 포천시 삼육사로 2236 (선단동),경기도 포천시 선단동 537번지 3호  
일반음식점,중리식당,전태주,경기도 포천시 관인면 창동로 882,경기도 포천시 관인면 중리 512번지 3호  
일반음식점,샘물매운탕,김승숙,경기도 포천시 관인면 찬우물길 85,경기도 포천시 관인면 냉정리 231번지 2호  
일반음식점,복돼지포장마차,길정화,경기도 포천시 포천로 1609 (신읍동),경기도 포천시 신읍동 167번지 44호  
일반음식점,경기옥설렁탕,김효석,경기도 포천시 호국로 1429 (어룡동),경기도 포천시 어룡동 401번지  
일반음식점,풍천의정부부대찌개,정수연,경기도 포천시 호국로 1343 (어룡동),경기도 포천시 어룡동 284번지 2호  
일반음식점,백반전문,진정오,경기도 포천시 화합로 138 (동교동),경기도 포천시 동교동 541번지 4호  
일반음식점,또래오래,조귀덕,경기도 포천시 호국로 995 (선단동),경기도 포천시 선단동 52번지 3호  
일반음식점,우성각,서연순,경기도 포천시 화합로 142 (동교동),경기도 포천시 동교동 541번지 4호  
일반음식점,엄마손맛 그대로,김현중,경기도 포천시 화합로 153  1층 (동교동),경기도 포천시 동교동 542번지 12호  
일반음식점,정윤관,박훈성,경기도 포천시 화합로 142 (동교동),경기도 포천시 동교동 541번지 4호  
일반음식점,토토(ToTo),최진우,경기도 포천시 호국로 995 (선단동),경기도 포천시 선단동 52번지 3호  
일반음식점,피자 국토방위,오정환,경기도 포천시 호국로 1246 (자작동),경기도 포천시 자작동 30번지 5호  
일반음식점,손큰 할매순대국,김동규,경기도 포천시 자작로 4 (자작동),경기도 포천시 자작동 224번지 1호  
일반음식점,이레해장국,전채익,경기도 포천시 호국로 1435 (어룡동),경기도 포천시 어룡동 409번지  
일반음식점,두레마차,안기영,경기도 포천시 포천로1585번길 10 (신읍동),경기도 포천시 신읍동 173번지 20호  
일반음식점,자유시간,박유서,경기도 포천시 영북면 영북로177번길 25  2호 (운천상설시장),경기도 포천시 영북면 운천리 513번지 15호 운천상설시장 2호
일반음식점,추억마차,김화진,경기도 포천시 영북면 운천로 28  1층,경기도 포천시 영북면 운천리 517번지 25호  
일반음식점,우물목정수식당,박광수,경기도 포천시 영북면 우물목길 3,경기도 포천시 영북면 산정리 178번지 3호  
일반음식점,나들목,이봉숙,경기도 포천시 영북면 운천로 19,경기도 포천시 영북면 운천리 513번지 8호  
일반음식점,경성이동숯불갈비,최기숙,경기도 포천시 영북면 영북로 168,경기도 포천시 영북면 운천리 340번지 3호  
일반음식점,양지호프,이기화,경기도 포천시 영북면 운천로 11-10,경기도 포천시 영북면 운천리 513번지 24호  
일반음식점,아르떼,문석,경기도 포천시 영북면 산정호수로 402,경기도 포천시 영북면 산정리 454번지 4호  
일반음식점,카페라끄,문석,경기도 포천시 영북면 산정호수로 402,경기도 포천시 영북면 산정리 454번지 4호  
일반음식점,호수가든,조숙희,경기도 포천시 영북면 산정호수로411번길 10,경기도 포천시 영북면 산정리 451번지 6호  
일반음식점,통일가든,장명옥,경기도 포천시 영북면 호국로 3391,경기도 포천시 영북면 야미리 440번지 22호  
일반음식점,오리마당,박순이,경기도 포천시 영북면 영북로177번길 32-5,경기도 포천시 영북면 운천리 516번지 30호  
일반음식점,능이꿩만두국,김성애,경기도 포천시 영북면 산정호수로411번길 112-15,경기도 포천시 영북면 산정리 188번지  
일반음식점,수반,박소현,경기도 포천시 영북면 산정호수로411번길 112-22,경기도 포천시 영북면 산정리 186번지 6호  
일반음식점,금수강산,이미향,경기도 포천시 영북면 산정호수로411번길 112-22,경기도 포천시 영북면 산정리 186번지 6호  
일반음식점,창동해장국,김창규,경기도 포천시 영북면 운천안길 18-9,경기도 포천시 영북면 운천리 539번지 8호  
일반음식점,고갯마루,황애선,경기도 포천시 군내면 청군로 2835,경기도 포천시 군내면 직두리 154번지 7호  
일반음식점,원골산장,김보배,경기도 포천시 군내면 청군로2864번길 44,경기도 포천시 군내면 직두리 17번지  
일반음식점,들녘,김춘옥,경기도 포천시 군내면 청군로 3218,경기도 포천시 군내면 구읍리 74번지 1호  
일반음식점,호명부대찌개칼국수,김연수,경기도 포천시 군내면 마전길 25-20,경기도 포천시 군내면 유교리 206번지 5호  
일반음식점,청호매운탕,정건복,경기도 포천시 군내면 청군로 3194,경기도 포천시 군내면 구읍리 64번지 1호  
일반음식점,가산반점,박재금,경기도 포천시 가산면 가산로 384,경기도 포천시 가산면 마산리 184번지  
일반음식점,엄마손밥상,박수진,경기도 포천시 가산면 가산로 276,경기도 포천시 가산면 마산리 27번지  
일반음식점,춘천왕닭갈비,김석례,경기도 포천시 가산면 가산로 276,경기도 포천시 가산면 마산리 27번지  
일반음식점,항아리동치미국수,안애옥,경기도 포천시 가산면 가산로 99,경기도 포천시 가산면 방축리 490번지 1호  
일반음식점,신의주찹쌀순대&감자탕,최점식,경기도 포천시 가산면 가산로 378,경기도 포천시 가산면 마산리 184번지 4호  
일반음식점,아리랑순대국감자탕(포천점),문재호,경기도 포천시 가산면 가산로 224,경기도 포천시 가산면 방축리 44번지 20호  
일반음식점,고향마루,목영희,경기도 포천시 신북면 중앙로 408,경기도 포천시 신북면 가채리 303번지 8호  
일반음식점,향원,정옥례,경기도 포천시 신북면 포천로 2119,경기도 포천시 신북면 심곡리 337번지 1호  
일반음식점,행복식당,이현정,경기도 포천시 신북면 신평로 231,경기도 포천시 신북면 신평리 354번지 1호  
일반음식점,촌닭,이화숙,경기도 포천시 신북면 청신로719번길 11,경기도 포천시 신북면 덕둔리 373번지 3호  
일반음식점,잣나무집,어은심,경기도 포천시 신북면 청신로 580,경기도 포천시 신북면 덕둔리 622번지  
일반음식점,우미가 2호점,최광현,경기도 포천시 신북면 아트밸리로 73,경기도 포천시 신북면 기지리 153번지  
일반음식점,베이스캠프신포천점,박정숙, ,경기도 포천시 신북면 기지리 101번지 6호  
일반음식점,녹원가든,정성경,경기도 포천시 신북면 포천로2414번길 6,경기도 포천시 신북면 삼성당리 472번지 8호  
일반음식점,김가네더덕오리주물럭,이승현,경기도 포천시 신북면 청신로 739,경기도 포천시 신북면 덕둔리 378번지  
일반음식점,마굿간해장국,이순,경기도 포천시 신북면 탑신로 1464,경기도 포천시 신북면 덕둔리 134번지 3호  
일반음식점,비바랜드치킨,박옥희,경기도 포천시 신북면 포천로 2145,경기도 포천시 신북면 심곡리 305번지 9호  
일반음식점,장수국수왕돈까스,김기영,경기도 포천시 신북면 포천로 2425,경기도 포천시 신북면 고일리 10번지 3호  
일반음식점,시골집,김재철 외 1명,경기도 포천시 영중면 양문로 51,경기도 포천시 영중면 양문리 730번지 7호  
일반음식점,성동리고기농장,강성용,경기도 포천시 영중면 호국로 3053,경기도 포천시 영중면 성동리 886번지 10호  
일반음식점,월드컵가든,박기자,경기도 포천시 영중면 전영로 1556,경기도 포천시 영중면 영송리 153번지 3호  
일반음식점,통일로토종순대국,박창진,경기도 포천시 일동면 화동로 890,경기도 포천시 일동면 기산리 634번지 7호  
일반음식점,달동네,이기순,경기도 포천시 일동면 소야길 1-2,경기도 포천시 일동면 기산리 88번지 34호  
일반음식점,갈매기살,임명희,경기도 포천시 이동면 화동로2076번길 71,경기도 포천시 이동면 장암리 193번지  
일반음식점,갈비명가할머니집,최영수,경기도 포천시 이동면 화동로 2000,경기도 포천시 이동면 장암리 278번지 7호  
일반음식점,비비큐,이의영,경기도 포천시 일동면 기산서길 3-1,경기도 포천시 일동면 기산리 91번지 151호  
일반음식점,뉴힐링캠프,한규근,경기도 포천시 이동면 금강로 6135-32,경기도 포천시 이동면 도평리 502번지 1호  
일반음식점,양평뚝배기해장국,임이순,경기도 포천시 일동면 수입로 10,경기도 포천시 일동면 화대리 645번지 7호  
일반음식점,성원가든,이종숙,경기도 포천시 이동면 낭유길 13-1,경기도 포천시 이동면 노곡리 894번지 18호  
일반음식점,천곡갈비,김영주,경기도 포천시 이동면 포화로 188-38,경기도 포천시 이동면 도평리 43번지  
일반음식점,지장산칡냉면,황기현,경기도 포천시 일동면 새낭로 137,경기도 포천시 일동면 사직리 1074번지 7호  
일반음식점,소나무,신미영,경기도 포천시 일동면 수입로 262,경기도 포천시 일동면 수입리 615번지  
일반음식점,바위섬가든,박찬진 외 1명,경기도 포천시 이동면 성장로 1156-40,경기도 포천시 이동면 노곡리 1번지  
일반음식점,옛날이동갈비,손용현,경기도 포천시 일동면 수입로 5,경기도 포천시 일동면 화대리 646번지 14호  
일반음식점,강나루,오숙자,경기도 포천시 이동면 포화로 51-10,경기도 포천시 이동면 도평리 61번지 3호  
일반음식점,그늘집(스타트),이경렬,경기도 포천시 일동면 화동로 738,경기도 포천시 일동면 유동리 12번지  
일반음식점,그늘집(5T),이경렬,경기도 포천시 일동면 화동로 738,경기도 포천시 일동면 유동리 12번지  
일반음식점,그늘집(15T),이경렬,경기도 포천시 일동면 화동로 738,경기도 포천시 일동면 유동리 12번지  
일반음식점,주막봉,이희봉,경기도 포천시 일동면 화동로 1054-1,경기도 포천시 일동면 기산리 83번지 89호  
일반음식점,병천순대,유복수,경기도 포천시 이동면 성장로 1033,경기도 포천시 이동면 노곡리 280번지 14호  
일반음식점,할머니보쌈(일동점),이근이, ,경기도 포천시 일동면 기산리 91번지 131호  
일반음식점,부춘,지영분,경기도 포천시 이동면 화동로 2441,경기도 포천시 이동면 도평리 148번지 3호  
일반음식점,중국관,신광식,경기도 포천시 이동면 장암2길 24,경기도 포천시 이동면 장암리 503번지 9호  
일반음식점,35년한고집돌솥순대국,한명숙,경기도 포천시 일동면 수입로 266,경기도 포천시 일동면 수입리 614번지 1호  
일반음식점,소반,정원준,경기도 포천시 소흘읍 광릉수목원로 635,경기도 포천시 소흘읍 직동리 420번지 4호  
일반음식점,화성식당,이해자,경기도 포천시 일동면 무리울길 66,경기도 포천시 일동면 화대리 87번지 4호  
일반음식점,약수가든,정재호 외 1명,경기도 포천시 일동면 성장로 465,경기도 포천시 일동면 수입리 915번지 1호  
일반음식점,고향송어닭집,송용순,경기도 포천시 내촌면 작은넙고개길 77,경기도 포천시 내촌면 진목리 324번지 1호  
일반음식점,본점 곰탕,손미영,경기도 포천시 내촌면 금강로 2189,경기도 포천시 내촌면 음현리 643번지 1호  
일반음식점,사계절가든,김종운,경기도 포천시 신북면 청신로 618,경기도 포천시 신북면 덕둔리 605번지  
일반음식점,청솔한식부페,신경님,경기도 포천시 일동면 화동로1042번길 3,경기도 포천시 일동면 기산리 90번지 161호  
일반음식점,들무새,김종섭,경기도 포천시 소흘읍 광릉수목원로 700-33,경기도 포천시 소흘읍 직동리 373번지  
일반음식점,은행나무집,이기자, ,경기도 포천시 소흘읍 초가팔리 219번지 2호  
일반음식점,정,박시연,경기도 포천시 소흘읍 송우로 12,경기도 포천시 소흘읍 송우리 132번지  
일반음식점,세겐돈까스,한선옥,경기도 포천시 소흘읍 송우로21번길 15-1,경기도 포천시 소흘읍 송우리 143번지 19호  
일반음식점,광릉내생고기연탄구이,김길수,경기도 포천시 소흘읍 죽엽산로 651-1,경기도 포천시 소흘읍 직동리 329번지 1호  
일반음식점,기사식당,김도경,경기도 포천시 소흘읍 송우로 130  1층,경기도 포천시 소흘읍 송우리 567번지 1호 1층 
일반음식점,진도울금바닷장어,김영희,경기도 포천시 소흘읍 송우로 12,경기도 포천시 소흘읍 송우리 132번지  
일반음식점,토우,유서원,경기도 포천시 소흘읍 죽엽산로 498,경기도 포천시 소흘읍 고모리 722번지 2호  
일반음식점,민들레울,김옥임,경기도 포천시 소흘읍 죽엽산로 604-31,경기도 포천시 소흘읍 직동리 289번지 1호  
일반음식점,만나곱창,방다남,경기도 포천시 소흘읍 솔모루로118번길 8,경기도 포천시 소흘읍 송우리 105번지 1호  
일반음식점,날마다좋은날,서필곤,경기도 포천시 소흘읍 죽엽산로 622,경기도 포천시 소흘읍 직동리 323번지 4호  
일반음식점,송가네부대고기본점,김명옥, ,경기도 포천시 소흘읍 송우리 110번지 30호 외3 
일반음식점,연이랑콩이랑,장미순,경기도 포천시 소흘읍 광릉수목원로 651,경기도 포천시 소흘읍 직동리 395번지 2호  
일반음식점,노원분식,이명순,경기도 포천시 소흘읍 호국로 297,경기도 포천시 소흘읍 이동교리 373번지 1호  
일반음식점,또왔다식당,전찬모,경기도 포천시 소흘읍 무란길 4,경기도 포천시 소흘읍 이동교리 607번지 1호  
일반음식점,다인막국수,양기모,경기도 포천시 소흘읍 죽엽산로 718,경기도 포천시 소흘읍 직동리 390번지 1호  
일반음식점,만찬부페,최미경,경기도 포천시 소흘읍 호국로 66,경기도 포천시 소흘읍 이동교리 562번지 2호  
일반음식점,숯굽는마을,한은숙,경기도 포천시 소흘읍 이곡길 128,경기도 포천시 소흘읍 이곡리 410번지 3호  
일반음식점,용화루,표연엽,경기도 포천시 가산면 정금로 195,경기도 포천시 가산면 정교리 228번지 1호  
일반음식점,대연농원밥집,김종규,경기도 포천시 소흘읍 광릉수목원로 1091,경기도 포천시 소흘읍 이동교리 520번지 15호  
일반음식점,오늘한잔어때,최봉례,경기도 포천시 소흘읍 솔모루로 38,경기도 포천시 소흘읍 송우리 452번지 10호  
일반음식점,만화간장게장,조성남,경기도 포천시 소흘읍 광릉수목원로 1119,경기도 포천시 소흘읍 이동교리 519번지 15호  
일반음식점,정원,김말선,경기도 포천시 소흘읍 솔모루로58번길 17,경기도 포천시 소흘읍 송우리 137번지 2호  
일반음식점,파티오-25,이호규,경기도 포천시 내촌면 금강로 1993-25,경기도 포천시 내촌면 음현리 852번지  
일반음식점,또래오래,송홍준,경기도 포천시 내촌면 내촌로 53,경기도 포천시 내촌면 내리 485번지 8호  
일반음식점,서파대나무쌈밥,기은경,경기도 포천시 내촌면 금강로3224번길 14,경기도 포천시 내촌면 신팔리 73번지 4호  
일반음식점,장원막국수,성숙향,경기도 포천시 내촌면 금강로 2029,경기도 포천시 내촌면 음현리 825번지 1호  
일반음식점,석촌가든,이현수,경기도 포천시 내촌면 금강로 2045,경기도 포천시 내촌면 음현리 561번지 5호  
일반음식점,금동이네,한금영,경기도 포천시 내촌면 내촌로 24-13 ((음현리765-10)),경기도 포천시 내촌면 음현리 765번지 10호  
일반음식점,변강쇠해장국,김흥순,경기도 포천시 내촌면 금강로 3222,경기도 포천시 내촌면 신팔리 72번지 1호  
일반음식점,즐거운 식사시간,김미희,경기도 포천시 내촌면 내촌로 32,경기도 포천시 내촌면 음현리 765번지  
일반음식점,가빈,우상애,경기도 포천시 내촌면 내촌로 73,경기도 포천시 내촌면 내리 502번지  
일반음식점,잣나무기사식당,백충현,경기도 포천시 내촌면 내촌로 26,경기도 포천시 내촌면 음현리 765번지 4호  
일반음식점,11월,김효국,경기도 포천시 내촌면 금강로2820번길 22-31,경기도 포천시 내촌면 소학리 144번지 1호  
일반음식점,참나무쟁이,김춘옥,경기도 포천시 내촌면 금강로 2458,경기도 포천시 내촌면 내리 267번지  
일반음식점,이영희맛집,이영희,경기도 포천시 내촌면 금강로 3172,경기도 포천시 내촌면 신팔리 108번지 5호  
일반음식점,서울식당,정효석,경기도 포천시 삼육사로 2228 (선단동),경기도 포천시 선단동 537번지  
일반음식점,잠수함소주방,오주연, ,경기도 포천시 신읍동 43번지 750호  
일반음식점,믿음식당,길왕녀,경기도 포천시 중앙로98번길 7 (신읍동),경기도 포천시 신읍동 32번지 1호 외 1필지(33-6) 
일반음식점,유명한버섯매운탕,김홍열,경기도 포천시 소흘읍 광릉수목원로 603-12,경기도 포천시 소흘읍 직동리 454번지  
일반음식점,무등산식당,백경자,경기도 포천시 내촌면 부마로 280,경기도 포천시 내촌면 마명리 307번지 7호  
일반음식점,참새 때꺼리,오경복,경기도 포천시 영중면 전영로 1441,경기도 포천시 영중면 영송리 461번지 4호  
일반음식점,샛청가든,서명자,경기도 포천시 관인면 북원로 455,경기도 포천시 관인면 사정리 322번지 2호  
일반음식점,88반점,진성일,경기도 포천시 영북면 운천로33번길 7,경기도 포천시 영북면 운천리 517번지 18호  
일반음식점,비바랜드치킨,박옥희,경기도 포천시 신북면 포천로 2145,경기도 포천시 신북면 심곡리 305번지 9호  
일반음식점,명당갈비,박주성,경기도 포천시 화현면 화동로 237,경기도 포천시 화현면 화현리 1137번지 3호  
일반음식점,맛골,송미옥,경기도 포천시 화현면 화동로 337-8,경기도 포천시 화현면 화현리 795번지 3호  
일반음식점,솟을대문,안성현, ,경기도 포천시 화현면 화현리 683번지 3호  
일반음식점,동해한식부페,최봉숙,경기도 포천시 화현면 봉화로 400-26,경기도 포천시 화현면 명덕리 44번지 4호  
일반음식점,순흥골포천점,이승희,경기도 포천시 관인면 관인로19번길 7-1,경기도 포천시 관인면 탄동리 664번지 24호  
일반음식점,그랜드 고기고기,장옥숙,경기도 포천시 호국로 991 (선단동),경기도 포천시 선단동 52번지 7호  
일반음식점,일품곤지암소머리국밥,이승복,경기도 포천시 호국로 1319 (어룡동),경기도 포천시 어룡동 188번지 3호  
일반음식점,대복 복전문점,백영희,경기도 포천시 호국로964번길 12 (선단동),경기도 포천시 선단동 505번지 9호  
일반음식점,미당,유경자, ,경기도 포천시 신읍동 30번지 1호  
일반음식점,철원생고기집,이은미,경기도 포천시 삼육사로 2228 (선단동),경기도 포천시 선단동 537번지  
일반음식점,함평순대국,박춘엽,경기도 포천시 왕방로 220 (신읍동),경기도 포천시 신읍동 167번지 10호  
일반음식점,뼈다귀한마당,이영재, ,경기도 포천시 신읍동 237번지 1호  
일반음식점,(포천점)굽네치킨,이소연,경기도 포천시 포천로1585번길 12-1  1층 (신읍동),경기도 포천시 신읍동 173번지 8호  
일반음식점,돼지국밥,김점상,경기도 포천시 영북면 운천로9번길 7,경기도 포천시 영북면 운천리 506번지 21호  
일반음식점,베네치아,이은옥,경기도 포천시 영북면 산정호수로 776,경기도 포천시 영북면 산정리 208번지 4호  
일반음식점,영북생구이,강순자, ,경기도 포천시 영북면 운천리 514번지 2호  
일반음식점,피자투고,문영옥,경기도 포천시 영북면 운천로 8,경기도 포천시 영북면 운천리 505번지 11호  
일반음식점,매니아,김은정, ,경기도 포천시 영북면 운천리 525번지 4호  
일반음식점,맘스터치,한상호,경기도 포천시 영북면 운천로 22,경기도 포천시 영북면 운천리 514번지 1호  
일반음식점,야영식당,양대종,경기도 포천시 영북면 산정호수로 849-20,경기도 포천시 영북면 산정리 294번지 1호  
일반음식점,거목,이륜선,경기도 포천시 영북면 산정호수로 598,경기도 포천시 영북면 산정리 171번지  
일반음식점,이모네식당,박점령,경기도 포천시 영북면 산정호수로411번길 98,경기도 포천시 영북면 산정리 191번지  
일반음식점,청주야식,오선미, ,경기도 포천시 영북면 운천리 516번지 16호  
일반음식점,황토가든,송화자,경기도 포천시 영북면 호국로 3385,경기도 포천시 영북면 야미리 440번지 30호  
일반음식점,옛우동,이정자,경기도 포천시 영북면 호국로 3707-8,경기도 포천시 영북면 문암리 85번지  
일반음식점,그냥분식,염영미,경기도 포천시 영북면 운천안길 26-3,경기도 포천시 영북면 운천리 510번지 11호  
일반음식점,용덕산장,이보철,경기도 포천시 군내면 포천로 1517,경기도 포천시 군내면 하성북리 681번지 13호  
일반음식점,웰빙부페,정미자,경기도 포천시 가산면 가산로 147,경기도 포천시 가산면 383번지 4호  
일반음식점,내고향집식당,송철식,경기도 포천시 가산면 포천로898번길 158,경기도 포천시 가산면 금현리 293번지  
일반음식점,한성식당,김승희,경기도 포천시 가산면 가산로 369-27  1층,경기도 포천시 가산면 마산리 598번지 1층 
일반음식점,보현각,손경철,경기도 포천시 가산면 포천로 752,경기도 포천시 가산면 금현리 296번지 4호  
일반음식점,이서방치킨,이수옥,경기도 포천시 가산면 정금로 83,경기도 포천시 가산면 정교리 551번지 1호  
일반음식점,착한밥상,방인숙,경기도 포천시 가산면 가산로 206,경기도 포천시 가산면 방축리 138번지 10호  
일반음식점,라이브호프치킨,지용림,경기도 포천시 창수면 전영로 1130,경기도 포천시 창수면 오가리 576번지  
일반음식점,여백과뜰,김명희,경기도 포천시 신북면 소둔지길 71,경기도 포천시 신북면 갈월리 364번지  
일반음식점,유원지식당,전부길,경기도 포천시 신북면 깊이울로 236,경기도 포천시 신북면 심곡리 770번지  
일반음식점,영이네가든,정평운,경기도 포천시 신북면 포천로 2463-29,경기도 포천시 신북면 고일리 3번지  
일반음식점,평양갈비,조재호,경기도 포천시 신북면 중앙로 209,경기도 포천시 신북면 가채리 802번지 1호  
일반음식점,풀빛농원,김영식,경기도 포천시 영중면 성장로 271,경기도 포천시 영중면 성동리 25번지 1호  
일반음식점,청궁,권민지,경기도 포천시 영중면 양문로5길 5,경기도 포천시 영중면 양문리 801번지 36호  
일반음식점,백야,유상진,경기도 포천시 영중면 양문로 98-1,경기도 포천시 영중면 양문리 770번지 10호  
일반음식점,맑은계곡,이동복,경기도 포천시 영중면 물안1길 4,경기도 포천시 영중면 금주리 214번지 6호  
일반음식점,경화네기사식당,김경화,경기도 포천시 영중면 전영로 1384,경기도 포천시 영중면 영평리 209번지 3호  
일반음식점,해원대식당,김재열,경기도 포천시 영중면 삼산마을길 87,경기도 포천시 영중면 성동리 234번지  
일반음식점,들마루,함명춘,경기도 포천시 이동면 낭유길 18,경기도 포천시 이동면 노곡리 894번지 8호  
일반음식점,김경희 꽃게장,김경희,경기도 포천시 이동면 화동로 1691,경기도 포천시 이동면 연곡리 1122번지  
일반음식점,만석중화요리,위은정,경기도 포천시 일동면 화동로 1266,경기도 포천시 일동면 화대리 368번지 3호  
일반음식점,더 혼마찌,최재철,경기도 포천시 일동면 기산서길 3-4,경기도 포천시 일동면 기산리 91번지 9호  
일반음식점,여우재산장,이명숙,경기도 포천시 이동면 여우고개로242번길 21-32,경기도 포천시 이동면 장암리 716번지 38호  
일반음식점,그루터기,박정란,경기도 포천시 일동면 화동로 862,경기도 포천시 일동면 기산리 689번지 5호  
일반음식점,청계식당,이애숙,경기도 포천시 일동면 사리재2길 2,경기도 포천시 일동면 기산리 81번지 21호  
일반음식점,고향풍년,박주환,경기도 포천시 일동면 화동로 1183,경기도 포천시 일동면 화대리 673번지 3호  
일반음식점,태경,김화순,경기도 포천시 일동면 화동로 952,경기도 포천시 일동면 기산리 321번지 5호  
일반음식점,춘천낙지닭갈비,신길수,경기도 포천시 일동면 화동로1043번길 8-17,경기도 포천시 일동면 기산리 90번지 114호  
일반음식점,도평역,장시관,경기도 포천시 이동면 포화로 115,경기도 포천시 이동면 도평리 53번지  
일반음식점,원조향토이동갈비,이강문,경기도 포천시 일동면 화동로 1182,경기도 포천시 일동면 화대리 689번지 3호  
일반음식점,전통두부마을,김옥경,경기도 포천시 일동면 운악청계로 1792,경기도 포천시 일동면 기산리 286번지 6호  
일반음식점,이동멍석갈비,추연형,경기도 포천시 일동면 운악청계로1480번길 90-98  가동,경기도 포천시 일동면 기산리 1번지 18호  
일반음식점,굽네치킨일동점,장광수,경기도 포천시 일동면 화동로 1065,경기도 포천시 일동면 기산리 91번지 36호  
일반음식점,별미맛집,신승목,경기도 포천시 일동면 사리재길 17-1,경기도 포천시 일동면 기산리 81번지 10호  
일반음식점,또래오래일동점,신지현,경기도 포천시 일동면 화동로1051번길 9,경기도 포천시 일동면 기산리 90번지 96호  
일반음식점,목화식당,이원자,경기도 포천시 이동면 낭유길 26,경기도 포천시 이동면 노곡리 902번지 7호  
일반음식점,용암이동갈비,신선녀,경기도 포천시 일동면 윗갈기길 79,경기도 포천시 일동면 수입리 75번지 1호  
일반음식점,고기&찌개,고라윤,경기도 포천시 일동면 화동로1051번길 8,경기도 포천시 일동면 기산리 91번지 130호  
일반음식점,황놀부,박승숙, ,경기도 포천시 이동면 도평리 17번지 5호  
일반음식점,내촌불곱창,김귀자,경기도 포천시 내촌면 내촌로 75,경기도 포천시 내촌면 내리 313번지 1호  
일반음식점,내촌해장국,김홍,경기도 포천시 내촌면 내진로 25,경기도 포천시 내촌면 내리 551번지 3호  
일반음식점,넝쿨식당,이연숙,경기도 포천시 내촌면 내촌로 80,경기도 포천시 내촌면 내리 313번지 20호  
일반음식점,갈비생각,이은화,경기도 포천시 소흘읍 광릉수목원로 1189,경기도 포천시 소흘읍 이동교리 743번지 1호  
일반음식점,메가일동면옥,허수인,경기도 포천시 일동면 수입로 342,경기도 포천시 일동면 수입리 700번지 3호  
일반음식점,어부촌,서미경,경기도 포천시 소흘읍 고모루성길 285,경기도 포천시 소흘읍 고모리 688번지  
일반음식점,꽃게를담다,김지후,경기도 포천시 소흘읍 솔모루로 15,경기도 포천시 소흘읍 송우리 505번지 17호  
일반음식점,고모리 풍천장어,조미숙,경기도 포천시 소흘읍 죽엽산로405번길 22-1,경기도 포천시 소흘읍 고모리 260번지  
