시군명,컨텐츠제목,컨텐츠타입,대분류,중분류,소분류,도로명주소,지번주소,우편번호,전화번호,원본대표이미지,썸네일대표이미지,컨텐츠등록시간,컨텐츠수정시간,WGS84위도,WGS84경도
군포시,산본시장,쇼핑,쇼핑,쇼핑,산,경기도 군포시 산본천로183번길 6,경기도 군포시 산본동 251-5번지,15806,031-399-4248,http://tong.visitkorea.or.kr/cms/resource/27/1941727_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1941727_image3_1.jpg,2012-11-09 15:52:54,2021-06-15 10:15:09,37.3701550674,126.9385231898
김포시,걸포중앙공원,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 김포시 걸포1로 60-42,경기도 김포시 걸포동 1550-57번지,10099,,,,2009-06-16 16:23:30,2020-11-30 15:41:50,37.6341656663,126.7094967857
김포시,경인아라뱃길유람선 현대크루즈호,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 김포시 고촌읍 아라육로270번길 74,경기도 김포시 고촌읍 전호리 778번지 아라김포여객터미널,10135,,http://tong.visitkorea.or.kr/cms/resource/76/2377576_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/76/2377576_image2_1.jpeg,2008-05-20 16:36:54,2020-02-17 09:17:59,37.5974984160,126.7871303925
김포시,글린 공원,음식점,음식,음식점,산,경기도 김포시 양촌읍 석모로5번길 34,경기도 김포시 양촌읍 석모리 937번지,10065,031-996-5177,,,2020-04-27 17:43:02,2020-08-10 16:54:01,37.6499792847,126.6492375749
김포시,김포 덕포진,관광지,인문(문화/예술/역사),역사관광지,산,경기도 김포시 대곶면 덕포진로103번길 130,경기도 김포시 대곶면 신안리 산99번지,10041,,http://tong.visitkorea.or.kr/cms/resource/60/1591760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1591760_image3_1.jpg,2003-06-30 00:00:00,2021-01-19 16:15:06,37.6497625176,126.5366528586
김포시,김포 아트빌리지,문화시설,인문(문화/예술/역사),문화시설,산,경기도 김포시 모담공원로 170,경기도 김포시 운양동 1325-10번지,10077,,http://tong.visitkorea.or.kr/cms/resource/68/2633968_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/68/2633968_image2_1.bmp,2019-11-07 16:07:30,2021-04-21 16:51:44,37.6467401978,126.6963164533
김포시,김포 장릉(인헌왕후) [유네스코 세계문화유산],관광지,인문(문화/예술/역사),역사관광지,산,경기도 김포시 장릉로 79,경기도 김포시 풍무동 666-3번지,10118,,http://tong.visitkorea.or.kr/cms/resource/42/2640342_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2640342_image3_1.jpg,2002-12-02 00:00:00,2021-05-07 17:25:28,37.6107523181,126.7126564851
김포시,김포 평화문화관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 김포시 월곶면 용강로13번길 38,경기도 김포시 월곶면 고막리 435-14번지,10024,,http://tong.visitkorea.or.kr/cms/resource/77/2674677_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2674677_image2_1.jpg,2020-10-05 17:30:12,2020-12-01 14:45:17,37.7208033540,126.5522087631
김포시,김포국제조각공원,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 김포시 월곶면 용강로13번길 38,경기도 김포시 월곶면 고막리 435-14번지,10024,,,,2003-11-07 00:00:00,2021-05-28 14:12:40,37.7208033540,126.5522087631
김포시,김포독립운동기념관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 김포시 양촌읍 양곡2로30번길 46,경기도 김포시 양촌읍 양곡리 1331번지,10062,,http://tong.visitkorea.or.kr/cms/resource/43/2405043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2405043_image2_1.jpg,2016-08-24 15:32:32,2021-06-02 15:59:48,37.6533878637,126.6296887577
김포시,김포로컬푸드,쇼핑,쇼핑,쇼핑,산,경기도 김포시 김포대로 1009-49,경기도 김포시 북변동 154-2번지,10100,031-981-8456,http://tong.visitkorea.or.kr/cms/resource/16/2396916_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2396916_image2_1.jpg,2016-08-05 16:12:19,2021-06-11 17:45:29,37.6308001013,126.7009306862
김포시,김포문화원,문화시설,인문(문화/예술/역사),문화시설,산,경기도 김포시 모담공원로 170-1,경기도 김포시 운양동 1325-10번지,10077,,http://tong.visitkorea.or.kr/cms/resource/81/2660881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2660881_image2_1.jpg,2007-11-06 01:33:54,2021-05-03 16:45:54,37.6450977177,126.6946905515
김포시,김포시청소년수련원,레포츠,레포츠,육상 레포츠,산,경기도 김포시 월곶면 용강로13번길 38,경기도 김포시 월곶면 고막리 435-14번지,10024,031-989-6700,,,2004-02-25 00:00:00,2021-05-18 16:39:05,37.7208033540,126.5522087631
김포시,김포아트빌리지 전통한옥숙박체험관,숙박,숙박,숙박시설,산,경기도 김포시 모담공원로 170,경기도 김포시 운양동 1325-10번지,10077,031-996-6836,http://tong.visitkorea.or.kr/cms/resource/59/2633959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2633959_image2_1.jpg,2019-11-07 15:25:43,2020-12-28 14:25:28,37.6467401978,126.6963164533
김포시,김포아트홀,문화시설,인문(문화/예술/역사),문화시설,산,경기도 김포시 돌문로 26,경기도 김포시 사우동 925번지,10110,,http://tong.visitkorea.or.kr/cms/resource/19/2638119_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/19/2638119_image2_1.bmp,2019-11-21 17:27:13,2020-12-24 13:35:58,37.6189409956,126.7201393866
김포시,김포인삼쌀맥주갤러리,문화시설,인문(문화/예술/역사),문화시설,산,경기도 김포시 대곶면 대명항로 518,경기도 김포시 대곶면 대명리 391번지,10040,,http://tong.visitkorea.or.kr/cms/resource/58/2396858_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2396858_image2_1.JPG,2016-08-05 15:23:12,2020-12-24 10:49:46,37.6465378782,126.5637744895
김포시,"김포장 (2, 7일)",쇼핑,쇼핑,쇼핑,산,경기도 김포시 김포대로 955,경기도 김포시 북변동 273-2번지,10098,031-980-2558,http://tong.visitkorea.or.kr/cms/resource/67/2405467_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2405467_image2_1.JPG,2003-12-09 00:00:00,2021-02-26 16:29:25,37.6274478805,126.7117551149
김포시,김포한강야생조류생태공원,관광지,자연,자연관광지,산,경기도 김포시 김포한강11로 455,경기도 김포시 운양동 1246-1번지,10074,,http://tong.visitkorea.or.kr/cms/resource/09/2653109_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/09/2653109_image2_1.bmp,2020-04-20 11:27:22,2021-02-01 09:22:31,37.6548457298,126.6993580105
김포시,김포함상공원,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 김포시 대곶면 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1번지,10041,,http://tong.visitkorea.or.kr/cms/resource/51/2396851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2396851_image2_1.jpg,2016-08-05 14:54:07,2021-06-30 15:57:58,37.6406716404,126.5392751662
김포시,약암홍염천관광호텔,숙박,숙박,숙박시설,산,경기도 김포시 대곶면 약암로 965-7,경기도 김포시 대곶면 약암리 481번지,10042,031-989-7000,http://tong.visitkorea.or.kr/cms/resource/36/1589336_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1589336_image3_1.jpg,2005-12-26 00:00:00,2020-04-03 17:23:13,37.6385686122,126.5522797507
김포시,월곶 생활문화센터,문화시설,인문(문화/예술/역사),문화시설,산,경기도 김포시 월곶면 군하로276번길 20,경기도 김포시 월곶면 군하리 83-2번지,10024,,http://tong.visitkorea.or.kr/cms/resource/83/2674683_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2674683_image2_1.jpg,2020-10-05 17:52:11,2021-05-20 17:31:18,37.7170267389,126.5521888049
김포시,태산패밀리파크,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 석탄리 491-1번지,10008,,http://tong.visitkorea.or.kr/cms/resource/13/1591713_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1591713_image3_1.jpg,2004-05-31 00:00:00,2020-08-10 16:58:33,37.7243692943,126.6301183489
김포시,통진두레문화센터,문화시설,인문(문화/예술/역사),문화시설,산,경기도 김포시 통진읍 김포대로 2347-8,경기도 김포시 통진읍 마송리 160-27번지,10029,,http://tong.visitkorea.or.kr/cms/resource/72/2674672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2674672_image2_1.jpg,2012-10-09 13:08:30,2020-10-16 17:20:16,37.6958415375,126.5870200838
김포시,피싱파크 진산각,관광지,인문(문화/예술/역사),체험관광지,산,경기도 김포시 중봉로 33,경기도 김포시 감정동 502-34번지,10103,,,,2013-01-22 10:43:15,2020-12-16 16:39:53,37.6253785555,126.6962745439
김포시,현대프리미엄아울렛 김포점,쇼핑,쇼핑,쇼핑,산,경기도 김포시 고촌읍 아라육로152번길 100,경기도 김포시 고촌읍 전호리 654번지,10135,,http://tong.visitkorea.or.kr/cms/resource/53/2396453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2396453_image2_1.jpg,2015-03-03 13:42:00,2021-06-16 16:29:00,37.5972979801,126.7852858447
남양주시,광릉숲길,레포츠,레포츠,육상 레포츠,산,,경기도 남양주시 진접읍 부평리 246-5,12001,,,,2019-11-25 14:00:55,2020-02-25 15:16:52,37.7523446888,127.1764470011
남양주시,그램호텔,숙박,숙박,숙박시설,산,경기도 남양주시 진접읍 해밀예당1로 30-15,경기도 남양주시 진접읍 금곡리 1081-5번지,12066,031-575-2211,http://tong.visitkorea.or.kr/cms/resource/02/2472502_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2472502_image2_1.jpg,2017-01-05 10:33:09,2020-11-30 15:10:24,37.7114893318,127.1870897761
남양주시,"남양주 광릉(세조,정희왕후) [유네스코 세계문화유산]",관광지,인문(문화/예술/역사),역사관광지,산,경기도 남양주시 진접읍 광릉수목원로 354,경기도 남양주시 진접읍 부평리 246-4번지,12001,,http://tong.visitkorea.or.kr/cms/resource/79/2364479_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2364479_image3_1.jpg,2003-11-28 00:00:00,2021-01-15 09:21:16,37.7491354092,127.1761930287
남양주시,남양주 사릉(정순왕후) [유네스코 세계문화유산],관광지,인문(문화/예술/역사),역사관광지,산,경기도 남양주시 진건읍 사릉로 180,경기도 남양주시 진건읍 사능리 108번지,12140,,http://tong.visitkorea.or.kr/cms/resource/44/2480844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2480844_image2_1.jpg,2007-10-26 00:00:00,2021-01-08 14:49:01,37.6440256210,127.1979601158
남양주시,남양주 어린이비전센터,문화시설,인문(문화/예술/역사),문화시설,산,경기도 남양주시 진접읍 해밀예당1로 96,경기도 남양주시 진접읍 금곡리 1077번지,12057,,http://tong.visitkorea.or.kr/cms/resource/00/2507000_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/2507000_image2_1.JPG,2017-09-11 10:17:59,2021-01-08 15:58:10,37.7170970349,127.1910487704
남양주시,"남양주 홍릉(고종과 명성황후)과 유릉(순종과 순명,순정 황후) [유네스코 세계문화유산]",관광지,인문(문화/예술/역사),역사관광지,산,경기도 남양주시 홍유릉로 352-1,경기도 남양주시 금곡동 437번지,12238,,http://tong.visitkorea.or.kr/cms/resource/20/2005620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2005620_image3_1.jpg,2003-11-28 00:00:00,2021-05-26 16:13:25,37.6319084295,127.2110992593
남양주시,남양주문화원,문화시설,인문(문화/예술/역사),문화시설,산,경기도 남양주시 경춘로 883-36,경기도 남양주시 금곡동 754-5번지,12235,,http://tong.visitkorea.or.kr/cms/resource/38/1785838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1785838_image3_1.jpg,2007-11-06 01:33:42,2021-04-01 17:14:01,37.6330655288,127.1980498161
남양주시,남양주시립박물관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 남양주시 와부읍 팔당로 121,경기도 남양주시 와부읍 팔당리 237-3번지,12277,,http://tong.visitkorea.or.kr/cms/resource/09/1591309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1591309_image3_1.jpg,2014-07-24 17:03:54,2020-12-01 14:49:53,37.5463749425,127.2443835329
남양주시,다산생태공원,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 남양주시 조안면 다산로 767,경기도 남양주시 조안면 능내리 56-15번지,12283,,http://tong.visitkorea.or.kr/cms/resource/62/1720462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1720462_image3_1.jpg,2017-07-20 16:06:25,2020-06-04 16:04:39,37.5143999430,127.2983097995
남양주시,다산유적지(남양주),관광지,인문(문화/예술/역사),역사관광지,산,경기도 남양주시 조안면 다산로747번길 11,경기도 남양주시 조안면 능내리 94번지,12283,,http://tong.visitkorea.or.kr/cms/resource/56/920056_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/920056_image3_1.jpg,2003-10-14 00:00:00,2020-06-03 15:36:52,37.5162760421,127.2990516016
남양주시,더늘봄,음식점,음식,음식점,산,경기도 남양주시 진접읍 금강로 1845,경기도 남양주시 진접읍 팔야리 733-1번지,12018,031-572-4447,http://tong.visitkorea.or.kr/cms/resource/78/1788078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1788078_image3_1.jpg,2004-08-26 00:00:00,2021-03-04 16:22:28,37.7493163194,127.2074650581
남양주시,모란미술관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 남양주시 화도읍 경춘로2110번길 8,경기도 남양주시 화도읍 월산리 246-1번지,12190,,http://tong.visitkorea.or.kr/cms/resource/21/1589421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1589421_image3_1.jpg,2007-11-06 01:29:18,2021-01-07 16:30:59,37.6504097786,127.3237778566
남양주시,몽골문화촌,관광지,인문(문화/예술/역사),체험관광지,산,경기도 남양주시 수동면 비룡로 1635,경기도 남양주시 수동면 내방리 254번지,12024,,http://tong.visitkorea.or.kr/cms/resource/22/1782022_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1782022_image3_1.jpg,2011-02-22 14:41:50,2020-12-01 14:50:42,37.7579738041,127.2753651071
남양주시,물맑음수목원,관광지,자연,자연관광지,산,경기도 남양주시 수동면 지둔로307번길 47-4,경기도 남양주시 수동면 지둔리 산129번지,12028,,http://tong.visitkorea.or.kr/cms/resource/91/2637891_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/91/2637891_image2_1.bmp,2019-11-07 13:38:49,2020-11-19 10:23:25,37.7057695700,127.2956028276
남양주시,물의정원,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 남양주시 조안면 북한강로 398,경기도 남양주시 조안면 진중리 95번지,12281,,http://tong.visitkorea.or.kr/cms/resource/12/2675412_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2675412_image2_1.jpg,2019-05-21 11:01:32,2021-04-20 15:52:09,37.5575094633,127.3132181686
남양주시,본가제주밥상,음식점,음식,음식점,산,경기도 남양주시 강변북로632번길 57-2,경기도 남양주시 수석동 142-1번지,12268,031-569-5553,http://tong.visitkorea.or.kr/cms/resource/54/2391354_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2391354_image2_1.jpg,2009-09-08 10:20:16,2020-02-03 17:35:38,37.5873872052,127.1750147861
남양주시,봉선사(경기),관광지,인문(문화/예술/역사),역사관광지,산,경기도 남양주시 진접읍 봉선사길 32,경기도 남양주시 진접읍 부평리 255번지,12001,,http://tong.visitkorea.or.kr/cms/resource/84/2678584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2678584_image3_1.jpg,2003-11-28 00:00:00,2021-04-12 15:40:57,37.7463975465,127.1836284111
남양주시,봉우리 한정식,음식점,음식,음식점,산,경기도 남양주시 조안면 북한강로 881,경기도 남양주시 조안면 삼봉리 182번지,12278,031-576-8808,,,2016-08-19 15:02:36,2020-07-20 14:44:42,37.5956288005,127.3383842270
남양주시,산들소리수목원,관광지,자연,자연관광지,산,경기도 남양주시 불암산로59번길 48-31,경기도 남양주시 별내동 785-1번지,12100,,http://tong.visitkorea.or.kr/cms/resource/52/2049352_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2049352_image2_1.jpg,2011-06-20 09:41:34,2020-10-23 15:52:04,37.6510762965,127.1015502370
남양주시,어린이비전센터 사계절썰매장,레포츠,레포츠,육상 레포츠,산,경기도 남양주시 진접읍 해밀예당1로 96,경기도 남양주시 진접읍 금곡리 1077번지,12057,,http://tong.visitkorea.or.kr/cms/resource/69/2507469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2507469_image2_1.jpg,2017-09-13 10:41:51,2020-07-13 13:31:21,37.7170970349,127.1910487704
남양주시,우석헌자연사박물관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 남양주시 진접읍 금강로 1095,경기도 남양주시 진접읍 내각리 589번지,12074,,http://tong.visitkorea.or.kr/cms/resource/81/700781_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/700781_image3_1.jpg,2006-01-03 00:00:00,2021-01-08 15:08:06,37.6980229313,127.1608295461
남양주시,축령산자연휴양림,관광지,자연,자연관광지,산,경기도 남양주시 수동면 축령산로 299,경기도 남양주시 수동면 외방리 281번지,12025,,http://tong.visitkorea.or.kr/cms/resource/38/2617838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2617838_image3_1.jpg,2003-07-01 00:00:00,2021-04-26 18:01:02,37.7547771162,127.3132455526
남양주시,프라움악기박물관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 남양주시 와부읍 경강로 756,경기도 남양주시 와부읍 도곡리 504-41번지,12270,,http://tong.visitkorea.or.kr/cms/resource/40/1906640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1906640_image3_1.jpg,2014-04-02 09:53:03,2021-03-18 15:38:06,37.5685094872,127.2270504239
남양주시,현대프리미엄아울렛 SPACE 1,쇼핑,쇼핑,쇼핑,산,경기도 남양주시 다산순환로 50,경기도 남양주시 다산동 6141번지,12248,,,,2021-02-08 10:30:32,2021-02-23 17:39:04,37.6161029057,127.1524431285
남양주시,화도하수처리장 피아노폭포,관광지,자연,자연관광지,산,경기도 남양주시 화도읍 폭포로 562,경기도 남양주시 화도읍 금남리 580번지,12194,,http://tong.visitkorea.or.kr/cms/resource/20/2444820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2444820_image2_1.jpg,2009-08-19 10:30:36,2021-06-15 17:24:12,37.6315570469,127.3469568146
동두천시,경기북부어린이박물관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 동두천시 평화로2910번길 148-46,경기도 동두천시 상봉암동 산1-1번지,11307,,http://tong.visitkorea.or.kr/cms/resource/34/2493034_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/34/2493034_image2_1.JPG,2017-05-22 15:21:03,2021-04-16 17:19:19,37.9467474913,127.0718122278
동두천시,동두천 중앙시장,쇼핑,쇼핑,쇼핑,산,경기도 동두천시 중앙로285번길 9,경기도 동두천시 생연동 607-27번지,11328,031-861-6938,http://tong.visitkorea.or.kr/cms/resource/47/1956047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1956047_image3_1.jpg,2007-02-12 00:00:00,2020-07-28 10:29:05,37.9069062085,127.0537401607
동두천시,동두천꿈나무정보도서관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 동두천시 지행로 38,경기도 동두천시 지행동 717-4번지,11349,,,,2014-02-21 10:46:44,2020-12-01 14:52:20,37.8921430371,127.0513954391
동두천시,동두천문화원,문화시설,인문(문화/예술/역사),문화시설,산,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122번지,11340,,http://tong.visitkorea.or.kr/cms/resource/02/1892302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1892302_image3_1.jpg,2007-11-06 01:33:28,2021-03-16 14:56:01,37.9053331012,127.0430797486
동두천시,동두천자연휴양림,관광지,자연,자연관광지,산,경기도 동두천시 탑동가산로 1,경기도 동두천시 탑동동 산16번지,11322,,http://tong.visitkorea.or.kr/cms/resource/19/2661419_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2661419_image2_1.jpg,2020-06-29 13:57:46,2021-05-24 09:30:08,37.8855616591,127.1371472470
동두천시,삼복횟집,음식점,음식,음식점,산,경기도 동두천시 생연로 192,경기도 동두천시 생연동 584-2번지,11326,031-865-2130,http://tong.visitkorea.or.kr/cms/resource/58/1901358_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1901358_image3_1.jpg,2004-07-08 00:00:00,2021-06-28 13:23:23,37.9093659605,127.0535319153
동두천시,생연칼국수삼계탕,음식점,음식,음식점,산,경기도 동두천시 생연로 124,경기도 동두천시 생연동 823-188번지,11330,031-863-2011,http://tong.visitkorea.or.kr/cms/resource/21/1188621_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1188621_image3_1.jpg,2004-02-19 00:00:00,2020-07-10 16:08:59,37.9035354078,127.0513831636
동두천시,소요산국민관광지,관광지,자연,자연관광지,산,경기도 동두천시 평화로2910번길 148-20,경기도 동두천시 상봉암동 산1-1번지,11307,,http://tong.visitkorea.or.kr/cms/resource/22/1195422_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1195422_image3_1.jpg,2004-02-24 00:00:00,2021-04-20 15:43:56,37.9464635339,127.0705619085
동두천시,소요산탑유황온천,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 동두천시 장고갯로 161-35,경기도 동두천시 생연동 222-3번지,11313,,,,2013-12-12 09:32:29,2020-12-01 16:46:51,37.9081012046,127.0647786544
동두천시,아비숑모텔,숙박,숙박,숙박시설,산,경기도 동두천시 강변로94번길 6,경기도 동두천시 송내동 522-2번지,11355,031-864-2003,,,2012-12-11 09:14:38,2020-01-20 15:03:14,37.8791527217,127.0530889434
동두천시,자유수호평화박물관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 동두천시 평화로2910번길 96-63,경기도 동두천시 상봉암동 162-10번지,11307,,,,2005-11-10 00:00:00,2021-02-22 17:04:35,37.9424904530,127.0660895725
동두천시,진미옥설렁탕,음식점,음식,음식점,산,경기도 동두천시 생연로 185-1,경기도 동두천시 생연동 578-55번지,11326,031-865-3626,http://tong.visitkorea.or.kr/cms/resource/49/1188749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1188749_image3_1.jpg,2003-08-27 00:00:00,2020-05-29 15:10:09,37.9090571948,127.0529194907
부천시,B-STAY 부천호텔,숙박,숙박,숙박시설,산,경기도 부천시 길주로 131,경기도 부천시 상동 538-5번지,14542,032-326-8181,http://tong.visitkorea.or.kr/cms/resource/77/2022577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2022577_image2_1.jpg,2007-04-13 00:00:00,2020-11-27 10:03:06,37.5059901141,126.7571930407
부천시,OBS 방송역사체험관,관광지,인문(문화/예술/역사),산업관광지,산,경기도 부천시 오정로 233,경기도 부천시 오정동 202-6번지,14442,,,,2016-12-20 09:16:45,2021-02-26 09:36:34,37.5293038508,126.7842714447
부천시,고려호텔,숙박,숙박,숙박시설,산,경기도 부천시 길주로 66,경기도 부천시 상동 548-5번지,14544,032-329-0001,http://tong.visitkorea.or.kr/cms/resource/78/1336578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1336578_image3_1.jpg,2007-04-06 00:00:00,2021-04-09 16:41:27,37.5054100839,126.7495618022
부천시,골드러시,음식점,음식,음식점,산,경기도 부천시 도약로 1,경기도 부천시 상동 529-2번지,14505,032-320-6001,,,2018-01-24 09:35:27,2020-04-29 16:59:51,37.5131520747,126.7452297663
부천시,도당공원,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 부천시 소사로593번길 124,경기도 부천시 도당동 산35-10번지,14487,,http://tong.visitkorea.or.kr/cms/resource/46/759946_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/759946_image3_1.jpg,2009-06-23 15:05:47,2020-08-21 17:14:34,37.5121801215,126.7898575225
부천시,부천 동물테마파크 하이주,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 부천시 길주로 105,경기도 부천시 상동 535-5번지,14542,,http://tong.visitkorea.or.kr/cms/resource/06/2002706_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/06/2002706_image2_1.jpeg,2015-05-11 14:09:36,2020-06-05 14:31:23,37.5064035555,126.7541454230
부천시,부천 물 박물관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 부천시 길주로 691,경기도 부천시 작동 산60-8번지,14477,,,,2004-10-22 00:00:00,2021-04-14 11:20:16,37.5072920688,126.8192657978
부천시,부천 역곡상상시장,쇼핑,쇼핑,쇼핑,산,경기도 부천시 부일로749번길 31,경기도 부천시 역곡동 84-7번지,14670,,http://tong.visitkorea.or.kr/cms/resource/56/1941756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1941756_image3_1.jpg,2007-05-09 00:00:00,2021-02-02 17:00:06,37.4875733705,126.8118963048
부천시,부천 원미공원,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 부천시 소사로 456,경기도 부천시 원미동 15번지,14659,,http://tong.visitkorea.or.kr/cms/resource/38/2705838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2705838_image3_1.jpg,2003-11-06 00:00:00,2021-02-09 16:39:06,37.4979895039,126.7990397092
부천시,부천 원종종합시장,쇼핑,쇼핑,쇼핑,산,경기도 부천시 삼작로 400,경기도 부천시 원종동 367번지,14473,,http://tong.visitkorea.or.kr/cms/resource/71/1941771_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1941771_image3_1.jpg,2011-07-22 15:58:52,2021-06-15 10:56:08,37.5196184879,126.8061024401
부천시,부천 중앙공원,관광지,인문(문화/예술/역사),휴양관광지,산,경기도 부천시 소향로 162,경기도 부천시 중동 1177번지,14584,,http://tong.visitkorea.or.kr/cms/resource/39/760139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/760139_image3_1.jpg,2003-11-06 00:00:00,2021-05-11 17:23:30,37.5006048572,126.7637176203
부천시,부천교육박물관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 부천시 소사로 482,경기도 부천시 춘의동 8번지,14655,,http://tong.visitkorea.or.kr/cms/resource/96/1589496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1589496_image3_1.jpg,2004-10-22 00:00:00,2021-06-02 14:49:49,37.5008512692,126.7982775858
부천시,부천문화원,문화시설,인문(문화/예술/역사),문화시설,산,경기도 부천시 경인로92번길 33,경기도 부천시 송내동 387-4번지,14727,,http://tong.visitkorea.or.kr/cms/resource/53/1852653_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1852653_image3_1.jpg,2007-11-06 01:33:23,2021-02-08 17:04:17,37.4825054606,126.7665645738
부천시,부천수석박물관,문화시설,인문(문화/예술/역사),문화시설,산,경기도 부천시 소사로 482,경기도 부천시 춘의동 8번지,14655,,http://tong.visitkorea.or.kr/cms/resource/16/1589516_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1589516_image3_1.jpg,2004-10-22 00:00:00,2021-06-02 14:51:26,37.5008512692,126.7982775858
