업종명,업소명,소재지도로명,소재지지번,위도,경도,연락처,데이터기준일자
일반음식점,소문난연칼국수샤브,경기도 양평군 양서면 양수로150번길 3,경기도 양평군 양서면 양수리 556-19,37.5446209940,127.3196236086,031-773-7413,2021-06-21
일반음식점,지평보리밥집,경기도 양평군 지평면 지평로 396,경기도 양평군 지평면 지평리 511-2,37.4755807450,127.6369504317,031-773-7423,2021-06-21
일반음식점,이서방양념통닭,경기도 양평군 양동면 양동역길 18-1,경기도 양평군 양동면 쌍학리 180-4,37.4199794084,127.7541578584,031-773-7552,2021-06-21
일반음식점,명진식당,,경기도 양평군 용문면 다문리 736-1,37.4834290057,127.5934627173,031-773-7693,2021-06-21
일반음식점,한국관,경기도 양평군 지평면 지평의병로 96,경기도 양평군 지평면 지평리 541-1,37.4749954969,127.6363951880,031-773-7770,2021-06-21
일반음식점,엄마손샤브n쌀국수,경기도 양평군 양평읍 백안길 30,경기도 양평군 양평읍 백안리 405-1,37.4946958719,127.5164826162,031-773-7979,2021-06-21
일반음식점,양평신내서울해장국,경기도 양평군 개군면 신내길 16,경기도 양평군 개군면 공세리 327-8,37.4650567021,127.5278521764,031-773-8001,2021-06-21
일반음식점,양평프로방스,경기도 양평군 서종면 수대울길 139-30,경기도 양평군 서종면 문호리 1057,37.5850570622,127.3604594642,031-773-8228,2021-06-21
일반음식점,춘천닭갈비,경기도 양평군 서종면 무내미길 63,경기도 양평군 서종면 문호리 778-2,37.6044974450,127.3516203040,031-773-8253,2021-06-21
일반음식점,늘푸른식당,경기도 양평군 양동면 학둔지아래길 88-1,경기도 양평군 양동면 쌍학리 178-10,37.4192228160,127.7538953717,031-773-8394,2021-06-21
일반음식점,예사랑,경기도 양평군 옥천면 용천로 329,경기도 양평군 옥천면 용천리 152-3,37.5485715087,127.5005321096,031-773-8450,2021-06-21
일반음식점,친구찾기,경기도 양평군 양평읍 양평시장1길 27,경기도 양평군 양평읍 양근리 420-20,37.4905052430,127.4900567341,031-773-8483,2021-06-21
일반음식점,홍천화로구이,경기도 양평군 용문면 용문로371번길 7,경기도 양평군 용문면 다문리 726-3,37.4855830418,127.5937594946,031-773-8605,2021-06-21
일반음식점,대동강초계탕,경기도 양평군 강상면 강남로 1614,경기도 양평군 강상면 세월리 407-1,37.4341064273,127.4907650204,031-773-8666,2021-06-21
일반음식점,피쉬랜드,경기도 양평군 강하면 강하2로 367,경기도 양평군 강하면 성덕리 262-4,37.4648620144,127.4205486893,031-773-8787,2021-06-21
일반음식점,황태속이야기,경기도 양평군 용문면 용문산로 3,경기도 양평군 용문면 마룡리 425-6,37.4984458375,127.6041837633,031-773-8791,2021-06-21
일반음식점,도토리,경기도 양평군 용문면 용문산로 5,경기도 양평군 용문면 마룡리 426-7 외 1필지,37.4984640940,127.6039235839,031-773-8824,2021-06-21
일반음식점,육해공옛날마차,경기도 양평군 개군면 하자포길 39,경기도 양평군 개군면 하자포리 219-1,37.4266915289,127.5374676425,031-773-8870,2021-06-21
일반음식점,BHC양평청운점,경기도 양평군 청운면 용두민속장터길 10-1,경기도 양평군 청운면 용두리 717-7 (1층),37.5535055607,127.7093923635,031-773-8909,2021-06-21
일반음식점,풍년목장가든,경기도 양평군 서종면 퉁점골길 31,경기도 양평군 서종면 정배리 568-1,37.6022503168,127.4118154644,031-773-8985,2021-06-21
일반음식점,청룡식당,경기도 양평군 청운면 용두민속장터길 15,경기도 양평군 청운면 용두리 662-14,37.5539830766,127.7095069158,031-773-9041,2021-06-21
일반음식점,명성식당,경기도 양평군 청운면 용두민속장터길 12-2,경기도 양평군 청운면 용두리 717-10,37.5536671812,127.7097437845,031-773-9075,2021-06-21
일반음식점,용두통닭,경기도 양평군 청운면 청운로 4,경기도 양평군 청운면 용두리 661-14,37.55452217,127.7094915,031-773-9106,2021-06-21
일반음식점,동해기사식당,경기도 양평군 청운면 경강로 4085,경기도 양평군 청운면 비룡리 166-5,37.5429831615,127.6956997380,031-773-9214,2021-06-21
일반음식점,강원기사식당,경기도 양평군 청운면 경강로 4083,경기도 양평군 청운면 비룡리 166-4,37.5428209927,127.6956540343,031-773-9254,2021-06-21
일반음식점,홍돼지마을,경기도 양평군 양서면 경강로 1047,경기도 양평군 양서면 복포리 326-1,37.5125669037,127.4024727470,031-773-9290,2021-06-21
일반음식점,청운면메기마을,경기도 양평군 청운면 아실길72번길 55,경기도 양평군 청운면 갈운리 943-1,37.5435941876,127.7493244102,031-773-9650,2021-06-21
일반음식점,시골집,경기도 양평군 청운면 용두로 144,경기도 양평군 청운면 용두리 661-8,37.55444488,127.709048,031-773-9698,2021-06-21
일반음식점,다대휴게소다대기사식당,경기도 양평군 청운면 설악로 242,경기도 양평군 청운면 다대리 63-4,37.5681116382,127.7313333948,031-773-9710,2021-06-21
일반음식점,갈기산횟집,경기도 양평군 청운면 새터회미골길 3,경기도 양평군 청운면 신론리 156-1,37.5689528998,127.7983054057,031-773-9727,2021-06-21
일반음식점,점골막국수,경기도 양평군 청운면 경강로 4662-1,경기도 양평군 청운면 갈운리 888-5,37.5419750664,127.7477455662,031-773-9756,2021-06-21
일반음식점,낭만가,경기도 양평군 강하면 강남로 421,경기도 양평군 강하면 전수리 481-4,37.5053040585,127.4311299647,031-773-9798,2021-06-21
일반음식점,피자랑쥬와오븐에구워더존치킨,경기도 양평군 양서면 북한강로 16-1,경기도 양평군 양서면 양수리 982,37.5453977803,127.3206858480,031-773-9884,2021-06-21
일반음식점,정찌개하우스,경기도 양평군 단월면 삼가새말길 5-1,경기도 양평군 단월면 삼가리 300-10,37.5169074478,127.6658252135,031-773-9934,2021-06-21
일반음식점,미진메밀마을,경기도 양평군 서종면 북한강로 783-1,경기도 양평군 서종면 문호리 761-8,37.6072161222,127.3489410952,031-773-9960,2021-06-21
일반음식점,엄지척밥상,경기도 양평군 용문면 용문산로 434,경기도 양평군 용문면 신점리 38-6,37.5321799579,127.5982545848,031-773-9988,2021-06-21
일반음식점,휴먼터치양평리조트,경기도 양평군 양평읍 경강로 1620,경기도 양평군 양평읍 오빈리 400-1,37.5043806154,127.4620410631,031-774-837,2021-06-21
일반음식점,박승광해물칼국수 (서종직영점),경기도 양평군 서종면 북한강로 962,경기도 양평군 서종면 문호리 641-6 (2층),37.6227427766,127.3532498592,031-774-0107,2021-06-21
일반음식점,용천밀국수,경기도 양평군 옥천면 용천로 147,경기도 양평군 옥천면 용천리 254-2,37.5359159434,127.4894734435,031-774-0118,2021-06-21
일반음식점,비비큐펀앤정 서종점,경기도 양평군 서종면 북한강로 769,경기도 양평군 서종면 문호리 770-2,37.6058643332,127.3491251007,031-774-0123,2021-06-21
일반음식점,양수리해장국,경기도 양평군 양서면 북한강로 22,경기도 양평군 양서면 양수리 978-1,37.5457136154,127.3209228194,031-774-0171,2021-06-21
일반음식점,국수나무양평점,경기도 양평군 양평읍 양평시장길 20,경기도 양평군 양평읍 양근리 409-6 (1층),37.4907126804,127.4916403987,031-774-0302,2021-06-21
일반음식점,리버블루 예마당,경기도 양평군 양서면 대심길 83,경기도 양평군 양서면 대심리 145-3,37.5026986903,127.3940227946,031-774-0307,2021-06-21
일반음식점,쏘갈매운탕,경기도 양평군 옥천면 남한강변길 239,경기도 양평군 옥천면 아신리 905-1,37.5111567506,127.4361711530,031-774-0338,2021-06-21
일반음식점,페리카나옥천점,경기도 양평군 옥천면 북부길9번길 5,경기도 양평군 옥천면 옥천리 541-2,37.5203793432,127.4605278570,031-774-0340,2021-06-21
일반음식점,토우쌈밥앤고기,경기도 양평군 용문면 용문산로 412,경기도 양평군 용문면 신점리 28-1,37.5311596023,127.6004150202,031-774-0614,2021-06-21
일반음식점,간이역,경기도 양평군 옥천면 당곡길 13,경기도 양평군 옥천면 아신리 854-5,37.5156441720,127.4336778450,031-774-0740,2021-06-21
일반음식점,고가원,경기도 양평군 서종면 북한강로 1007,경기도 양평군 서종면 문호리 599-9,37.6267556531,127.3547718796,031-774-0766,2021-06-21
일반음식점,장골가든,경기도 양평군 양평읍 중앙로 426,경기도 양평군 양평읍 대흥리 654-11,37.4907345717,127.5358706674,031-774-0799,2021-06-21
일반음식점,평촌,경기도 양평군 양평읍 양근로 221,경기도 양평군 양평읍 양근리 297,37.4878283666,127.4926135222,031-774-0896,2021-06-21
일반음식점,곱돌횟집,경기도 양평군 양평읍 중앙로 82,경기도 양평군 양평읍 공흥리 755-5 1층,37.4943725065,127.4976696272,031-774-0987,2021-06-21
일반음식점,청담갈비,경기도 양평군 서종면 북한강로 987,경기도 양평군 서종면 문호리 618-10,37.6251592242,127.3539250540,031-774-1041,2021-06-21
일반음식점,초가사랑,경기도 양평군 강하면 강남로 426,경기도 양평군 강하면 전수리 473,37.5051603252,127.4319673522,031-774-1069,2021-06-21
일반음식점,돼지마을,경기도 양평군 양서면 북한강로 14-1,경기도 양평군 양서면 양수리 987,37.5452173889,127.3206070379,031-774-1188,2021-06-21
일반음식점,도치골가든,경기도 양평군 옥천면 중미산로 1170-14,경기도 양평군 옥천면 신복리 82,37.5856085462,127.4546490018,031-774-1256,2021-06-21
일반음식점,삿갓봉뽕잎해물칼국수,경기도 양평군 양평읍 경강로 2335-12,경기도 양평군 양평읍 대흥리 677-2,37.4922401606,127.5348532789,031-774-1259,2021-06-21
일반음식점,황골가든,경기도 양평군 양평읍 대흥로 118,경기도 양평군 양평읍 대흥리 590-4,37.4820879989,127.5431846117,031-774-1413,2021-06-21
일반음식점,우노레또,경기도 양평군 강상면 강남로 1369,경기도 양평군 강상면 화양리 119-1,37.4528367583,127.4880039614,031-774-1522,2021-06-21
일반음식점,목화부페웨딩홀,경기도 양평군 양평읍 양근로 177,경기도 양평군 양평읍 양근리 417-1,37.4906133702,127.4896268610,031-774-1555,2021-06-21
일반음식점,신내장어구이,경기도 양평군 개군면 공서울길 57,경기도 양평군 개군면 공세리 227-13 외 1필지,37.4674346905,127.5340840850,031-774-1592,2021-06-21
일반음식점,달봉이,경기도 양평군 서종면 북한강로 805,경기도 양평군 서종면 문호리 737-2,37.6091091827,127.3491185463,031-774-1648,2021-06-21
일반음식점,남시촌참닭,경기도 양평군 강상면 강남로 802,경기도 양평군 강상면 병산리 431-2 지상1층,37.4913483424,127.4670137070,031-774-1707,2021-06-21
일반음식점,황태마을,경기도 양평군 양서면 북한강로 47-3,경기도 양평군 양서면 양수리 540,37.5484813928,127.3213237468,031-774-1736,2021-06-21
일반음식점,은비네,경기도 양평군 지평면 지평시장3길 1,경기도 양평군 지평면 지평리 570-11,37.4742831156,127.6366540143,031-774-1744,2021-06-21
일반음식점,늘가득,경기도 양평군 용문면 용문삼성로20번길 7,경기도 양평군 용문면 삼성리 692-3,37.4737397779,127.5660137425,031-774-1825,2021-06-21
일반음식점,여울가의산책,경기도 양평군 청운면 다대송산길 162,경기도 양평군 청운면 다대리 488,37.5797238066,127.7156041975,031-774-1877,2021-06-21
일반음식점,헤리베르,경기도 양평군 강하면 산수로 3096,경기도 양평군 강하면 운심리 516-20,37.4924370587,127.3895689201,031-774-2021,2021-06-21
일반음식점,스시카오루,경기도 양평군 양평읍 양평시장길39번길 5-4,경기도 양평군 양평읍 양근리 422-30,37.4910730539,127.4894684275,031-774-2056,2021-06-21
일반음식점,옛날잔치국수,경기도 양평군 양평읍 양평대교길 1,경기도 양평군 양평읍 양근리 262-1 외 3필지,37.4876841170,127.4921384479,031-774-2075,2021-06-21
일반음식점,유리성,경기도 양평군 옥천면 남한강변길 272-1,경기도 양평군 옥천면 아신리 492-1,37.5111859225,127.4402445908,031-774-2088,2021-06-21
일반음식점,BHC치킨,경기도 양평군 개군면 하자포길 24,경기도 양평군 개군면 하자포리 223-3 외 1필지,37.4254293466,127.5382581715,031-774-2191,2021-06-21
일반음식점,비타민,경기도 양평군 양서면 북한강로 13,경기도 양평군 양서면 양수리 1037,37.5452079450,127.3203240530,031-774-2232,2021-06-21
일반음식점,산천,경기도 양평군 강하면 동문3길 61,경기도 양평군 강하면 동오리 637-3,37.4560282451,127.3869540581,031-774-2249,2021-06-21
일반음식점,수운식당,경기도 양평군 옥천면 사나사길 224,경기도 양평군 옥천면 용천리 319-30,37.5309138344,127.5022523437,031-774-2261,2021-06-21
일반음식점,나해,경기도 양평군 용문면 다문중앙2길 13,경기도 양평군 용문면 다문리 706-5,37.4844403493,127.5911451940,031-774-2279,2021-06-21
일반음식점,굴뚝,경기도 양평군 양평읍 대흥로 277-4,경기도 양평군 양평읍 봉성리 53-2,37.4743752154,127.5574416078,031-774-2323,2021-06-21
일반음식점,오리촌돌판구이,경기도 양평군 옥천면 신복길 135-3,경기도 양평군 옥천면 신복리 799-1,37.5335951937,127.4666102781,031-774-2447,2021-06-21
일반음식점,콩애두부사랑,경기도 양평군 강하면 강남로 512,경기도 양평군 강하면 전수리 25-7 외 2필지(1층),37.5039302585,127.4408952766,031-774-2522,2021-06-21
일반음식점,햇빛촌 ,경기도 양평군 양동면 양동로 729,경기도 양평군 양동면 고송리 199,37.4867994971,127.7020684959,031-774-2553,2021-06-21
일반음식점,옥천평양냉면,경기도 양평군 옥천면 고읍로 69,경기도 양평군 옥천면 옥천리 843-8,37.5153106619,127.4523492051,031-774-2592,2021-06-21
일반음식점,남이당,경기도 양평군 서종면 중미산로 35,경기도 양평군 서종면 문호리 370-2,37.6040792701,127.3560282018,031-774-2623,2021-06-21
일반음식점,강상골,경기도 양평군 강상면 다래길 121,경기도 양평군 강상면 세월리 587-1,37.4448404469,127.4797863747,031-774-2741,2021-06-21
일반음식점,버무리떡볶이,경기도 양평군 양평읍 시민로 40,경기도 양평군 양평읍 양근리 183-11 (1층),37.4902081436,127.4960408270,031-774-2930,2021-06-21
일반음식점,불고기맛난집,경기도 양평군 양서면 북한강로 10-2,경기도 양평군 양서면 양수리 1052,37.5448922639,127.3201889676,031-774-2938,2021-06-21
일반음식점,양평신닭발,경기도 양평군 양평읍 양평시장1길 19,경기도 양평군 양평읍 양근리 412,37.4901267271,127.4907807521,031-774-2988,2021-06-21
일반음식점,나들목,경기도 양평군 양평읍 양평시장길 39,경기도 양평군 양평읍 양근리 445-7 외 3필지,37.4914967069,127.4895814901,031-774-2993,2021-06-21
일반음식점,부엉이마을협동조합 물소리,경기도 양평군 양평읍 삼산길 130-3,경기도 양평군 양평읍 백안리 18,37.5087642378,127.5271216304,031-774-3000,2021-06-21
일반음식점,구름에달가듯이,경기도 양평군 강상면 독배길 34,경기도 양평군 강상면 병산리 174,37.4926117558,127.4729068975,031-774-3020,2021-06-21
일반음식점,강천장어,경기도 양평군 용문면 어수길 10-10,경기도 양평군 용문면 다문리 803-2 외 2필지,37.4794483218,127.5891032611,031-774-3292,2021-06-21
일반음식점,미르의정원,경기도 양평군 양서면 목왕로 472,경기도 양평군 양서면 목왕리 638-7,37.5551284739,127.3651232643,031-774-3573,2021-06-21
일반음식점,사각하늘,경기도 양평군 서종면 길곡2길 53,경기도 양평군 서종면 문호리 512-3,37.6192689834,127.3576646510,031-774-3670,2021-06-21
일반음식점,전주밥상,경기도 양평군 서종면 북한강로 1266,경기도 양평군 서종면 수입리 791-1,37.6421271696,127.3735353880,031-774-3717,2021-06-21
일반음식점,우리동네,경기도 양평군 서종면 중미산로 3,경기도 양평군 서종면 문호리 394-1,37.6038675527,127.3524599152,031-774-3810,2021-06-21
일반음식점,복오리,경기도 양평군 서종면 중미산로 118,경기도 양평군 서종면 문호리 98-2,37.6022149146,127.3648683676,031-774-3835,2021-06-21
일반음식점,문호리쌀국수,경기도 양평군 서종면 북한강로 806,경기도 양평군 서종면 문호리 704-2,37.6089118401,127.3498667220,031-774-3839,2021-06-21
일반음식점,솔잎칼국수,경기도 양평군 용문면 용문로 385,경기도 양평군 용문면 다문리 332-1,37.4862665395,127.5956832889,031-774-3851,2021-06-21
일반음식점,잣나무농원,경기도 양평군 용문면 용문산로 422-1,경기도 양평군 용문면 신점리 26-1,37.5322126011,127.6022726408,031-774-3864,2021-06-21
일반음식점,가든나들목,경기도 양평군 개군면 개군로 79,경기도 양평군 개군면 불곡리 336,37.4601524454,127.5310277595,031-774-3889,2021-06-21
일반음식점,레드백,경기도 양평군 양평읍 양평시장길18번길 11-5,경기도 양평군 양평읍 양근리 363,37.4914338120,127.4921833037,031-774-4006,2021-06-21
일반음식점,금학,경기도 양평군 양평읍 양평시장1길 3,경기도 양평군 양평읍 양근리 301-6,37.4893246253,127.4924097611,031-774-4047,2021-06-21
일반음식점,가마솥설렁탕,경기도 양평군 청운면 경강로 5104,경기도 양평군 청운면 갈운리 40-3,37.5347249837,127.7924757138,031-774-4094,2021-06-21
일반음식점,쉐르빌한식당,경기도 양평군 개군면 신내길7번길 37,경기도 양평군 개군면 공세리 389-10 외3(389-14 389-33 389-40),37.4683301139,127.5313885229,031-774-4101,2021-06-21
일반음식점,광탄집,,경기도 양평군 용문면 광탄리 193-1,37.5087183261,127.6347182032,031-774-4276,2021-06-21
일반음식점,갤러리,경기도 양평군 양서면 제탄3길 18,경기도 양평군 양서면 복포리 218-7,37.5142993638,127.4166489921,031-774-4363,2021-06-21
일반음식점,옥천순두부,경기도 양평군 옥천면 신복길 124,경기도 양평군 옥천면 신복리 798-1,37.5321891367,127.4668485902,031-774-4369,2021-06-21
일반음식점,누리마을남도맛집,경기도 양평군 양평읍 양근로 145-1,경기도 양평군 양평읍 양근리 528-18,37.4927764510,127.4875337683,031-774-4400,2021-06-21
일반음식점,후리지아,경기도 양평군 양평읍 양근로 182,경기도 양평군 양평읍 양근리 345-9,37.4900635357,127.4896269371,031-774-4426,2021-06-21
일반음식점,산수유산장,경기도 양평군 옥천면 아신새터말길 22,경기도 양평군 옥천면 아신리 113-2,37.5245575705,127.4497403699,031-774-4475,2021-06-21
일반음식점,산마늘밥,경기도 양평군 양서면 경강로 1122,경기도 양평군 양서면 복포리 308-4,37.5150968324,127.4101754889,031-774-4548,2021-06-21
일반음식점,퇴촌매운탕·어탕국수,경기도 양평군 청운면 경강로 4091,경기도 양평군 청운면 비룡리 56,37.5432435021,127.6963343386,031-774-4552,2021-06-21
일반음식점,임실치즈피자,경기도 양평군 용문면 용문로371번길 2,경기도 양평군 용문면 다문리 331-15 1층,37.4855013239,127.5945059381,031-774-4582,2021-06-21
일반음식점,풀하우스,경기도 양평군 양평읍 흥청길 18,경기도 양평군 양평읍 공흥리 747-5,37.4936333439,127.4961085214,031-774-4620,2021-06-21
일반음식점,공원식당,,경기도 양평군 양동면 삼산리 산 54 외 1필지,37.4232314805,127.7869269293,031-774-4705,2021-06-21
일반음식점,소리산참숯마을,경기도 양평군 단월면 석산돌고갯길 12-29,경기도 양평군 단월면 석산리 36,37.6377400489,127.6241790368,031-774-4726,2021-06-21
일반음식점,용두식당,경기도 양평군 청운면 용두민속장터길 6-4,경기도 양평군 청운면 용두리 717-34 외1필지,37.5536329927,127.7086907827,031-774-4752,2021-06-21
일반음식점,해나리해물솥밥,경기도 양평군 양서면 송구터길 13,경기도 양평군 양서면 복포리 361-2,37.5143815783,127.4060913949,031-774-4877,2021-06-21
일반음식점,용갈비탕(龍갈비탕),경기도 양평군 양평읍 공흥로 29,경기도 양평군 양평읍 공흥리 595-4,37.4934351057,127.4994117809,031-774-4992,2021-06-21
일반음식점,오십구,경기도 양평군 용문면 다문북길 59-3,경기도 양평군 용문면 다문리 679-3,37.4858289687,127.5904795115,031-774-5002,2021-06-21
일반음식점,맛나라식당,경기도 양평군 단월면 석산로 11-1,경기도 양평군 단월면 향소리 77-3,37.5544377012,127.6675160183,031-774-5031,2021-06-21
일반음식점,정통춘천닭갈비,경기도 양평군 용문면 용문시장2길 3,경기도 양평군 용문면 다문리 729-5,37.4844288770,127.5942783645,031-774-5226,2021-06-21
일반음식점,빌리어즈호프,경기도 양평군 옥천면 북부길 39,경기도 양평군 옥천면 옥천리 597-11,37.5210924714,127.4638093159,031-774-5276,2021-06-21
일반음식점,우리한우방,경기도 양평군 옥천면 고읍로 174,경기도 양평군 옥천면 옥천리 578,37.5216233262,127.4608327539,031-774-5327,2021-06-21
일반음식점,등골횟집,경기도 양평군 용문면 우나람길41번길 22,경기도 양평군 용문면 화전리 1262,37.4560055400,127.5865653202,031-774-5347,2021-06-21
일반음식점,처갓집양념치킨,경기도 양평군 용문면 다문중앙1길 15,경기도 양평군 용문면 다문리 708-6,37.4846923999,127.5915753248,031-774-5420,2021-06-21
일반음식점,쏠비알,경기도 양평군 옥천면 용천로 391,경기도 양평군 옥천면 용천리 148-68,37.5544303235,127.5020945474,031-774-5454,2021-06-21
일반음식점,양평소곱창,경기도 양평군 양평읍 양근로147번길 6,경기도 양평군 양평읍 양근리 396-17,37.4925872175,127.4880541687,031-774-5458,2021-06-21
일반음식점,양수리 오리학교,경기도 양평군 서종면 수대울길 176,경기도 양평군 서종면 문호리 1073-1,37.5819988095,127.3582226491,031-774-5565,2021-06-21
일반음식점,고송집,경기도 양평군 양동면 양동로 382,경기도 양평군 양동면 고송리 524-2,37.5091606428,127.6923074664,031-774-5598,2021-06-21
일반음식점,양수리식당,경기도 양평군 양서면 양수로150번길 9-1,경기도 양평군 양서면 양수리 556-8,37.5450271740,127.3199961990,031-774-5610,2021-06-21
일반음식점,닥터푸드리상카페(cafe),경기도 양평군 용문면 용문산로 135,경기도 양평군 용문면 덕촌리 36-3,37.5099201082,127.6043128588,031-774-5755,2021-06-21
일반음식점,상하이문,경기도 양평군 개군면 개군로 455,경기도 양평군 개군면 부리 453-47,37.4290529684,127.5380000510,031-774-5785,2021-06-21
일반음식점,다올,경기도 양평군 강하면 강남로 455,경기도 양평군 강하면 전수리 470-1,37.5060181862,127.4347386002,031-774-5956,2021-06-21
일반음식점,두물머리밥상,경기도 양평군 양서면 양수로 117,경기도 양평군 양서면 용담리 582-1,37.5416683082,127.3221097510,031-774-6022,2021-06-21
일반음식점,시골마당,경기도 양평군 용문면 용문시장2길 1,경기도 양평군 용문면 다문리 729-11,37.4845282258,127.5940296441,031-774-6061,2021-06-21
일반음식점,시인과농부,경기도 양평군 용문면 강이대길 8,경기도 양평군 용문면 중원리 50,37.5281697056,127.6258985509,031-774-6226,2021-06-21
일반음식점,명동만두분식,경기도 양평군 양평읍 양평시장길 19,경기도 양평군 양평읍 양근리 410-17,37.4904693062,127.4915725535,031-774-6306,2021-06-21
일반음식점,금강산,경기도 양평군 용문면 용문로 815,경기도 양평군 용문면 광탄리 162-2,37.5079817125,127.6318274771,031-774-6329,2021-06-21
일반음식점,엔로재,경기도 양평군 서종면 화서로 32,경기도 양평군 서종면 수입리 445,37.6450843601,127.3830294812,031-774-6398,2021-06-21
일반음식점,새참식당,경기도 양평군 양평읍 중앙로 356,경기도 양평군 양평읍 도곡리 572-4,37.4914398228,127.5277601602,031-774-6444,2021-06-21
일반음식점,무궁화꽃이피었습니다,경기도 양평군 옥천면 경강로 1493-32,경기도 양평군 옥천면 아신리 387-9,37.5120190430,127.4484475192,031-774-6500,2021-06-21
일반음식점,고향의밥상,경기도 양평군 용문면 서원말길9번길 11-9,경기도 양평군 용문면 덕촌리 71-10,37.5130297020,127.6044416564,031-774-6582,2021-06-21
일반음식점,본죽,경기도 양평군 용문면 용문로 377,경기도 양평군 용문면 다문리 331-4 1층,37.4858163943,127.5950153455,031-774-6588,2021-06-21
일반음식점,양평해물아구찜,경기도 양평군 양평읍 백안길 31-1,경기도 양평군 양평읍 백안리 404-1 1층,37.4946959080,127.5162224244,031-774-6620,2021-06-21
일반음식점,이화식당,경기도 양평군 용문면 용문역길 11-1,경기도 양평군 용문면 다문리 733-9,37.4833563755,127.5941186633,031-774-6720,2021-06-21
일반음식점,필통라이브카페,경기도 양평군 용문면 용문시장5길 5,경기도 양평군 용문면 다문리 322-7,37.4851852183,127.5952860161,031-774-6807,2021-06-21
일반음식점,동우네,경기도 양평군 용문면 용문시장2길 3,경기도 양평군 용문면 다문리 729-5,37.4844288770,127.5942783645,031-774-6840,2021-06-21
일반음식점,대가집보쌈왕족발,경기도 양평군 양평읍 중앙로167번길 62,경기도 양평군 양평읍 백안리 876,37.4963094777,127.5153064261,031-774-6876,2021-06-21
일반음식점,설매재구내식당,경기도 양평군 옥천면 용천로 510,경기도 양평군 옥천면 용천리 산 29-21,37.5568546251,127.5093520669,031-774-6959,2021-06-21
일반음식점,할매보쌈.족발,경기도 양평군 양평읍 양평시장길 37-1,경기도 양평군 양평읍 양근리 422-23,37.4912803826,127.4896267688,031-774-6999,2021-06-21
일반음식점,길조,경기도 양평군 강상면 독배길 32-25,경기도 양평군 강상면 병산리 181-5,37.4936033784,127.4734269154,031-774-7020,2021-06-21
일반음식점,백운정육점식당,경기도 양평군 양평읍 양평시장1길 6-2,경기도 양평군 양평읍 양근리 353-12,37.4896040332,127.4921608706,031-774-7233,2021-06-21
일반음식점,카페마고,경기도 양평군 서종면 중미산로 317,경기도 양평군 서종면 도장리 239-1,37.6050513847,127.3789116570,031-774-7248,2021-06-21
일반음식점,노가리&호프,경기도 양평군 양평읍 관문길8번길 7,경기도 양평군 양평읍 양근리 170-8,37.4911004386,127.4945475768,031-774-7255,2021-06-21
일반음식점,무릉도원,경기도 양평군 단월면 석산로 1230-1,경기도 양평군 단월면 석산리 648-2,37.6287484766,127.6112784903,031-774-7303,2021-06-21
일반음식점,홍춘관,경기도 양평군 양평읍 한빛길 4,경기도 양평군 양평읍 양근리 299-18,37.4885133981,127.4924777137,031-774-7359,2021-06-21
일반음식점,양평서울해장국 큰아들집 양평본점,경기도 양평군 개군면 개군로 441-4,경기도 양평군 개군면 하자포리 304-5,37.4298102554,127.5375935289,031-774-7404,2021-06-21
일반음식점,보보추탕,경기도 양평군 양평읍 애곡길 32,경기도 양평군 양평읍 신애리 465-4,37.5176180341,127.4869751458,031-774-7474,2021-06-21
일반음식점,춘천유림닭갈비,경기도 양평군 양평읍 관문길18번길 16,경기도 양평군 양평읍 양근리 170-43 금광아파트1차상가,37.4916953556,127.4948642761,031-774-7555,2021-06-21
일반음식점,연못,경기도 양평군 양서면 목왕로 417,경기도 양평군 양서면 부용리 2-1,37.5563214005,127.3600715074,031-774-7566,2021-06-21
일반음식점,참좋은 생각,경기도 양평군 강하면 수대골길 45,경기도 양평군 강하면 전수리 1073-4,37.4834865544,127.4110277368,031-774-7577,2021-06-21
일반음식점,도장계곡,경기도 양평군 서종면 중미산로 479,경기도 양평군 서종면 도장리 87-13,37.6033620576,127.3936762341,031-774-7673,2021-06-21
일반음식점,긴자일식돈까스,경기도 양평군 강하면 강남로 455-1,경기도 양평군 강하면 전수리 470-4,37.5060273495,127.4350101377,031-774-7702,2021-06-21
일반음식점,부뚜막치킨,경기도 양평군 양평읍 관문길 71,경기도 양평군 양평읍 양근리 137-61,37.4958685437,127.4922280930,031-774-7741,2021-06-21
일반음식점,동촌,경기도 양평군 용문면 용문산로 247,경기도 양평군 용문면 덕촌리 114-3,37.5183604132,127.6002281228,031-774-7756,2021-06-21
일반음식점,김밥천국,경기도 양평군 용문면 용문로 347,경기도 양평군 용문면 다문리 720-4 (지상1층),37.4838173062,127.5925583175,031-774-7935,2021-06-21
일반음식점,어도,경기도 양평군 강상면 양평대교길 80,경기도 양평군 강상면 교평리 465-3 2층,37.4834650317,127.4850921409,031-774-8012,2021-06-21
일반음식점,수라청,경기도 양평군 개군면 신내길7번길 46,경기도 양평군 개군면 공세리 295-7 1층,37.4682826073,127.5318340375,031-774-8113,2021-06-21
일반음식점,주식회사민재용문휴게소지점,경기도 양평군 용문면 경강로 2946,경기도 양평군 용문면 다문리 409 외 5필지,37.4945968551,127.5935897591,031-774-8197,2021-06-21
일반음식점,정통호프,,경기도 양평군 개군면 하자포리 219-3,37.4265383198,127.5373884492,031-774-8227,2021-06-21
