상권명,다중지역정보,업종정보,점포수,위도,경도
이마트김포한강점,"{""type"":""Polygon"",""coordinates"":[[[126.627788373293,37.6436520278116],[126.629013814519,37.6438936707759],[126.628225231195,37.6464357758351],[126.625946131318,37.645977089428],[126.625960011837,37.6459348446249],[126.625961146836,37.6459312386072],[126.626047260569,37.6456451459453],[126.626047859511,37.6456431036638],[126.626070499899,37.645563820717],[126.626078526761,37.6455357188904],[126.626142065418,37.6453132709501],[126.626146194758,37.6452940503752],[126.626175951319,37.6450893190061],[126.626174977062,37.6450420881494],[126.626131353487,37.6448092053867],[126.626121694875,37.6447775860711],[126.625943327473,37.6443617434615],[126.625908916561,37.6440394650336],[126.625989790272,37.6437178475841],[126.625991670012,37.6437103722245],[126.626010067114,37.6436372288912],[126.626112792546,37.6433323085004],[126.626114286763,37.6433276225684],[126.626115914286,37.6433222151085],[126.627788373293,37.6436520278116]]]}","한식,유흥주점,이/미용/건강,병원,커피점/카페",310,37.64483393,126.6273395
아주로,"{""type"":""Polygon"",""coordinates"":[[[127.048974175807,37.2741541664324],[127.048999321847,37.2741704871731],[127.049089217454,37.2742288359843],[127.049144219443,37.2742645307694],[127.049147010843,37.2742663131696],[127.049371053837,37.2744070619672],[127.049680563857,37.2746015057444],[127.049687133604,37.2746054800192],[127.050117278163,37.2748559425679],[127.050176977686,37.274890703872],[127.050824163524,37.2752995722747],[127.050863354592,37.2753437952881],[127.050745717254,37.2754478365199],[127.050729619152,37.2754638156221],[127.050545195538,37.2756698683417],[127.050469958593,37.2757525246767],[127.050091253814,37.2748775548585],[127.04867515812,37.2753201240141],[127.047968125797,37.2755301467169],[127.047503237358,37.2744465125993],[127.047115287642,37.2745580019758],[127.047025807692,37.2743883283003],[127.046379468523,37.2746478262143],[127.046127597661,37.2748378447538],[127.045620028287,37.2749621650587],[127.045603805091,37.2752149028594],[127.04561924816,37.2755551886738],[127.045612123736,37.2757849092683],[127.044835463405,37.2757592249024],[127.04482440562,37.2759095051884],[127.044825178338,37.2762113765254],[127.044798928831,37.2762809994887],[127.044735266464,37.2771652440432],[127.044733526667,37.277191417493],[127.044702876765,37.277721405912],[127.044661410541,37.2784382822854],[127.044596601348,37.2790995179261],[127.044591899345,37.2791016959699],[127.044573231895,37.2791111096831],[127.043992049101,37.2794043370473],[127.04400480642,37.2791643356772],[127.044011585472,37.2790368141018],[127.044015907162,37.2789714748484],[127.04405071183,37.2784454413373],[127.044051497619,37.278433566484],[127.044112462154,37.2775122561387],[127.044112743374,37.2775058414234],[127.044117611351,37.277279808679],[127.044125813793,37.277164188429],[127.044126532648,37.2771540555459],[127.044141844028,37.2769383031277],[127.044146166959,37.2769249730686],[127.044164683868,37.27658843019],[127.044164870398,37.2765835086423],[127.044165857838,37.2765360237668],[127.044165563907,37.2765233571702],[127.044159571336,37.2764342649638],[127.04415710714,37.2763976386236],[127.044165269483,37.2762005303198],[127.044173850951,37.276140545923],[127.04417522465,37.2761309978488],[127.044175400561,37.2761297700287],[127.044182425048,37.276080740474],[127.044182942823,37.2760767299842],[127.044229158088,37.2756747623601],[127.044229587407,37.2756704645001],[127.044251865156,37.2754078772735],[127.04427407741,37.2751460336574],[127.044274726104,37.275138386657],[127.044275230859,37.2751243684876],[127.044272339379,37.2748968046333],[127.044257228548,37.274833753235],[127.044251037678,37.2748209333724],[127.045028113379,37.2745813050053],[127.045656645148,37.2743930289996],[127.045679633605,37.274386142751],[127.045715140837,37.2743755074931],[127.045785253391,37.2743545063878],[127.04654176038,37.2741392960004],[127.046846119881,37.2740527152536],[127.046861463684,37.2740483503958],[127.046909683798,37.274034627068],[127.047438099068,37.2738848023433],[127.047917429687,37.2737491018223],[127.047950716473,37.2737405184967],[127.047971711994,37.273735104589],[127.04804841393,37.2737153263637],[127.048108404691,37.2737036273529],[127.048492929583,37.2738418168789],[127.048974175807,37.2741541664324]]]}","한식,유흥주점,이/미용/건강,부동산중개,패스트푸드,종합소매점",320,37.27553349,127.0464517
중리천로,"{""type"":""Polygon"",""coordinates"":[[[127.441372327233,37.2792932912973],[127.441833502517,37.2792132348132],[127.442195941003,37.2791504883353],[127.442406973076,37.2799330760194],[127.442408965569,37.2799404534994],[127.44241384184,37.2799585358376],[127.442501448743,37.2802834009504],[127.44246241504,37.2802881132223],[127.442095310648,37.2802868825742],[127.441758651585,37.2802535736045],[127.441715812069,37.2802493281666],[127.441680957133,37.280245877113],[127.441623510099,37.2802401820714],[127.441579441745,37.2802358133128],[127.441078461986,37.2801860754091],[127.441038845697,37.2801849474176],[127.440571775989,37.280204513811],[127.440537528278,37.2802080641397],[127.44035313157,37.2802388002754],[127.440336587767,37.2802415584347],[127.440327345488,37.2802430992934],[127.440105008265,37.2802802049865],[127.439521921717,37.2803044173785],[127.439437134535,37.280295715353],[127.439160679963,37.2802673413511],[127.438675754585,37.2801716400937],[127.438639568594,37.2801644996133],[127.438536098463,37.2801440768096],[127.43810370147,37.2800587297413],[127.438051663139,37.2798688527494],[127.438443658338,37.2798007063027],[127.439268732789,37.2796438151351],[127.440116988622,37.2794968839267],[127.4400042398,37.2791128163316],[127.4412650102,37.2788886942775],[127.441372327233,37.2792932912973]]]}","한식,유흥주점,이/미용/건강,음/식료품소매,종합소매점",87,37.27974971,127.4406236
수원역_10번출구,"{""type"":""Polygon"",""coordinates"":[[[127.002457567227,37.2649908070764],[127.002467152386,37.2650387580529],[127.002470787004,37.265057091544],[127.002764261583,37.2651916267516],[127.003277397588,37.2651531402769],[127.00308354209,37.2657746688338],[127.003048222849,37.2661559268838],[127.003091773126,37.2662466830792],[127.003428038377,37.2662357127941],[127.003585597321,37.2662305601328],[127.003579743902,37.2664343821754],[127.003837316534,37.2664328865467],[127.003860462225,37.2663339613112],[127.00492560381,37.266598027056],[127.005625947491,37.2667925687435],[127.005863410232,37.2669105614886],[127.005186379768,37.2679154351494],[127.005105304738,37.2678851106684],[127.005102839169,37.2678842028901],[127.004676964022,37.2677298790514],[127.004582097853,37.2676938241809],[127.004553831988,37.2676830808776],[127.004238327734,37.267563163211],[127.003905969862,37.2674363299485],[127.003809510613,37.2673995166161],[127.003806903756,37.2673985380076],[127.003704193006,37.2673606185776],[127.003638362856,37.2673363101426],[127.003614774957,37.2673276000645],[127.003586750912,37.2673172540753],[127.003151943492,37.2671549734248],[127.00285408194,37.2670437920099],[127.002733839875,37.2669980727672],[127.002435153268,37.266884493831],[127.002413261257,37.266876168582],[127.002206564538,37.266797564198],[127.002206295226,37.2667974619558],[127.001947468969,37.2666993678238],[127.001934603882,37.2666944924623],[127.001927825403,37.2666919232347],[127.00109115956,37.266374799847],[127.001150981357,37.2662694745424],[127.001309575561,37.265990243225],[127.001346860557,37.2659292300559],[127.001349448245,37.2659248470631],[127.001453641096,37.265742036061],[127.001604009639,37.2654782035341],[127.001604367542,37.2654775723499],[127.001731826141,37.2652516362429],[127.002166048111,37.2644819126992],[127.002272749806,37.26429276523],[127.002298159037,37.2642969004718],[127.002330000552,37.2643002175038],[127.002584557634,37.2643121001687],[127.002604530332,37.2643123240998],[127.002768706927,37.264308349128],[127.002789624821,37.2643070621789],[127.003343918981,37.2642521281139],[127.003534504549,37.2642332410173],[127.003535714656,37.2642378909345],[127.002878850212,37.2643289530876],[127.002541885505,37.264634460204],[127.002574684087,37.2650064351585],[127.002457567227,37.2649908070764]]]}","한식,종합소매점,의복의류,음/식료품소매,이/미용/건강",594,37.26636278,127.0032505
수원역,"{""type"":""Polygon"",""coordinates"":[[[126.996687672785,37.2676969110748],[126.995211270751,37.2634611511126],[126.995320087527,37.2632579589106],[126.995432884455,37.2630603265339],[126.995568712145,37.2628223537658],[126.995569575397,37.2628208224687],[126.995982085238,37.2620798753166],[126.99601873231,37.2620162546807],[126.996136366439,37.2620553045262],[126.996233373274,37.262091756068],[126.996234729777,37.2620922614033],[126.996345756015,37.2621332637585],[126.996399680746,37.2621531744799],[126.996545672213,37.2622094972055],[126.996660231324,37.2622542171923],[126.997024471715,37.2623964062249],[126.997338248339,37.2625188875502],[126.997598090634,37.2626203169247],[126.997721224433,37.2626683765485],[126.997722355218,37.2626688147825],[126.998074242843,37.2628042207062],[126.99851195994,37.262973379175],[126.99851270767,37.2629737270381],[126.998522032397,37.2629778327016],[126.998593447077,37.263007542004],[126.999025056473,37.2631870620673],[126.999027186973,37.2631879367413],[126.999079291621,37.2632090494267],[126.999346550228,37.2633173064407],[126.999515177981,37.2633856098484],[127.000033146055,37.2635992127873],[127.000043445536,37.2636031989394],[127.00022153068,37.2636677157946],[127.000404552724,37.2637340062649],[127.000666052549,37.2638365633542],[127.00071473518,37.263855656003],[127.000717106533,37.2638565723169],[127.00110542013,37.2640043892395],[127.001114819622,37.2640077589209],[127.001310369565,37.2640736161375],[127.001320174432,37.2640767045861],[127.001538373406,37.2641407680193],[127.001551857981,37.2641443459094],[127.001772141883,37.2641966961018],[127.001781855759,37.2641988170806],[127.001826113563,37.2642076366363],[127.001193450734,37.2653291140114],[127.001043261223,37.2655926299378],[127.000940324806,37.2657732347778],[127.00090297446,37.2658343543522],[127.000900263958,37.2658389531509],[127.000740353992,37.2661204984376],[127.000588876381,37.2663871944758],[127.000224687031,37.2670283758779],[126.999957757586,37.2674983223713],[126.999868349468,37.2676481287507],[126.999584709548,37.2681196196371],[126.999583341324,37.2681219360163],[126.999476683454,37.2683058805431],[126.999474537504,37.268309697011],[126.999444975201,37.2683639479995],[126.999444836274,37.2683642055525],[126.999437429768,37.2683778057118],[126.999108901818,37.2689018202107],[126.998925067644,37.2691635416121],[126.99867055313,37.2693624515014],[126.998584480955,37.2694297215752],[126.998488332326,37.2695048630951],[126.998473154543,37.2695006055569],[126.998403028927,37.2694904723879],[126.998332448607,37.269498334742],[126.997505616158,37.2697006983081],[126.997489991573,37.2697045222894],[126.997306314436,37.2697481791958],[126.997183836418,37.2697773026112],[126.997180300285,37.2697781687385],[126.996766523608,37.2698824910927],[126.99676212606,37.2698779753668],[126.99671874744,37.2698440574029],[126.996665621528,37.2698206132866],[126.996371941868,37.2697297045418],[126.996364081603,37.2697274045341],[126.99554387959,37.269501106983],[126.995466536896,37.2694797717264],[126.995462512379,37.2694786953131],[126.994870962943,37.2693254072996],[126.994865563551,37.2693240676874],[126.994641504188,37.269270929206],[126.994610844248,37.2692636586401],[126.99474175228,37.2689160424082],[126.995229722232,37.2690238043198],[126.995759787955,37.2691457191856],[126.995864114814,37.2691696932757],[126.997257617829,37.2694895477416],[126.997557934643,37.2695602323458],[126.99773950016,37.2690729275744],[126.998206740782,37.2678184512602],[126.996687672785,37.2676969110748]]]}","의복의류,가방/신발/액세서리,화장품소매,가정/주방/인테리어,커피점/카페",1003,37.26556114,126.9981484
명학역_2번출구,"{""type"":""Polygon"",""coordinates"":[[[126.93591982239,37.3835051156807],[126.936579925543,37.383425620475],[126.936309738913,37.3842054448716],[126.935837052147,37.385568564702],[126.936813764805,37.3857986630117],[126.937573856602,37.3859755616892],[126.938546739106,37.3862027955367],[126.939232618601,37.3863626864713],[126.940638854602,37.3866906492377],[126.940387296494,37.3874903467217],[126.940390856293,37.3879150057155],[126.939059250133,37.3883507984157],[126.939471400373,37.3901340945775],[126.937539017566,37.3904006057895],[126.937669815603,37.3909857821034],[126.937404746493,37.3910132512823],[126.937206362757,37.3913420488409],[126.937089597352,37.3912886262717],[126.936825129397,37.3916737095922],[126.936537758653,37.3921560141766],[126.936339863017,37.3925247992972],[126.93617520925,37.392463624452],[126.935807105857,37.392314456607],[126.935783943608,37.3923052377721],[126.935597162773,37.392236542087],[126.935455672425,37.3921845851262],[126.934927814846,37.3920024408109],[126.934478385274,37.3918148051647],[126.934302608914,37.3917417011551],[126.934055906218,37.3914933771154],[126.933984924877,37.3914217792223],[126.933896664559,37.3909000566023],[126.933226663784,37.3907881467532],[126.933547952967,37.3899299612347],[126.933262902169,37.3898638310485],[126.933403653094,37.3896131616245],[126.933409882641,37.3896008749673],[126.933529197019,37.389338144998],[126.933529317245,37.3893378796128],[126.933530294559,37.3893357169928],[126.933635672008,37.3891026831463],[126.933811898173,37.3887129613032],[126.933983867782,37.3883326793599],[126.933989460567,37.3883202977423],[126.934312235568,37.3876064832218],[126.934316825979,37.3875963233429],[126.934321469565,37.3875848579622],[126.934537656839,37.3869830007287],[126.934617031222,37.387024077365],[126.934764500454,37.3866272459779],[126.934869407525,37.3863454804988],[126.935011735389,37.3859626816384],[126.935156258328,37.3855742706547],[126.935053713362,37.3855462732446],[126.935111363756,37.3853857662049],[126.935114656249,37.3853765994047],[126.935292813259,37.3848805827106],[126.935376403778,37.3846478513242],[126.935376469385,37.3846476682975],[126.935377217078,37.3846455782405],[126.935381882308,37.3846299183948],[126.935382550715,37.3846271256948],[126.93538259638,37.3846269343413],[126.935641540739,37.3835386275529],[126.93591982239,37.3835051156807]]]}","한식,부동산중개,종합소매점,이/미용/건강,유흥주점,철물/난방/건설자재소매",231,37.38852387,126.9365524
수지119안전센터,"{""type"":""Polygon"",""coordinates"":[[[127.099433969907,37.3263099418656],[127.099181354809,37.3262038337808],[127.099251453526,37.326121016154],[127.098908726688,37.3258244312504],[127.098872649173,37.3255971958389],[127.099129026655,37.3253270171504],[127.09971580986,37.3256778245377],[127.099722109887,37.3256816256104],[127.099723017812,37.3256821705391],[127.099738900464,37.325691653315],[127.100488381307,37.3261391275429],[127.100492633068,37.326141604812],[127.100639874605,37.3262253106651],[127.101256145069,37.3265879644112],[127.101256432494,37.3265881332694],[127.101366849763,37.3266528944031],[127.101381885256,37.3266617135872],[127.101442434655,37.3266972292636],[127.101511394579,37.3267378238427],[127.101550409899,37.326756271768],[127.101611356532,37.3267788266556],[127.101644418082,37.3267886360042],[127.101688772552,37.3267987255949],[127.101725067128,37.3268044632084],[127.101821299357,37.3268132122876],[127.101849117467,37.3268143596188],[127.102258852032,37.3268110353218],[127.102382848905,37.3268107994878],[127.102384823409,37.3268108550788],[127.102393210536,37.3268110908364],[127.10237828425,37.3270807451472],[127.101955191513,37.3270769764485],[127.101535971129,37.3270737987749],[127.101206209034,37.3268719328411],[127.100800804079,37.3266559757512],[127.100452678135,37.3264567842736],[127.099547580494,37.325919395892],[127.099433969907,37.3263099418656]]]}","가정/주방/인테리어,이/미용/건강,부동산중개,자동차/이륜차,커피점/카페",25,37.32626221,127.1003745
중부대로448번길,"{""type"":""Polygon"",""coordinates"":[[[127.062987527797,37.2658001181609],[127.063101340325,37.2658545973651],[127.063123008617,37.2658649714051],[127.063238159067,37.2659200858464],[127.063242480062,37.2659221539999],[127.06325139569,37.2659262040233],[127.06366506405,37.2661042934815],[127.063669655165,37.2661062159232],[127.064112040737,37.2662863066619],[127.064343677384,37.2663805968756],[127.064676751414,37.2665161782914],[127.064679690974,37.2665173533794],[127.0649100925,37.2666077841839],[127.064922051331,37.2666121369766],[127.065370937348,37.2667630599282],[127.06537472268,37.2667646185593],[127.065232533817,37.2669750910266],[127.065413901136,37.2669818705891],[127.066004119874,37.2672912035127],[127.067022286325,37.2675551869283],[127.066341379199,37.2675709458191],[127.065735990445,37.2683481568173],[127.06579061315,37.2683759011435],[127.065642725261,37.268740146788],[127.065093182286,37.2688275921418],[127.064848706158,37.2688664380495],[127.064257601517,37.2689533729675],[127.06425523451,37.2689430901656],[127.064246131129,37.2689157865771],[127.064208370579,37.2688301722223],[127.06418377325,37.2687906586732],[127.064139195929,37.2687368008514],[127.064118145104,37.2687151485895],[127.064092082797,37.2686921857738],[127.064084039012,37.2686854562856],[127.064059332482,37.2686658273935],[127.064040987957,37.2686527617613],[127.063959658105,37.2686009043085],[127.063929726049,37.2685847737017],[127.063018304111,37.2681743209399],[127.062845363464,37.2680956390024],[127.062837074392,37.2680918736752],[127.061915160471,37.2676724244353],[127.061913372731,37.2676716196297],[127.06173999282,37.2675943955396],[127.061703466469,37.2675781265079],[127.060195853629,37.2669066302535],[127.060184524294,37.2669019150455],[127.060107951302,37.2668722180845],[127.060099107454,37.2668689747233],[127.059846573516,37.2667815823521],[127.058987036512,37.2663968066906],[127.059034548426,37.2663647341612],[127.059249498704,37.2662268153074],[127.059255317457,37.2662229517382],[127.05945963622,37.2660825904344],[127.059656880781,37.2659628364118],[127.059661799286,37.2659597634622],[127.059884762042,37.2658164434957],[127.060150836275,37.2656454129971],[127.060151586219,37.2656449288226],[127.060745119732,37.2652600532025],[127.061533761405,37.2647542513943],[127.061705492231,37.2649567077011],[127.061718292194,37.2649703588534],[127.061886963614,37.2651335406002],[127.061892612596,37.265138796567],[127.061991214461,37.2652270475508],[127.062007701115,37.2652403437823],[127.062108660048,37.2653137182533],[127.062120746692,37.2653219014339],[127.062232750998,37.2653924850804],[127.06224274819,37.2653984345326],[127.062628822109,37.2656151959985],[127.062633376788,37.2656176872355],[127.062867745368,37.2657425390593],[127.062876953346,37.2657471915138],[127.062948746782,37.2657815546183],[127.062987527797,37.2658001181609]]]}","한식,자동차/이륜차,부동산중개,이/미용/건강,유흥주점",77,37.26694853,127.0629021
경수대로,"{""type"":""Polygon"",""coordinates"":[[[126.953154468913,37.3815063944608],[126.953153702533,37.3815078199183],[126.952690605435,37.3823691733456],[126.952597691592,37.3825419864017],[126.952521308087,37.3825136952756],[126.952515369115,37.3825115779976],[126.951858460051,37.3822863831687],[126.951855927448,37.3822855158959],[126.951855563132,37.382285392708],[126.951854030225,37.3822848743794],[126.951312921829,37.3821042245302],[126.951409925846,37.3819072489777],[126.95158559385,37.3819623053228],[126.951753374723,37.3816962863676],[126.952096776271,37.3818187172374],[126.952399708342,37.3812475303776],[126.953154468913,37.3815063944608]]]}","PC/오락/당구/볼링등,이/미용/건강,부동산중개,자동차/이륜차,화장품소매,가정/주방/인테리어,사진/광학/정밀기기소매,유흥주점,커피점/카페,학원기타,한식",24,37.38191531,126.9523428
CGV판교,"{""type"":""Polygon"",""coordinates"":[[[127.109899963988,37.3921866965095],[127.110059536943,37.3921247748496],[127.110398187473,37.3920048898242],[127.110748751909,37.3919288823467],[127.111271024124,37.3918688582135],[127.111939605568,37.3918561115901],[127.112519692186,37.3918802522838],[127.112522431811,37.3918803529848],[127.112715146504,37.3918865011949],[127.112711981774,37.3922766969026],[127.11270633878,37.3925567278186],[127.112706309605,37.3925596868918],[127.112706365583,37.3926894694383],[127.112706596634,37.3928458018096],[127.112706670162,37.3928501920315],[127.112714958469,37.3931090171951],[127.112713767815,37.3934932953367],[127.11271304409,37.3935587502953],[127.109898217182,37.3935640377588],[127.109895491512,37.3932593449953],[127.109899963988,37.3921866965095]]]}","의복의류,가방/신발/액세서리,화장품소매,한식,제과제빵떡케익",411,37.39274157,127.1113393
시민대로_2,"{""type"":""Polygon"",""coordinates"":[[[126.950005699512,37.3908199718063],[126.95035155572,37.3910263170337],[126.95037343804,37.3910378550547],[126.950686107586,37.3911826413098],[126.95046361373,37.3915937624077],[126.950445858071,37.3916265548055],[126.950443801785,37.3916303607313],[126.95044370089,37.3916305469103],[126.950437203167,37.391642537025],[126.950405326909,37.3917014441011],[126.95001237996,37.3924083676205],[126.94949111461,37.3922292416633],[126.949350889985,37.3921678581842],[126.94917919242,37.3920836649932],[126.949077910977,37.3920147590627],[126.948985795303,37.3919414477624],[126.948790986568,37.3917820572951],[126.949564180209,37.3911696212782],[126.948838266169,37.3905895522274],[126.949279504762,37.390243377608],[126.949935235363,37.3907753489874],[126.94996100629,37.3907933067166],[126.950005699512,37.3908199718063]]]}","이/미용/건강,병원,의복의류,사진/광학/정밀기기소매,음/식료품소매,화장품소매",135,37.3914036,126.9497113
상대원119안전센터,"{""type"":""Polygon"",""coordinates"":[[[127.171771281796,37.4323053398661],[127.174096223853,37.4323311538885],[127.174053017502,37.4344439700206],[127.171226341168,37.4333682330725],[127.17122235049,37.4333667521637],[127.171177875058,37.4333506659908],[127.168119145677,37.4322443077608],[127.168565885905,37.4321453091255],[127.168666972567,37.4321269127695],[127.168906890947,37.4320832534808],[127.168913835009,37.4320818973214],[127.169323204676,37.4319964519293],[127.169599138872,37.4319560445409],[127.170817145939,37.4318237202597],[127.17082056229,37.4318233278741],[127.171437172212,37.4317486678861],[127.171539070404,37.4317363279255],[127.172122887837,37.4316862720153],[127.171771281796,37.4323053398661]]]}","한식,의복의류,페인트/유리제품소매,화장품소매,기타서비스업,기타판매업,음/식료품소매,의약/의료품소매,일식/수산물,자동차/이륜차,종합소매점,커피점/카페,패스트푸드,학원기타,부동산중개,유흥주점",44,37.43283856,127.1718348
기아로,"{""type"":""Polygon"",""coordinates"":[[[126.882740244542,37.4367736735531],[126.882373300863,37.4367769665458],[126.881222257483,37.4367441271054],[126.881213832237,37.4372632795638],[126.880650980413,37.4372613359565],[126.880405957766,37.4373294128846],[126.880412581727,37.4374775862103],[126.880351819325,37.4378351800533],[126.879878226433,37.4377394457021],[126.879908293839,37.4376471539338],[126.879913866002,37.437623827627],[126.879936919887,37.4374742538582],[126.879948829019,37.4373970322613],[126.879951890074,37.437377183635],[126.879953567899,37.4373570282649],[126.879956024793,37.4371650253226],[126.879952952768,37.4371335191839],[126.879921109402,37.4369813965947],[126.879920182483,37.4369772653404],[126.879919804601,37.4369756873579],[126.879912288647,37.4369442692062],[126.879908897977,37.4369323186396],[126.879849799383,37.4367526415387],[126.879848387233,37.4367485455392],[126.879843444461,37.4367348428332],[126.880160081905,37.4367093260932],[126.880190305718,37.4367071467294],[126.880293847778,37.4366996849887],[126.880297464716,37.4366994241739],[126.880406397894,37.43669156903],[126.881225430692,37.4366372285587],[126.881238534785,37.4366363590929],[126.881423723442,37.436624077937],[126.881584434909,37.4366134097218],[126.881586253855,37.4366132830746],[126.882706704084,37.4365316261857],[126.882710054421,37.4365313953944],[126.882740244542,37.4367736735531]]]}","한식,학원기타,학원-음악미술무용,유흥주점,이/미용/건강,개인/가정용품수리,사무/문구/컴퓨터,가정/주방/인테리어,학원-예능취미체육",26,37.43701579,126.8808161
이마트광명소하점,"{""type"":""Polygon"",""coordinates"":[[[126.885241068803,37.4481172999315],[126.883912317468,37.4481305975132],[126.883912304584,37.4481291149637],[126.88391224765,37.4481225885209],[126.883909613951,37.4478198799127],[126.883915574016,37.4469400323038],[126.883932081185,37.4467653819303],[126.883975254696,37.4466426216834],[126.884061725486,37.4465111300447],[126.884165580555,37.4464029037203],[126.884333452646,37.4463013308712],[126.884643719458,37.4461898767885],[126.885240337081,37.4459954762595],[126.885322144424,37.4459688200247],[126.88546012806,37.4459238673398],[126.885633290704,37.4458708440936],[126.885647281156,37.4481132419132],[126.885241068803,37.4481172999315]]]}","한식,이/미용/건강,커피점/카페,종합소매점,PC/오락/당구/볼링등,학원-어학",78,37.44713988,126.8848285
심곡본1동주민센터,"{""type"":""Polygon"",""coordinates"":[[[126.77761833073,37.480697559708],[126.77750013513,37.4801444520936],[126.778338379205,37.4800258414391],[126.77895882481,37.4799382023627],[126.778875568942,37.4795825588898],[126.778834176122,37.4794120604923],[126.779408692324,37.4793239447939],[126.779528417549,37.4798489089919],[126.780881876872,37.4796601334545],[126.780765503942,37.4791239421156],[126.781426881076,37.4790389645029],[126.781448293171,37.4791129576623],[126.781936119538,37.4790323837229],[126.782156255826,37.4800336774382],[126.782384570641,37.4810975643788],[126.781889696623,37.4811544152017],[126.782002257725,37.4816866240395],[126.78258848907,37.481617760717],[126.782803052063,37.4821572132956],[126.783018831883,37.4821419761078],[126.783275444801,37.4819835555551],[126.783247276683,37.4818683833513],[126.783585268344,37.4817029151662],[126.784134234075,37.4822553776276],[126.784576257983,37.4822114899451],[126.78470448756,37.4828059693146],[126.784699025591,37.4828062927114],[126.784665721341,37.4828082604186],[126.784410381282,37.482822356105],[126.784371203866,37.4828245177124],[126.783450476609,37.4828753149037],[126.783129234241,37.4828930397583],[126.783108659606,37.4828941749012],[126.782675750289,37.4829180585167],[126.782501689678,37.4829276557447],[126.782498197145,37.4829278699842],[126.782300105076,37.4829412519607],[126.782243339759,37.4829450869844],[126.781836979855,37.4829725395556],[126.781549080369,37.4829919788562],[126.781540362968,37.4829925677848],[126.781360121723,37.4830047443439],[126.780494485067,37.4830518306154],[126.780301500532,37.4830623262887],[126.78029469959,37.483062696233],[126.779618386019,37.4830994830486],[126.779609994178,37.483100064808],[126.779561918543,37.4831041179133],[126.779480796952,37.4831109504084],[126.779463043298,37.4831124457087],[126.779442952417,37.4831148694897],[126.779417711155,37.4831188464033],[126.779125153752,37.483164902626],[126.779122793177,37.483165284661],[126.778288139866,37.4833040545202],[126.778247416122,37.4833108251044],[126.778237411162,37.4833124863359],[126.777677592833,37.4834055643183],[126.777334910928,37.4834625329038],[126.777327587341,37.4834638518671],[126.77687050939,37.4835525507574],[126.776795089402,37.4832356075909],[126.776107432286,37.4833478812371],[126.776190321174,37.4836603918304],[126.776106117685,37.4836691148536],[126.776075803331,37.4836722499283],[126.775677662295,37.4836930525606],[126.77563784538,37.4836940708242],[126.775606255522,37.4836948818704],[126.775546379735,37.4834316147606],[126.775491664284,37.4831900206856],[126.775368204669,37.4826571301009],[126.775241135572,37.4821073075156],[126.775813112129,37.4820248147194],[126.775554549196,37.4809797498185],[126.776231821819,37.4808746926857],[126.776359161238,37.4814081858339],[126.777755901136,37.481210883811],[126.77761833073,37.480697559708]],[[126.777755901136,37.481210883811],[126.777904490582,37.4817637420031],[126.779315414296,37.481541789565],[126.779313779636,37.4815119257979],[126.779208578576,37.4810062584954],[126.777755901136,37.481210883811]],[[126.779966389896,37.4814460131505],[126.781225480615,37.481260765658],[126.781110543531,37.4807229001108],[126.779831742669,37.4809040010819],[126.779966389896,37.4814460131505]]]}","이/미용/건강,한식,유흥주점,종합소매점,의복의류,커피점/카페",383,37.48168738,126.7795645
송내고등학교,"{""type"":""Polygon"",""coordinates"":[[[126.747607243368,37.4853172256917],[126.747406251928,37.4859242926249],[126.747406192103,37.4859244736986],[126.747392196147,37.4859669249426],[126.747317160911,37.4861458402373],[126.74724364941,37.4863210026763],[126.747238229917,37.4863360639648],[126.746964480635,37.4872441406369],[126.746963110227,37.4872489787055],[126.74690401336,37.4874718514888],[126.746883052494,37.4875509248655],[126.74688287856,37.4875515871687],[126.746878857851,37.4875670417639],[126.746865331829,37.4876178832372],[126.746865162042,37.4876185272219],[126.74686272057,37.4876278722789],[126.746850314475,37.4876745877676],[126.746795998304,37.4878793878097],[126.742414965969,37.4881933843546],[126.742414631626,37.4881770604523],[126.742410215954,37.487976533404],[126.742398461965,37.4874335353211],[126.742386196823,37.4868747005935],[126.742396416605,37.4868736918282],[126.742487055963,37.4868528974566],[126.74251632637,37.4868461787271],[126.742516994355,37.4868460245109],[126.742555855614,37.486837001047],[126.74265902273,37.4868151501241],[126.742687925737,37.4868090275215],[126.742891639896,37.4867658789006],[126.743062095711,37.48672977426],[126.743402605874,37.48665765115],[126.744069650461,37.4865163616061],[126.744179516739,37.4864930868835],[126.7442959847,37.4864684171632],[126.74725333397,37.4858419379056],[126.74731911782,37.4858185393672],[126.74737232801,37.4857798408329],[126.747407563872,37.485729770097],[126.747421249109,37.4856734091922],[126.747434870321,37.4853251304334],[126.747607243368,37.4853172256917]]]}","음/식료품소매,책/서적/도서,부동산중개,한식,사진/광학/정밀기기소매,자동차/이륜차,사무/문구/컴퓨터",20,37.48713823,126.7449239
