시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
포천시,포천 아트밸리,경기도 포천시 신북면 아트밸리로 234,,2021-03-05,37.9234463151,127.2364959881
파주시,평화랜드,경기도 파주시 문산읍 임진각로 148-33,031-953-4448,2021-03-05,37.8902974859,126.7422374121
파주시,헤이리딸기가좋아,경기도 파주시 탄현면 헤이리마을길 93-75,031-949-9273,2021-03-05,37.7914360764,126.6962394881
파주시,소울원(笑鬱園),경기도 파주시 탄현면 축현리 299-3,031-945-4261,2021-03-05,37.8057532290,126.7336035200
양주시,육지장사,경기도 양주시 백석읍 기산로471번길 190,031-871-0101,2021-03-05,37.7836627236,126.9438474264
가평군,에델바이스 스위스 테마파크,경기도 가평군 설악면 다락재로 226-57,031-581-9400,2021-03-05,37.6675468497,127.4470361647
남양주시,봉인사,경기도 남양주시 진건읍 사릉로156번길 293,031-574-5585,2021-03-05,37.6618651087,127.2169243012
이천시,별빛정원 우주,경기도 이천시 마장면 덕이로 154번길 287-76,031-645-0002,2021-03-05,37.2413199999,127.3898123224
양평군,쉐르빌유황온천관광호텔,경기도 양평군 개군면 신내길7번길 37,031-774-4101,2021-03-05,37.4682377997,127.5308501617
양평군,R401,경기도 양평군 강상면 신당곡1길 6-18,031-774-7988,2021-03-05,37.4653895942,127.4696486339
가평군,별비치,경기도 가평군 북면 멱골로 338,031-581-4999,2021-03-05,37.9184417764,127.5796068505
수원시,수원통닭거리,경기도 수원시 팔달구 정조로800번길 16,031-228-4676,2021-03-05,37.2794372865,127.0176407408
용인시,용인 와우정사,경기도 용인시 해곡동 224-4,031-339-0101,2021-03-05,37.1947813214,127.2766430734
용인시,용인 와우정사,경기도 용인시 해곡동 224-4,031-339-0101,2021-03-05,37.1947813214,127.2766430734
파주시,오두산 통일전망대,경기도 파주시 탄현면 필승로 369,031-945-3171,2021-03-05,37.7730255944,126.6771018353
성남시,약사사,경기도 성남시 중원구 산성대로625번길 22,031-734-3205,2021-03-05,37.4670479958,127.1787480369
파주시,보광사,경기도 파주시 광탄면 보광로474번길 87,031-948-7700,2021-03-05,37.7537165759,126.9204711292
하남시,호국사,경기도 하남시 검단산로146번길 240 (창우동),031-792-4051,2021-03-05,37.5278309402,127.2388672182
의정부시,망월사,경기도 의정부시 망월로28번길 211-500,031-873-7744,2021-03-05,37.7049290865,127.0210906902
의정부시,원효사,경기도 의정부시 망월로28번길 356,031-873-6083,2021-03-05,37.7093305399,127.0285388108
평택시,만기사,경기도 평택시 진위면 진위로 181-82,031-664-7336,2021-03-05,37.1082823423,127.1011364799
여주시,능원사,경기도 여주시 북내면 모양길 37,,2021-03-05,37.3443695821,127.6696562554
파주시,파주 제3땅굴,경기도 파주시 군내면 제3땅굴로 210-358,031-940-8526,2021-03-05,37.9163762153,126.6991296126
파주시,파주 제3땅굴,경기도 파주시 군내면 제3땅굴로 210-358,031-940-8526,2021-03-05,37.9163762153,126.6991296126
파주시,파주 제3땅굴,경기도 파주시 군내면 제3땅굴로 210-358,031-940-8526,2021-03-05,37.9163762153,126.6991296126
용인시,한국민속촌,경기도 용인시 기흥구 민속촌로 90,031-288-0000,2021-03-05,37.2609194665,127.1208130464
용인시,한국민속촌,경기도 용인시 기흥구 민속촌로 90,031-288-0000,2021-03-05,37.2609194665,127.1208130464
용인시,용인 대장금파크,경기도 용인시 처인구 백암면 용천로 330,031-337-3241,2021-03-05,37.1194420569,127.3370944418
용인시,용인 대장금파크,경기도 용인시 처인구 백암면 용천로 330,031-337-3241,2021-03-05,37.1194420569,127.3370944418
용인시,용인 대장금파크,경기도 용인시 처인구 백암면 용천로 330,031-337-3241,2021-03-05,37.1194420569,127.3370944418
파주시,임진각-내일의 기적소리,경기도 파주시 문산읍 마정리 1400-5일원,031-956-8305,2021-03-05,37.8903763782,126.7367401813
파주시,헤이리딸기가좋아,경기도 파주시 탄현면 헤이리마을길 93-75,031-949-9273,2021-03-05,37.7914360764,126.6962394881
양주시,두리랜드,경기도 양주시 장흥면 권율로 120,031-855-8515,2021-03-05,37.7246380771,126.9501670543
용인시,보구정사,경기도 용인시 기흥구 동백중앙로54번길 50,031-282-0049,2021-03-05,37.2637805221,127.1669708227
이천시,천주교단내 성가정성지,경기도 이천시 호법면 이섭대천로155번길 38-13,031-633-9531,2021-03-05,37.2196906702,127.3947018008
파주시,숯굽는마을,경기도 파주시 광탄면 부흥로519번길 46-76,031-941-2356,2021-03-05,37.8129110814,126.9052736197
수원시,천주교북수동교회,경기도 수원시 팔달구 정조로 842,031-246-8844,2021-03-05,37.2830569208,127.0166700507
안성시,석남사,경기도 안성시 금광면 상촌새말길 3-120,031-676-1444,2021-03-05,36.9397947684,127.3071226595
의정부시,회룡사,경기도 의정부시 전좌로155번길 262,031-873-3391,2021-03-05,37.7200077125,127.0276541826
용인시,동도사,경기도 용인시 처인구 이동읍 어진로 842,031-333-7747,2021-03-05,37.1077852629,127.1983470161
파주시,용상사,경기도 파주시 월롱면 용상골길 403,031-945-4489,2021-03-05,37.7982202531,126.7662823640
양평군,용문사,경기도 양평군 용문면 용문산로 782,031-773-3797,2021-03-05,37.5502360275,127.5704624053
여주시,신륵사,경기도 여주시 여주읍 신륵사길 73,031-885-2505,2021-03-05,37.2974205240,127.6599488660
양주시,석굴암,경기도 양주시 장흥면 석굴암길 519,031-826-3573,2021-03-05,37.6957224527,126.9942101620
고양시,노적사,경기도 고양시 덕양구 대서문길 311-35,02-353-5016,2021-03-05,37.6496154632,126.9727351785
고양시,무량사,경기도 고양시 덕양구 대서문길 184,02-385-7777,2021-03-05,37.6535656152,126.9593073649
김포시,광은사,경기도 김포시 대곶면 약암리 183,031-982-2796,2021-03-05,37.6292389058,126.5704004716
수원시,청련암,경기도 수원시 장안구 수일로 335,031-255-1020,2021-03-05,37.3007131965,127.0228532576
여주시,여주참숯마을,경기도 여주시 강천면 걸촌동길 38,031-886-1119,2021-03-05,37.2887616984,127.6991685260
수원시,묘수사,경기도 수원시 팔달구 화서문로71번길 2-6,031-255-3657,2021-03-05,37.2861370622,127.0160298805
여주시,숲을 그리다,경기도 여주시 북내면 상교3길 56-37,031-884-5919,2021-03-05,37.4004772940,127.6592185663
파주시,일산황토마루한증막,경기도 파주시 오도로130번길 37,031-943-0990,2021-03-05,37.7522610745,126.7183675572
광주시,백련암,경기도 광주시 도척면 도척로 982-118,031-762-5180,2021-03-05,37.2900135535,127.2949164923
파주시,도라산평화공원,경기도 파주시 장단면 제3땅굴로 310,031-953-4854,2021-03-05,37.9089054894,126.7048144148
연천군,1.21무장공비침투로,경기도 연천군 장남면 반정리 294,031-839-2063,2021-03-05,37.9700900680,126.8279974425
파주시,청도훼미리랜드,경기도 파주시 문산읍 문산역로 107,031-953-6600,2021-03-05,37.8557761958,126.7866623833
용인시,캐리비안베이,경기도 용인시 처인구 포곡읍 에버랜드로 199,031-320-5000,2021-03-05,37.2899600847,127.2165861660
파주시,제3땅굴,경기도 파주시 군내면 제3땅굴로 210-358,031-954-0303,2021-03-05,37.9163762153,126.6991296126
파주시,해마루촌,경기도 파주시 진동면 해마루길 111,***-****-****,2021-03-05,37.9259174697,126.7871458509
김포시,금정사,경기도 김포시 승가로 125,031-984-3235,2021-03-05,37.6074259543,126.7085449684
김포시,애기봉전망대(출입통제),경기도 김포시 하성면 평화공원로 139,031-980-2480,2021-03-05,37.7432504118,126.5940652546
광주시,장경사,경기도 광주시 남한산성면 남한산성로 676,031-743-6548,2021-03-05,37.4752740460,127.1979506557
파주시,DMZ생태연구소,경기도 파주시 광인사길 111,031-955-1550,2021-03-05,37.7126372943,126.6860750308

