시군구,구,기관명,기관담당자,연락처,주차장 주소,건물명(주차장명),위치정보,주차장 유형,위도,경도,개방시간_0212(목),개방시간_0213(금),개방시간_0214(토),개방시간_0215(일),참고사항,상시(업무시간) 무료개방여부,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 금곡동 169,금곡동,해당주소지,노외,37.35079624,127.1067978,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 야탑로 337,야탑제1,해당주소지,노외,37.40753618,127.1553775,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 문정로 145,율동A,해당주소지,노외,37.38335296,127.1500008,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 운중동 974,운중동974,해당주소지,노외,37.39225403,127.0779664,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 판교동 574,판교제2,해당주소지,노외,37.39038547,127.098515,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 산성대로408번길 42,중원부설,해당주소지,노외,37.4475657,127.1631352,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 상평동 641,삼평동,해당주소지,노외,37.39698132,127.108394,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남시 중원구청,김찬우,031-729-6434,경기도 성남시 중원구 상대원동 1410번지,나눔주차장,성신교회 옆 부지,노상,37.4343028,127.164397,종일개방,종일개방,종일개방,종일개방,명절만차가능성높음,O,
성남시,중원구,성남시 중원구청,김찬우,031-729-6434,경기도 성남시 중원구 상대원동 1577번지,나눔주차장,대원하이츠 A 옆 부지,노상,37.4344821,127.1633781,종일개방,종일개방,종일개방,종일개방,명절만차가능성높음,O,
성남시,중원구,성남시 중원구청,김찬우,031-729-6434,경기도 성남시 중원구 여수동 539번지,나눔주차장,여수초등학교 건너편,노상,37.4196989,127.1320887,종일개방,종일개방,종일개방,종일개방,명절만차가능성높음,O,
성남시,수정구,성남도시개발공사,이철훈,031-725-9447,경기도 성남시 수정구 탄천로 558,물놀이장,해당주소지,노외,37.44074758,127.1204572,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:2면+전기충전소:1면,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 금빛로69번길 18,금광2동제1,해당주소지,노외,37.447853,127.1643888,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:8면+전기충전소:1면,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 자혜로 115,은행제5,해당주소지,노외,37.45282075,127.1719915,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:6면+전기충전소:1면,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 불정로 419,서현점골,해당주소지,노외,37.3767904,127.1400375,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:7면+전기충전소:1면,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 불곡로13번길 6,정자전원,해당주소지,노외,37.3591827,127.1245008,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:3면+전기충전소:1면,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 발이봉북로 7,수내공영,해당주소지,노외,37.3667656,127.1279531,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:3면+전기충전소:1면,X,
성남시,분당구,성남도시개발공사,문종민,031-710-3824,경기도 성남시 분당구 서현로 459,율동B,해당주소지,노외,37.37364583,127.1474514,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:28면+전기충전소:1면,X,
성남시,분당구,성남시 도서관사업소,이영길,031-729-4613,경기도 성남시 분당구 판교로 546,도서관사업소,도서관사업소 내 주차장,부설,37.3985507,127.1068146,종일개방,종일개방,종일개방,미개방(정상운영),주차면수:324+명절연휴만무료개방(14일정상운영),X,
성남시,분당구,성남시 도서관사업소,박기요,031-729-8704,경기도 성남시 분당구 중앙공원로 77(서현동),서현도서관 주차장,지하주차장,부설,37.3835533,127.1324319,종일개방,종일개방,종일개방,미개방(정상운영),주차면수:180+명절연휴만무료개방(14일정상운영)+차단기있음,X,
성남시,분당구,성남시 도서관사업소,최종희,031-729-4574,경기도 성남시 분당구 운중로 225번길 37,판교도서관,본관옆,부설,37.3918506,127.0908622,종일개방,종일개방,종일개방,미개방(정상운영),주차면수:86+14일정상운영+명절에만차가능성높음+주차면86면(장애인2면 전기충전소5면 포함),X,
성남시,분당구,성남시 도서관사업소,임영길,031-729-4395,경기도 성남시 분당구 판교역로 75,판교어린이도서관,본관옆,부설,37.3873066,127.1079587,종일개방,종일개방,종일개방,미개방(정상운영),주차면수:70+14일 정상운영+명절에만차가능성높음,X,
성남시,분당구,성남시 분당구청,김창준,031-729-7027,"경기도 성남시 분당구 분당로 50(수내동,분당구청)",분당구청 부설주차장,건물 앞+뒷편,부설,37.382782,127.1189054,종일개방,종일개방,종일개방,종일개방,명절연휴기간에만차가능성높음,X,
성남시,분당구,성남시 도서관사업소,노영만,031-729-4682,경기도 성남시 분당구 미금로 105,구미도서관,건물 옆,부설,37.3873066,127.1079587,종일개방,종일개방,종일개방,미개방(정상운영),주차면71+명절연휴만무료개방(14일은정상운영)+명절에만차가능성높음,X,
