시군명,시설명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
광명시,나비야놀자박물관,경기도 광명시 장절로 56-16,02-2614-3338,2021-03-05,37.4272868441,126.8527073860
과천시,한국카메라박물관,경기도 과천시 대공원광장로 8,02-502-4123,2021-03-05,37.4350560971,127.0056567204
가평군,가평현암농경유물박물관,경기도 가평군 북면 석장모루길 13,031-581-0612,2021-03-05,37.8793061516,127.5481231897
용인시,삼성화재교통박물관,경기도 용인시 처인구 포곡읍 에버랜드로 376번길 171,031-320-9900,2021-03-05,37.3003720757,127.2169533071
수원시,잠사과학박물관,경기도 수원시 권선구 서호로 54,031-290-8540,2021-03-05,37.2638428607,126.9875265887
수원시,지도박물관,경기도 수원시 영통구 월드컵길 92,031-210-2667,2021-03-05,37.2760257847,127.0557092182
파주시,아고라(정치박물관),경기도 파주시 탄현면 헤이리마을길 76-47,031-957-5051,2021-03-05,37.7880539973,126.7012164101
용인시,경기도박물관,경기도 용인시 기흥구 상갈로 6,031-288-5300,2021-03-05,37.2682000947,127.1089114049
용인시,전통민속관,경기도 용인시 기흥구 민속촌로 90,031-288-0000,2021-03-05,37.2609194665,127.1208130464
파주시,재미있는 추억박물관,경기도 파주시 탄현면 헤이리마을길 93-148,031-943-2552,2021-03-05,37.7908993248,126.6981533484
파주시,한국근현대사박물관,경기도 파주시 헤이리마을길 59-85,031-957-1125,2021-03-05,37.7908700241,126.6951780238
파주시,화폐박물관,경기도 파주시 탄현면 헤이리마을길 93-89,031-949-6592,2021-03-05,37.7908034788,126.6973139366
용인시,명지대학교자연캠퍼스박물관,경기도 용인시 처인구 명지로 116,031-330-6074,2021-03-05,37.2220557619,127.1906560489
이천시,한국기독교역사박물관,경기도 이천시 대월면 대평로214번길 10-13,031-632-1391,2021-03-05,37.2228112788,127.4992560813
남양주시,남양주시립박물관,경기도 남양주시 와부읍 팔당로 121,031-590-8600,2021-03-05,37.5463749425,127.2443835329
가평군,남송미술관,경기도 가평군 북면 백둔로 322,031-581-0772,2021-03-05,37.9045132527,127.4722674534
용인시,이영미술관,경기도 용인시 기흥구 흥덕4로 63,031-213-8223,2021-03-05,37.2773126413,127.0900943448
수원시,수원미술전시관,경기도 수원시 장안구 송정로 19,031-228-4118,2021-03-05,37.2970380315,126.9994531538
파주시,갤러리 모자이크,경기도 파주시 탄현면 헤이리마을길 18-28,031-949-8946,2021-03-05,37.7871465925,126.6963427362
파주시,93뮤지엄가족미술관,경기도 파주시 탄현면 헤이리마을길 59-58,031-948-6677,2021-03-05,37.7897691822,126.6963143314
파주시,포네티브 스페이스,경기도 파주시 탄현면 헤이리마을길 34,031-949-8056,2021-03-05,37.7871152662,126.6970358424
파주시,갤러리MOA,경기도 파주시 탄현면 헤일리마을길 48-37,031-949-3272,2021-03-05,37.7876958133,126.7002322133
용인시,한국미술관,경기도 용인시 기흥구 마북로 244-2,031-283-6418,2021-03-05,37.3089718880,127.1319468811
수원시,생태교통마을벽화,경기도 수원시 팔달구 신풍로23번길 40 (기준주소: 행궁동주민센터),031-228-7603,2021-03-05,37.2840499862,127.0126476740
수원시,행궁동벽화골목,경기도 수원시 팔달구 화서문로 82-6,031-228-7603,2021-03-05,37.2858149670,127.0166185676
수원시,축구박물관,경기도 수원시 팔달구 월드컵로 310,031-259-2070,2021-03-05,37.2884986137,127.0385780372
수원시,광교박물관,경기도 수원시 영통구 광교로 182,031-228-4175,2021-03-05,37.2963450350,127.0514263771
수원시,화성박물관,경기도 수원시 팔달구 창룡대로 21 (매향동),031-228-4242,2021-03-05,37.2825617121,127.0190196138
군포시,군포책마을,경기도 군포시 수리산로 112,031-390-3080,2021-03-05,37.3590119813,126.9194208667
양평군,문호리리버마켓,경기도 양평군 서종면 북한강로 941,***-****-****,2021-03-05,37.6213622898,127.3521080566
화성시,홍사용문학관,경기도 화성시 노작로 206,031-8015-0880,2021-03-05,37.2056284209,127.0758998696
화성시,유앤아이센터,경기도 화성시 태안로 145,031-267-8800,2021-03-05,37.2029621951,127.0332619715
화성시,화성아트홀,경기도 화성시 태안로 145,031-1588-5234,2021-03-05,37.2029621951,127.0332619715
양주시,양주시립장욱진미술관,경기도 양주시 장흥면 권율로 193,,2021-03-05,37.7328178171,126.9492554212
가평군,노랑다리미술관,경기도 가평군 청평면 양진길 42-12,031-585-8887,2021-03-05,37.7174740778,127.4869969693
과천시,경기소리전수관,경기도 과천시 문원로 40-2,02-507-5825,2021-03-05,37.4278538754,127.0012961030
구리시,구리아트홀,경기도 구리시 아차산로 453,031-550-8800,2021-03-05,37.5955647087,127.1298715826
용인시,뮤지엄그라운드 미술관,경기도 용인시 수지구 샘말로 122(고기동),070-4245-3020,2021-03-05,37.3564484368,127.0440906006
동두천시,경기북부어린이박물관,경기도 동두천시 평화로 2910번길 46,031-860-2860,2021-03-05,37.9445934180,127.0644496904
수원시,해우재,경기도 수원시 장안구 장안로458번길 9,031-271-9777,2021-03-05,37.3192278074,126.9780428055
이천시,예스파크,경기도 이천시 신둔면 도자예술로 57,031-638-1994,2021-03-05,37.2937231141,127.3852003671
평택시,이충 반려견 동반 시민 쉼터,경기도 평택시 장안웃길 149,031-8024-3806,2021-03-05,37.0660526248,127.0707164271
김포시,김포반려견놀이터,경기도 김포시 하성면 하성로 585,031-997-6868,2021-03-05,37.7243692943,126.6301183489
포천시,포천한탄강하늘다리,경기도 포천시 영북면 비둘기낭길 207,031-538-3124,2021-03-05,,
이천시,이천 세라피아,경기도 이천시 경충대로 2697번길 167-29,031-631-6501,2021-03-05,37.2740690436,127.4259269650
이천시,이천 세라피아,경기도 이천시 경충대로 2697번길 167-29,031-631-6501,2021-03-05,37.2740690436,127.4259269650
이천시,이천 세라피아,경기도 이천시 경충대로 2697번길 167-29,031-631-6501,2021-03-05,37.2740690436,127.4259269650
가평군,가평 쁘띠프랑스,경기도 가평군 청평면 호반로 1063,031-584-8200,2021-03-05,37.7152481121,127.4904238916
가평군,가평 쁘띠프랑스,경기도 가평군 청평면 호반로 1063,031-584-8200,2021-03-05,37.7152481121,127.4904238916
가평군,가평 쁘띠프랑스,경기도 가평군 청평면 호반로 1063,031-584-8200,2021-03-05,37.7152481121,127.4904238916
수원시,수원 해우재,경기도 수원시 장안구 장안로 463 (이목동),031-271-9777,2021-03-05,37.3186593053,126.9779000172
수원시,수원 해우재,경기도 수원시 장안구 장안로 463 (이목동),031-271-9777,2021-03-05,37.3186593053,126.9779000172
수원시,수원 해우재,경기도 수원시 장안구 장안로 463 (이목동),031-271-9777,2021-03-05,37.3186593053,126.9779000172
수원시,수원 해우재,경기도 수원시 장안구 장안로 463 (이목동),031-271-9777,2021-03-05,37.3186593053,126.9779000172
파주시,파주 헤이리 예술마을,경기도 파주시 탄현면 법흥리 헤이리마을,,2021-03-05,,
파주시,파주 헤이리 예술마을,경기도 파주시 탄현면 법흥리 헤이리마을,,2021-03-05,,
파주시,파주 헤이리 예술마을,경기도 파주시 탄현면 법흥리 헤이리마을,,2021-03-05,,
포천시,전통술박물관 산사원,경기도 포천시 화현면 화동로432번길 25,031-531-9300,2021-03-05,37.9059943775,127.3099064308
안성시,해닮,경기도 안성시 금광면 배티로 781,***-****-****,2021-03-05,36.9817904683,127.3054436268
용인시,한택식물원,경기도 용인시 처인구 백암면 한택로 2,031-333-3558,2021-03-05,37.0945747201,127.4066007246
가평군,쁘띠프랑스,경기도 가평군 청평면 호반로 1063,031-584-8200,2021-03-05,37.7152481121,127.4904238916
포천시,아프리카문화원,경기도 포천시 소홀읍 광릉수목원로 967,031-543-3600,2021-03-05,37.7752748444,127.1393221001
파주시,세계민속악기박물관,경기도 파주시 탄현면 헤이리마을길63-26,031-946-9838,2021-03-05,37.7895105990,126.6993722197
파주시,피노지움,경기도 파주시 회동길 152,031-8035-6773,2021-03-05,37.7089071496,126.6875679756
파주시,한림토이뮤지엄,경기도 파주시 탄현면 헤이리마을길 25,031-957-8470,2021-03-05,37.7879879149,126.6967992601
파주시,농경유물전시관,경기도 파주시 월롱면 통일로 600 파주농업기술센터,031-940-4802,2021-03-05,37.7639689876,126.7955492072
파주시,아시아출판문화정보센터,경기도 파주시 회동길 145,031-955-0050,2021-03-05,37.7084960372,126.6867669819
여주시,명성황후기념관,경기도 여주시 명성로 71,031-881-9731,2021-03-05,37.2599030089,127.6541067136
양평군,한강물환경생태관,경기도 양평군 양서면 두물머리길68번길 42,031-770-7290,2021-03-05,37.5404647625,127.3132040979
안성시,안성마춤유기공방,경기도 안성시 중앙로 448,031-675-2590,2021-03-05,37.0060063180,127.2764955416
안성시,3·1운동기념관,경기도 안성시 원곡면 만세로 868,031-678-2475,2021-03-05,37.0627792532,127.1752865570
안산시,유리섬,경기도 안산시 단원구 부흥로 254,032-885-6262,2021-03-05,37.2197885275,126.6023925616
안산시,단원미술관,경기도 안산시 상록구 충장로 422,031-481-0505,2021-03-05,37.3160523883,126.8517438943
가평군,이정웅스페이스,경기도 가평군 청평면 북한강로 1921,,2021-03-05,37.6892273993,127.3875424188
가평군,청심평화월드센터,경기도 가평군 설악면 미사리로 258 청심평화월드센터,031-589-5200,2021-03-05,37.6838441798,127.5204371470
의왕시,원터아트홀,경기도 의왕시 원터아랫길 89 원뮤직악기사 2층 원터아트홀,031-444-8837,2021-03-05,37.3949784145,127.0225387890
화성시,화성시 어린이 문화센터,경기도 화성시 봉담읍 동화길 146,031-5183-3211,2021-03-05,37.2122900621,126.9607028761
광명시,광명업사이클아트센터,경기도 광명시 가학로85번길 142,02-2680-6952,2021-03-05,37.4246681011,126.8634441855
부천시,부천아트벙커B39,경기도 부천시 삼작로 53,032-321-3901,2021-03-05,37.5219011333,126.7676615615
수원시,광교호수공원애견놀이터,경기도 수원시 영통구 하동 1008-9,031-228-4196,2021-03-05,37.2856812822,127.0785482994
양평군,추억의 청춘뮤지엄,경기도 양평군 용문면 용문산로 620,031-775-8907,2021-03-05,37.5445746470,127.5853997636
포천시,한탄강지질공원센터,경기도 포천시 영북면 비둘기낭길 55,031-538-3030,2021-03-05,38.0732222801,127.2246723760
용인시,용인어린이상상의숲,경기도 용인시 처인구 동백죽전대로61,031-332-7500,2021-03-05,37.2496234432,127.1651613410
연천군,연천고랑포구역사공원,경기도 연천군 장남면 장남로 270,031-835-2002,2021-03-05,37.9879975198,126.8476981293
이천시,이천 세라피아,경기도 이천시 경충대로 2697번길 167-29,031-631-6501,2021-03-05,37.2740690436,127.4259269650
이천시,이천 세라피아,경기도 이천시 경충대로 2697번길 167-29,031-631-6501,2021-03-05,37.2740690436,127.4259269650
가평군,가평 쁘띠프랑스,경기도 가평군 청평면 호반로 1063,031-584-8200,2021-03-05,37.7152481121,127.4904238916
가평군,가평 쁘띠프랑스,경기도 가평군 청평면 호반로 1063,031-584-8200,2021-03-05,37.7152481121,127.4904238916
수원시,수원 해우재,경기도 수원시 장안구 장안로 463 (이목동),031-271-9777,2021-03-05,37.3186593053,126.9779000172
파주시,파주 헤이리 예술마을,경기도 파주시 탄현면 법흥리 헤이리마을,,2021-03-05,,
파주시,파주 헤이리 예술마을,경기도 파주시 탄현면 법흥리 헤이리마을,,2021-03-05,,
용인시,호암미술관,경기도 용인시 처인구 포곡읍 에버랜드로 562번길 38,031-320-1801,2021-03-05,37.2932166487,127.1923280547
이천시,토아트갤러리,경기도 이천시 신둔면 경충대로 3189,031-634-3496,2021-03-05,37.3106834654,127.4007930976
여주시,목아박물관,경기도 여주시 강천면 이문안길 21,031-885-9952,2021-03-05,37.2885092955,127.6881568938
광주시,경기도자박물관,경기도 광주시 곤지암읍 경충대로 727,031-799-1500,2021-03-05,37.3502799730,127.3347904394
화성시,누에박물관,경기도 화성시 향남읍 은행나무로 591,031-353-6223,2021-03-05,37.1084220883,126.9320088622
하남시,하남역사박물관,경기도 하남시 덕풍동로 30,031-790-7990,2021-03-05,37.5454565612,127.2060787072
파주시,파주나비나라박물관,경기도 파주시 광인사길 161,031-955-3727,2021-03-05,37.7148512105,126.6869017454
파주시,뮤지엄카페타임캡슐,경기도 파주시 탄현면 헤이리마을길 59-63,031-949-9408,2021-03-05,37.7902526710,126.6958434445
이천시,청강만화역사박물관,경기도 이천시 마장면 청강가창로 389-94 청강홀 3층,031-639-5790,2021-03-05,37.2064539022,127.3564940083
여주시,여주시립폰박물관,경기도 여주시 강변유원지길 105,031-887-3548,2021-03-05,37.2930661916,127.6669008963
여주시,여성생활사박물관,경기도 여주시 강천면 강천로 324-20,031-882-8100,2021-03-05,37.2425224156,127.7081456066
양주시,청암민속박물관,경기도 양주시 장흥면 권율로 83-5,031-855-5100,2021-03-05,37.7220577433,126.9457721292
광주시,광주시문화스포츠센터,경기도 광주시 회안대로 891 남한산성아트홀,031-760-4466,2021-03-05,37.4269117267,127.2547251024
수원시,지동벽화마을,경기도 수원시 팔달구 창룡문로 56 (기준주소: 지동시립어린이집),031-228-7609,2021-03-05,37.2820004493,127.0228811741
군포시,군포문화원,경기도 군포시 한세로56번길 12 군포문화원,031-397-0195,2021-03-05,37.3472281961,126.9548279222
군포시,밸류브릿지공터,경기도 군포시 금산로 84 4층 공감문화공간 공터,031-396-1693,2021-03-05,37.3695652241,126.9376918499
화성시,엄미술관,경기도 화성시 봉담읍 오궁길37,031-222-9188,2021-03-05,37.2055319874,126.9793790414
화성시,소다미술관,경기도 화성시 효행로707번길 30,070-8915-9127,2021-03-05,37.2016260197,127.0060675712
화성시,동탄복합문화센터,경기도 화성시 노작로 134,031-8015-8100,2021-03-05,37.2007035756,127.0750146691
화성시,반석아트홀,경기도 화성시 노작로 134,031-8015-8100,2021-03-05,37.2007035756,127.0750146691

