시군명,업체명,업종,소재지도로명주소,소재지지번주소,담당자 연락처,데이터기준일
시흥시,참치이야기,일반음식점,"경기도 시흥시 장현능곡로 198, 107호 (능곡동, 동도프라자)",경기도 시흥시 능곡동 737 동도프라자 107호,031-310-2485,2021-06-01
시흥시,다소니커피숍,일반음식점,"경기도 시흥시 옥구상가2길 28, 2층 (정왕동)",경기도 시흥시 정왕동 1855-8 ,031-310-2485,2021-06-01
시흥시,수지식당,일반음식점,"경기도 시흥시 산기대학로 77, 126호 (정왕동, 시흥기계유통단지)",경기도 시흥시 정왕동 2165-2 ,031-310-2485,2021-06-01
시흥시,풍차,일반음식점,"경기도 시흥시 금화로332번길 13-14, 1,2층 (산현동)","경기도 시흥시 산현동 273 1층, 2층 ",031-310-2485,2021-06-01
시흥시,행복한밥집,일반음식점,"경기도 시흥시 금화로 630-2 (금이동, 지층)",경기도 시흥시 금이동 330-1 지층 ,031-310-2485,2021-06-01
시흥시,채선당이마트시화점,일반음식점,"경기도 시흥시 정왕대로 210, 1층 (정왕동)",경기도 시흥시 정왕동 1734-2 ,031-310-2485,2021-06-01
시흥시,묵은지와분식,일반음식점,"경기도 시흥시 오이도로 21, 110,121,122호 (정왕동, A랜드스틸(프))",경기도 시흥시 정왕동 2210 A랜드스틸(프) ,031-310-2485,2021-06-01
시흥시,찐상회,일반음식점,"경기도 시흥시 새재로 11, 104호 (장현동)",경기도 시흥시 장현동 543-4 104호,031-310-2485,2021-06-01
시흥시,60계치킨시흥은행점,일반음식점,"경기도 시흥시 은행로149번길 6, 1층 (은행동, 명성빌딩)",경기도 시흥시 은행동 530-4 명성빌딩 1층 ,031-310-2485,2021-06-01
시흥시,치칵치칵구봉떡볶이,일반음식점,"경기도 시흥시 승지로60번길 28, 101,102호 (능곡동)",경기도 시흥시 능곡동 750 ,031-310-2485,2021-06-01
시흥시,물회와막회,일반음식점,"경기도 시흥시 서촌상가2길 29, 114호 (정왕동)",경기도 시흥시 정왕동 1731-19 114호,031-310-2485,2021-06-01
시흥시,월곶뒷고기,일반음식점,"경기도 시흥시 월곶해안로 183, 가동 17,18호 (월곶동)",경기도 시흥시 월곶동 1015-6 ,031-310-2485,2021-06-01
시흥시,뜨끈이감자탕,일반음식점,"경기도 시흥시 중심상가로 40, 1층 (정왕동)",경기도 시흥시 정왕동 1855-5 1층 ,031-310-2485,2021-06-01
시흥시,한방전주콩나물국밥신천점,일반음식점,"경기도 시흥시 신천로 50-1, 101호 (신천동)",경기도 시흥시 신천동 860-19 101호,031-310-2485,2021-06-01
시흥시,육장갈비,일반음식점,"경기도 시흥시 오이도5길 21, 1층 (정왕동)",경기도 시흥시 정왕동 2026-10 ,031-310-2485,2021-06-01
시흥시,사라정식,일반음식점,"경기도 시흥시 오이도9길 16, 1층 (정왕동)",경기도 시흥시 정왕동 2042-1 ,031-310-2485,2021-06-01
시흥시,푸드킹,일반음식점,"경기도 시흥시 옥구천동로 401, 104호 (정왕동)",경기도 시흥시 정왕동 1875-5 104호,031-310-2485,2021-06-01
시흥시,소래산먹거리,일반음식점,"경기도 시흥시 호현로21번길 35, 1층 (신천동)",경기도 시흥시 신천동 719-5 1층호,031-310-2485,2021-06-01
시흥시,엄마손밥상,일반음식점,"경기도 시흥시 만해로 41, 101동 201호 (정왕동, 케이피디에스벤처타운)",경기도 시흥시 정왕동 2123-2 ,031-310-2485,2021-06-01
시흥시,청운민물장어,일반음식점,경기도 시흥시 삼미시장2길 41 (신천동),경기도 시흥시 신천동 737-13 ,031-310-2485,2021-06-01
시흥시,오로라(ORORA),일반음식점,"경기도 시흥시 옥구상가3길 25, 203호 (정왕동)",경기도 시흥시 정왕동 1857-1 203호,031-310-2485,2021-06-01
시흥시,네네치킨앤봉구스밥버거신천점(네네치킨&봉구스밥버거신천점),일반음식점,"경기도 시흥시 신천로100번안길 10, 101호 (신천동)",경기도 시흥시 신천동 771-1 101호,031-310-2485,2021-06-01
시흥시,맛고을한식부페,일반음식점,"경기도 시흥시 공단1대로 244, 2층 206호 (정왕동, 지원상가)",경기도 시흥시 정왕동 1367-1 ,031-310-2485,2021-06-01
시흥시,비비큐앤명동칼국수,일반음식점,"경기도 시흥시 평안상가4길 21, 1,2층 (정왕동)","경기도 시흥시 정왕동 1622-6 1층,2층 ",031-310-2485,2021-06-01
시흥시,우리동네스시랑,일반음식점,"경기도 시흥시 중심상가로 187, 202호 (정왕동)",경기도 시흥시 정왕동 1737-6 202호,031-310-2485,2021-06-01
시흥시,웨이브(WAVE),일반음식점,"경기도 시흥시 물왕수변로 58, 1층 (산현동)",경기도 시흥시 산현동 240-2 ,031-310-2485,2021-06-01
시흥시,준성이네,일반음식점,"경기도 시흥시 군서로24번길 7-1, 1층 (정왕동, 친구네포차)",경기도 시흥시 정왕동 1201-3 ,031-310-2485,2021-06-01
시흥시,또봉이통닭,일반음식점,"경기도 시흥시 은행로 154, 1층 (은행동, 반도(프))",경기도 시흥시 은행동 529-6 반도(프)1층 ,031-310-2485,2021-06-01
시흥시,베스트생갈비앤찜닭,일반음식점,"경기도 시흥시 정왕천로369번길 28-1, 1층 (정왕동)",경기도 시흥시 정왕동 1569-2 1층 ,031-310-2485,2021-06-01
시흥시,몽비쥬,일반음식점,"경기도 시흥시 은행로 164, 103호 (대야동)",경기도 시흥시 대야동 580-3 ,031-310-2485,2021-06-01
시흥시,카페인,일반음식점,"경기도 시흥시 월곶해안로 133, 1층 10~13호 (월곶동)",경기도 시흥시 월곶동 1013-12 ,031-310-2485,2021-06-01
시흥시,봉구비어,일반음식점,"경기도 시흥시 승지로60번길 20, 105호 (능곡동)",경기도 시흥시 능곡동 748 105호,031-310-2485,2021-06-01
시흥시,코바코,일반음식점,"경기도 시흥시 중심상가로 159, 103호 (정왕동, 에이스프라자)",경기도 시흥시 정왕동 1728-18 ,031-310-2485,2021-06-01
시흥시,혼밥대왕,일반음식점,"경기도 시흥시 정왕천로369번길 3-10, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1429-5 ,031-310-2485,2021-06-01
시흥시,싱싱어시장,일반음식점,"경기도 시흥시 삼미시장3길 2, 1층 일부호 (신천동)",경기도 시흥시 신천동 733-5 ,031-310-2485,2021-06-01
시흥시,다산정육점식당,일반음식점,"경기도 시흥시 오이도어시장로 24, 1층 (정왕동)",경기도 시흥시 정왕동 2014-3 ,031-310-2485,2021-06-01
시흥시,육오사일,일반음식점,"경기도 시흥시 하중로 222, 1층 101호 (하중동)",경기도 시흥시 하중동 654-1 ,031-310-2485,2021-06-01
시흥시,레드빠,일반음식점,"경기도 시흥시 옥구상가2길 3, 204호 (정왕동)",경기도 시흥시 정왕동 1861-6 204호,031-310-2485,2021-06-01
시흥시,먹태앤노가리,일반음식점,"경기도 시흥시 복지로 15, 123호 (신천동, 시흥5차푸르지오@상가)",경기도 시흥시 신천동 709-32 시흥5차푸르지오아파트상가 123호,031-310-2485,2021-06-01
시흥시,정자감자전,일반음식점,"경기도 시흥시 정왕천로408번길 26, 1층 (정왕동)",경기도 시흥시 정왕동 1519 1층 ,031-310-2485,2021-06-01
시흥시,뚱보집,일반음식점,"경기도 시흥시 중심상가로 43 (정왕동, 101-102)",경기도 시흥시 정왕동 1859-17 101-102 ,031-310-2485,2021-06-01
시흥시,치킨매니아은행점,일반음식점,"경기도 시흥시 대은로104번길 10, 1층 (은행동, 좌)",경기도 시흥시 은행동 529-3 1층 좌 ,031-310-2485,2021-06-01
시흥시,백궁양꼬치,일반음식점,"경기도 시흥시 정왕천로427번길 8, 1층 101호 (정왕동)",경기도 시흥시 정왕동 1177-12 1층 ,031-310-2485,2021-06-01
시흥시,남가네설악추어탕,일반음식점,"경기도 시흥시 정왕대로 184, 111호~114호 (정왕동)",경기도 시흥시 정왕동 1726-4 ,031-310-2485,2021-06-01
시흥시,가고파,일반음식점,"경기도 시흥시 삼미시장3길 20-1 (신천동, 지하 1층)",경기도 시흥시 신천동 739-12 지하 1층 ,031-310-2485,2021-06-01
시흥시,장터즉석치킨,일반음식점,"경기도 시흥시 월곶중앙로 48, 117호 (월곶동)",경기도 시흥시 월곶동 1006-3 117호,031-310-2485,2021-06-01
시흥시,통닭가,일반음식점,"경기도 시흥시 봉우재로 54, 1층 (정왕동)",경기도 시흥시 정왕동 1209-12 1층 ,031-310-2485,2021-06-01
시흥시,가나분식,일반음식점,"경기도 시흥시 매화로 43, 1층 (매화동)",경기도 시흥시 매화동 193-5 1층 ,031-310-2485,2021-06-01
시흥시,달콤한닭강정(픽미픽미아이스정왕점),일반음식점,"경기도 시흥시 정왕대로 174, 103호 (정왕동)",경기도 시흥시 정왕동 1726-1 ,031-310-2485,2021-06-01
시흥시,춘천닭갈비,일반음식점,"경기도 시흥시 월곶중앙로 35, 1층 15~17호 (월곶동)",경기도 시흥시 월곶동 1015-29 나동 15~17호,031-310-2485,2021-06-01
시흥시,또봉이통닭,일반음식점,"경기도 시흥시 큰솔로 59, 1층 102호 (정왕동)",경기도 시흥시 정왕동 1519-2 ,031-310-2485,2021-06-01
시흥시,라머아이니,일반음식점,"경기도 시흥시 정왕시장길 71, 1층 (정왕동)",경기도 시흥시 정왕동 1188-1 1층 ,031-310-2485,2021-06-01
시흥시,오두막왕양꼬치,일반음식점,"경기도 시흥시 군서로50번길 13, 101호 (정왕동)",경기도 시흥시 정왕동 1184-4 101호,031-310-2485,2021-06-01
시흥시,조마루감자탕대야점,일반음식점,경기도 시흥시 은행로173번길 5 (대야동),경기도 시흥시 대야동 579-4 ,031-310-2485,2021-06-01
시흥시,오늘밤취하다,일반음식점,"경기도 시흥시 비둘기공원5길 7 (대야동, 2층)",경기도 시흥시 대야동 536 2층 ,031-310-2485,2021-06-01
시흥시,홍희통닭정왕역점,일반음식점,"경기도 시흥시 마유로423번길 12-1, 101호 (정왕동)",경기도 시흥시 정왕동 2298-7 101호,031-310-2485,2021-06-01
시흥시,해(海).우(牛).돈(豚),일반음식점,"경기도 시흥시 오이도5길 14, 1층 (정왕동)",경기도 시흥시 정왕동 2027-1 ,031-310-2485,2021-06-01
시흥시,중독,일반음식점,"경기도 시흥시 서촌상가4길 10, 202호 (정왕동)",경기도 시흥시 정왕동 1731-21 202호,031-310-2485,2021-06-01
시흥시,신전떡볶이,일반음식점,"경기도 시흥시 군자로 526, 110호 (거모동)",경기도 시흥시 거모동 1756-4 ,031-310-2485,2021-06-01
시흥시,한금양꼬치정왕점,일반음식점,"경기도 시흥시 정왕시장길 70-1, 1층 (정왕동)",경기도 시흥시 정왕동 1189-19 ,031-310-2485,2021-06-01
시흥시,엄마손김밥,일반음식점,"경기도 시흥시 해송십리로 472-11, 지1층 206호 (정왕동, 배곧중흥에스클래스)",경기도 시흥시 정왕동 2381 배곧중흥에스클래스 ,031-310-2485,2021-06-01
시흥시,풀잎소리,일반음식점,"경기도 시흥시 삼미시장4길 32-1, 1층 (신천동)",경기도 시흥시 신천동 741-18 1층 ,031-310-2485,2021-06-01
시흥시,오천갈비,일반음식점,"경기도 시흥시 서촌상가2길 26, 103호 (정왕동)",경기도 시흥시 정왕동 1731-6 103호,031-310-2485,2021-06-01
시흥시,이디야(오이도점),일반음식점,"경기도 시흥시 오이도로 119, 1, 2층 (정왕동)",경기도 시흥시 정왕동 1978-1 ,031-310-2485,2021-06-01
시흥시,옛날생삼겹살,일반음식점,"경기도 시흥시 한우물로 7, 1층 102호 (거모동)",경기도 시흥시 거모동 1755-8 ,031-310-2485,2021-06-01
시흥시,대왕참숯불민물장어,일반음식점,"경기도 시흥시 오이도중앙로36번길 6-6, 1층 (정왕동)",경기도 시흥시 정왕동 2000-5 ,031-310-2485,2021-06-01
시흥시,미스터큐족발 & 보쌈,일반음식점,"경기도 시흥시 승지로60번길 32, 103호 (능곡동, 성광B/D)",경기도 시흥시 능곡동 751 성광B/D 103호,031-310-2485,2021-06-01
시흥시,한울,일반음식점,"경기도 시흥시 봉우재로7번길 14, 1층 (정왕동)",경기도 시흥시 정왕동 1620-9 ,031-310-2485,2021-06-01
시흥시,남한강물고기,일반음식점,"경기도 시흥시 능곡로73번길 2, 1층 (화정동)",경기도 시흥시 화정동 670 1층 ,031-310-2485,2021-06-01
시흥시,중원훠궈본점,일반음식점,"경기도 시흥시 정왕시장길 52, 212-214호 (정왕동)",경기도 시흥시 정왕동 1202 중앙상가212-214호 ,031-310-2485,2021-06-01
시흥시,어부야수산,일반음식점,"경기도 시흥시 은행로149번길 8, 116~117호 (은행동, 행림빌딩)",경기도 시흥시 은행동 533 행림빌링 116~호,031-310-2485,2021-06-01
시흥시,홍가네감자탕,일반음식점,"경기도 시흥시 함송로14번길 13-5, 102-103호 (정왕동)",경기도 시흥시 정왕동 1883-3 102-1호,031-310-2485,2021-06-01
시흥시,주향비어,일반음식점,"경기도 시흥시 정왕천로 383, 103호 (정왕동)",경기도 시흥시 정왕동 1566-1 103호,031-310-2485,2021-06-01
시흥시,달콤비어앤매콤떡볶이,일반음식점,"경기도 시흥시 큰솔로 88, 101호 (정왕동)",경기도 시흥시 정왕동 1525-9 101호,031-310-2485,2021-06-01
시흥시,통큰할매토종순대국,일반음식점,"경기도 시흥시 만해로 41, 101동 104호 (정왕동, KPU-DS벤처타운)",경기도 시흥시 정왕동 2123-2 KPU-DS벤처타운101동104호 ,031-310-2485,2021-06-01
시흥시,골목대장삼겹살,일반음식점,"경기도 시흥시 시흥대로1073번길 29, 1층 (신천동)",경기도 시흥시 신천동 874-3 ,031-310-2485,2021-06-01
시흥시,명가불고기,일반음식점,"경기도 시흥시 함송로14번길 13-2, 2층 (정왕동)",경기도 시흥시 정왕동 1885-1 2층 ,031-310-2485,2021-06-01
시흥시,슈퍼버거,일반음식점,"경기도 시흥시 은행로 169, 102호 (대야동)",경기도 시흥시 대야동 579-2 102호,031-310-2485,2021-06-01
시흥시,59쌀피자,일반음식점,"경기도 시흥시 매화2로 22, 1층 (매화동)",경기도 시흥시 매화동 220-13 1층 ,031-310-2485,2021-06-01
시흥시,맛터셀프부페,일반음식점,경기도 시흥시 범안로 386 (계수동),경기도 시흥시 계수동 258-1 ,031-310-2485,2021-06-01
시흥시,통큰아구찜,일반음식점,"경기도 시흥시 은행로 156, 2층 (은행동)",경기도 시흥시 은행동 528-5 2층 ,031-310-2485,2021-06-01
시흥시,매화반점,일반음식점,경기도 시흥시 매화1로 12 (매화동),경기도 시흥시 매화동 249-1 ,031-310-2485,2021-06-01
시흥시,시골밥상,일반음식점,"경기도 시흥시 수인로 3249-15, 1층 (은행동)",경기도 시흥시 은행동 106-1 ,031-310-2485,2021-06-01
시흥시,꾼,일반음식점,"경기도 시흥시 월곶해안로 175, 304호 (월곶동)",경기도 시흥시 월곶동 1015-2 304호,031-310-2485,2021-06-01
시흥시,노가리호프,일반음식점,"경기도 시흥시 큰솔로41번길 1, 101호 (정왕동)",경기도 시흥시 정왕동 1408-1 101호,031-310-2485,2021-06-01
시흥시,초당한마당순두부,일반음식점,"경기도 시흥시 평안상가5길 23-5, 202호 (정왕동)",경기도 시흥시 정왕동 1781-3 202호,031-310-2485,2021-06-01
시흥시,나주곰탕,일반음식점,"경기도 시흥시 오이도중앙로6번길 9-12, 1층 (정왕동)",경기도 시흥시 정왕동 1974-7 ,031-310-2485,2021-06-01
시흥시,장모족발,일반음식점,"경기도 시흥시 대은로 90, 106호 (은행동, 에머랄드빌딩)",경기도 시흥시 은행동 532-1 에머랄드빌딩 106호,031-310-2485,2021-06-01
시흥시,북촌삼대갈비배곧점,일반음식점,"경기도 시흥시 서울대학로278번길 19-14, 202,203호 (정왕동, 배곧프라자)",경기도 시흥시 정왕동 1772-23 ,031-310-2485,2021-06-01
시흥시,착한식당,일반음식점,"경기도 시흥시 호현로10번길 2, 2층 (신천동)",경기도 시흥시 신천동 712-1 2층 ,031-310-2485,2021-06-01
시흥시,유노윤호역전포차,일반음식점,"경기도 시흥시 신천로100번안길 10, 1층 (신천동, 대명타운)",경기도 시흥시 신천동 771-1 대명타운 1층 ,031-310-2485,2021-06-01
시흥시,존가네삼겹앤(&)갈비,일반음식점,"경기도 시흥시 복지로43번길 22-1, 1층 (대야동)",경기도 시흥시 대야동 486-8 ,031-310-2485,2021-06-01
시흥시,문래돼지불백,일반음식점,"경기도 시흥시 오동마을로 9, 1층 (정왕동)",경기도 시흥시 정왕동 2309-10 ,031-310-2485,2021-06-01
시흥시,우레골고기돼지집,일반음식점,"경기도 시흥시 서울대학로278번길 19-14, 110호 (정왕동, 배곧프라자)",경기도 시흥시 정왕동 1772-23 배곧프라자 110호,031-310-2485,2021-06-01
시흥시,아모로,일반음식점,"경기도 시흥시 호현로10번길 17, 3층층 (신천동)",경기도 시흥시 신천동 708-13 3층 ,031-310-2485,2021-06-01
시흥시,곤지암할매소머리국밥월곶점,일반음식점,"경기도 시흥시 월곶중앙로 58, 1층 121호 (월곶동, 중앙프라자)",경기도 시흥시 월곶동 1009-2 중앙프라자1층 121호,031-310-2485,2021-06-01
시흥시,개성진찹쌀순대,일반음식점,"경기도 시흥시 하중로173번길 1, 1층 (하중동)",경기도 시흥시 하중동 465 ,031-310-2485,2021-06-01
시흥시,에비뉴37,일반음식점,"경기도 시흥시 비둘기공원6길 19, 201호 (대야동, 청경(프))",경기도 시흥시 대야동 541-19 201호,031-310-2485,2021-06-01
시흥시,김가네대박고깃집,일반음식점,"경기도 시흥시 정왕천로 407-1, 2층 (정왕동)",경기도 시흥시 정왕동 1196-1 2층 ,031-310-2485,2021-06-01
시흥시,당근댁감자탕,일반음식점,경기도 시흥시 복지로91번길 13 (대야동),경기도 시흥시 대야동 453 ,031-310-2485,2021-06-01
시흥시,또와식당,일반음식점,"경기도 시흥시 옥구상가3길 7-6, 1층 (정왕동)",경기도 시흥시 정왕동 1859-14 ,031-310-2485,2021-06-01
시흥시,만나고쪽갈비,일반음식점,"경기도 시흥시 서촌상가2길 30-1, 204호 (정왕동)",경기도 시흥시 정왕동 1731-9 204호,031-310-2485,2021-06-01
시흥시,돼지족족시화점,일반음식점,"경기도 시흥시 옥구상가4길 24-4, 1층 (정왕동)",경기도 시흥시 정왕동 1854-6 1층 ,031-310-2485,2021-06-01
시흥시,놀러와,일반음식점,"경기도 시흥시 동서로 1086, 202호 (목감동)",경기도 시흥시 목감동 240-5 202호,031-310-2485,2021-06-01
시흥시,동춘옥,일반음식점,"경기도 시흥시 승지로69번길 5, 1층 (능곡동)",경기도 시흥시 능곡동 514 1층 ,031-310-2485,2021-06-01
시흥시,BBQ치킨,일반음식점,"경기도 시흥시 장곡로 23, 106호 (장곡동)",경기도 시흥시 장곡동 823-2 106호,031-310-2485,2021-06-01
시흥시,차이나궁배곧점,일반음식점,"경기도 시흥시 서울대학로264번길 44-4, 에스프라자 1층 121호,122호 (정왕동)",경기도 시흥시 정왕동 1771-32 에스프라자 ,031-310-2485,2021-06-01
시흥시,엘린호프,일반음식점,"경기도 시흥시 삼미시장4길 29, 1층 (신천동)",경기도 시흥시 신천동 756-1 1층 ,031-310-2485,2021-06-01
시흥시,레고앤팡팡키즈카페,일반음식점,"경기도 시흥시 월곶중앙로 64, 4층 402호 (월곶동, 풍산프라자)",경기도 시흥시 월곶동 1009-1 ,031-310-2485,2021-06-01
시흥시,명성참치,일반음식점,"경기도 시흥시 중심상가로 151, 202호 (정왕동)",경기도 시흥시 정왕동 1728-6 202호,031-310-2485,2021-06-01
시흥시,예나초두부,일반음식점,경기도 시흥시 큰솔로 34 (정왕동),경기도 시흥시 정왕동 1407-13 ,031-310-2485,2021-06-01
시흥시,리얼안심탕수육앤(&)리얼하노이,일반음식점,"경기도 시흥시 큰솔로 35, 102호 (정왕동)",경기도 시흥시 정왕동 1408-3 102호,031-310-2485,2021-06-01
시흥시,오르새피자,일반음식점,"경기도 시흥시 배곧3로 27-7, 2층 205호 (정왕동, 시흥배곧 에스케이뷰)",경기도 시흥시 정왕동 2483 시흥배곧 에스케이뷰 205호,031-310-2485,2021-06-01
시흥시,큐피트카페,일반음식점,"경기도 시흥시 삼미시장4길 41, 1층 (신천동)",경기도 시흥시 신천동 754-2 1층 ,031-310-2485,2021-06-01
시흥시,카페 연,일반음식점,"경기도 시흥시 관곡지로 140, 1-2층 (하중동)",경기도 시흥시 하중동 272 1-2층 ,031-310-2485,2021-06-01
시흥시,라산야,일반음식점,"경기도 시흥시 대야로3번길 14, 1층 (대야동)",경기도 시흥시 대야동 487-20 1층 ,031-310-2485,2021-06-01
시흥시,별미분식,일반음식점,"경기도 시흥시 삼미시장3길 18-1, 1층 (신천동)",경기도 시흥시 신천동 739-7 1층 ,031-310-2485,2021-06-01
시흥시,산새물새7080라이브카페,일반음식점,"경기도 시흥시 월곶중앙로 59, 203호 (월곶동, 월곶프라자)",경기도 시흥시 월곶동 1014-3 월곶프라자 203호,031-310-2485,2021-06-01
시흥시,LA야시장,일반음식점,"경기도 시흥시 오동마을로6번길 10, 1층 (정왕동)",경기도 시흥시 정왕동 2320-5 1층 ,031-310-2485,2021-06-01
시흥시,물꼬기나라,일반음식점,"경기도 시흥시 승지로59번길 1, 105-106호 (능곡동)",경기도 시흥시 능곡동 728 105-106호 ,031-310-2485,2021-06-01
시흥시,쿠우쿠우(시흥점),일반음식점,"경기도 시흥시 정왕대로 178, 2동 301,301-1호 (정왕동, 광개토빌딩)",경기도 시흥시 정왕동 1726-2 ,031-310-2485,2021-06-01
시흥시,하바나,일반음식점,"경기도 시흥시 비둘기공원6길 8, 301호 (대야동)",경기도 시흥시 대야동 534-3 301호,031-310-2485,2021-06-01
시흥시,은경이네닭발앤치킨,일반음식점,"경기도 시흥시 장현능곡로 198, 108호 (능곡동)",경기도 시흥시 능곡동 737 108호,031-310-2485,2021-06-01
시흥시,수접식당,일반음식점,"경기도 시흥시 서울대학로278번길 19-14, 101호 (정왕동, 배곧프라자)",경기도 시흥시 정왕동 1772-23 배곧프라자 101호,031-310-2485,2021-06-01
시흥시,본설렁탕시화점,일반음식점,"경기도 시흥시 마유로238번길 26, 롯데마트 시화점 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1366-4 ,031-310-2485,2021-06-01
시흥시,늘봄푸드,일반음식점,"경기도 시흥시 새재로7번길 20-1, 1층 (장현동)",경기도 시흥시 장현동 536-9 ,031-310-2485,2021-06-01
시흥시,꽃게야놀자,일반음식점,"경기도 시흥시 수인로3395번길 22, 1층 일부호 (신천동)",경기도 시흥시 신천동 755-8 ,031-310-2485,2021-06-01
시흥시,만남,일반음식점,"경기도 시흥시 중심상가로 39, 105호 (정왕동, 신우프라자)",경기도 시흥시 정왕동 1859-6 ,031-310-2485,2021-06-01
시흥시,투존치킨신천점,일반음식점,경기도 시흥시 수인로3381번길 22 (신천동),경기도 시흥시 신천동 757-14 ,031-310-2485,2021-06-01
시흥시,완도횟집,일반음식점,"경기도 시흥시 오이도로 157, 1-2층 (정왕동)",경기도 시흥시 정왕동 2003-30 1-2층 ,031-310-2485,2021-06-01
시흥시,공수간시흥롯데마트점,일반음식점,"경기도 시흥시 비둘기공원로 28, 2층 (대야동)",경기도 시흥시 대야동 542 2층 ,031-310-2485,2021-06-01
시흥시,만우연함흥명가,일반음식점,"경기도 시흥시 서울대학로278번길 19-14, 208,209호 (정왕동, 배곧프라자)","경기도 시흥시 정왕동 1772-23 배곧프라자 208,209호 ",031-310-2485,2021-06-01
시흥시,큰맘할매순대국,일반음식점,"경기도 시흥시 중심상가로 51, 103호 (정왕동)",경기도 시흥시 정왕동 1859-21 103호,031-310-2485,2021-06-01
시흥시,수철이네왕새우튀김,일반음식점,"경기도 시흥시 오이도로 243, 101호 (정왕동)",경기도 시흥시 정왕동 2042-21 101호,031-310-2485,2021-06-01
시흥시,스토리제이에스,일반음식점,"경기도 시흥시 배곧3로 80, 212호 (정왕동, 센터프라자)",경기도 시흥시 정왕동 1772-23 센터프라자 212호,031-310-2485,2021-06-01
시흥시,호남식당,일반음식점,"경기도 시흥시 금오로 491, 1층 (과림동)",경기도 시흥시 과림동 306-13 1층 ,031-310-2485,2021-06-01
시흥시,산내들숯불구이,일반음식점,"경기도 시흥시 정왕천로369번길 59-1, 102호 (정왕동)",경기도 시흥시 정왕동 1592 102호,031-310-2485,2021-06-01
시흥시,불닭발땡초동대문엽기떡볶이시화이마트점,일반음식점,"경기도 시흥시 중심상가2길 12-8, 101호 (정왕동)",경기도 시흥시 정왕동 1736-5 101호,031-310-2485,2021-06-01
시흥시,홍익돈가스물왕점,일반음식점,"경기도 시흥시 동서로 867, 1층 일부호 (물왕동)",경기도 시흥시 물왕동 21-2 ,031-310-2485,2021-06-01
시흥시,왕의밥상부페,일반음식점,"경기도 시흥시 오이도로 21, 110호 (정왕동, 랜드프라자 제1층)",경기도 시흥시 정왕동 2212 랜드프라자 110호,031-310-2485,2021-06-01
시흥시,흙과나무누룽지백숙,일반음식점,경기도 시흥시 과림저수지길 91-10 (과림동),경기도 시흥시 과림동 208-1 ,031-310-2485,2021-06-01
시흥시,바다양푼이동태탕(시흥포동점),일반음식점,경기도 시흥시 시흥대로789번길 6-5 (포동),경기도 시흥시 포동 1-84 ,031-310-2485,2021-06-01
시흥시,한잔하세,일반음식점,"경기도 시흥시 시흥대로1073번길 21, 재복빌딩 1층 (신천동)",경기도 시흥시 신천동 875-3 재복빌딩 ,031-310-2485,2021-06-01
시흥시,온몸을던진닭시흥정왕1호점,일반음식점,"경기도 시흥시 함송로 15, 204호 (정왕동)",경기도 시흥시 정왕동 1881-11 204호,031-310-2485,2021-06-01
시흥시,대박짬뽕,일반음식점,"경기도 시흥시 오동마을로 33, 금광빌딩 1층 102호 (정왕동)",경기도 시흥시 정왕동 2313-8 금광빌딩 102호,031-310-2485,2021-06-01
시흥시,시네마카페,일반음식점,경기도 시흥시 복지로 90 (대야동),경기도 시흥시 대야동 568-1 ,031-310-2485,2021-06-01
시흥시,시네마카페,일반음식점,"경기도 시흥시 복지로 90, 106호 (대야동, CGV)",경기도 시흥시 대야동 568-1 CGV 106호,031-310-2485,2021-06-01
시흥시,쉼터,일반음식점,"경기도 시흥시 군서로54번길 9 (정왕동, 2층일부)",경기도 시흥시 정왕동 1208-1 2층일부 ,031-310-2485,2021-06-01
시흥시,신명태장인,일반음식점,"경기도 시흥시 비둘기공원5길 7, 2층 (대야동)",경기도 시흥시 대야동 536 2층 ,031-310-2485,2021-06-01
시흥시,진진삼계탕,일반음식점,"경기도 시흥시 서울대학로278번길 19-14, 2층 205,206호 (정왕동)",경기도 시흥시 정왕동 2515 배곧프라자 ,031-310-2485,2021-06-01
시흥시,천륭양꼬치,일반음식점,"경기도 시흥시 오이도로157번길 8, 1층 (정왕동)",경기도 시흥시 정왕동 1998-2 ,031-310-2485,2021-06-01
시흥시,맥시카나대야행복점,일반음식점,"경기도 시흥시 복지로43번길 19, 1층 (대야동)",경기도 시흥시 대야동 493 ,031-310-2485,2021-06-01
시흥시,팡제반점,일반음식점,"경기도 시흥시 군서로18번길 17, 101호 (정왕동)",경기도 시흥시 정왕동 1191-4 101호,031-310-2485,2021-06-01
시흥시,목로주점,일반음식점,"경기도 시흥시 호현로 16-5, 1층 3호 (대야동)",,031-310-2485,2021-06-01
시흥시,푸근한순예네,일반음식점,"경기도 시흥시 큰솔로12번안길 14-20, 1층 102호 (정왕동)",경기도 시흥시 정왕동 1420-14 102호,031-310-2485,2021-06-01
시흥시,마마엔파파,일반음식점,"경기도 시흥시 군자로 494, B동 1층 (거모동)",경기도 시흥시 거모동 1733-1 외 1필지 B동 ,031-310-2485,2021-06-01
시흥시,풍경카페,일반음식점,"경기도 시흥시 동서로 786, 1층 (물왕동)",경기도 시흥시 물왕동 221-1 1층 ,031-310-2485,2021-06-01
