시군명,시설명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
양평군,X_LIFE,경기도 양평군 옥천면 용천리 산29-1,***-****-****,2021-03-05,37.5608229002,127.5113068025
양평군,양평칠읍산밸리,경기도 양평군 용문면 화전로266번길 10-5,***-****-****,2021-03-05,37.4669154812,127.6047167256
포천시,아침햇살수련원,경기도 포천시 관인면 찬우물길 201-47,031-533-0573,2021-03-05,38.1617160994,127.2745428848
화성시,경기도사격테마파크,경기도 화성시 양감면 사격장길 142,031-352-6056,2021-03-05,37.0939160178,126.9565242306
여주시,아리수 수상레저,경기도 여주시 현암동 637-42번지,***-****-****,2021-03-05,37.3073517674,127.6320255520
광주시,곤지암리조트,경기도 광주시 도척면 도척윗로 278,02-1661-8787,2021-03-05,37.3374923833,127.2963227839
광주시,경기도 청소년 야영장,경기도 광주시 퇴촌면 우산리 388-3,031-763-9140,2021-03-05,37.4240321125,127.3769935250
용인시,신갈승마클럽,경기도 용인시 기흥구 지삼로201번길 9,031-286-6490,2021-03-05,37.2410371758,127.1359980881
의정부시,의정부실내빙상장,경기도 의정부시 체육로 136,031-850-5708,2021-03-05,37.7587942985,127.0238429208
용인시,에어필드,경기도 용인시 처인구 모현면 초부로 191-8,031-322-7479,2021-03-05,37.3148197598,127.2611727311
화성시,글램비 글램핑,경기도 화성시 서신면 해안길 80,031-357-7263,2021-03-05,37.1686435766,126.6276762789
파주시,파주스피드파크,경기도 파주시 파평면 덕천리 261-1,031-959-0420,2021-03-05,37.9360245725,126.8716115151
김포시,김포조각공원사계절썰매장,경기도 김포시 월곶면 용강로13번길 38,031-981-7300,2021-03-05,37.7208033540,126.5522087631
광주시,한솔캠핑농장,경기도 광주시 도척면 도척로584번길 86-10,***-****-****,2021-03-05,37.3003433946,127.3288404893
오산시,맑음터공원 물놀이장,경기도 오산시 누읍동 115-1,031-8031-6487,2021-03-05,37.1365864337,127.0631947836
용인시,골드펫글램핑,경기도 용인시 기흥구 고매동 5-73,031-286-9111,2021-03-05,37.2210164091,127.1387431503
안산시,베르아델 승마클럽,경기도 안산시 단원구 대부 남동 말부흥 7-11,032-882-2255,2021-03-05,,
시흥시,작은 쉼터 캠핑장,경기도 시흥시 죽율로 25,031-431-6660,2021-03-05,37.3486326481,126.7588816588
광명시,광명스피돔,경기도 광명시 광명로 721,02-2067-5114,2021-03-05,37.4668249807,126.8453441854
광명시,광명국민체육센터,경기도 광명시 사성로 74(철산동 63),02-2680-2276,2021-03-05,37.4868017616,126.8656773005
파주시,임진각 평화누리 캠핑장,경기도 파주시 문산읍 임진각로 148-40,031-1670-3856,2021-03-05,37.8920443606,126.7447897975
광주시,팀업캠퍼스 THE 포레스트(4-Rest) 캠핑장,경기도 광주시 곤지암읍 경충대로 729,031-763-4114,2021-03-05,37.3525263107,127.3236071245
파주시,임진각 아트스페이스 BEAT 131,경기도 파주시 문산읍 마정리 1400-5,070-4405-3323,2021-03-05,37.8903763782,126.7367401813
파주시,자유의 다리,경기도 파주시 문산읍 마정리 1297-16,031-940-4354,2021-03-05,37.8906881924,126.7391832352
파주시,임진각 장단역 증기기관차,경기도 파주시 문산읍 마정리 1400-5,031-953-4744,2021-03-05,37.8903763782,126.7367401813
파주시,임진각 평화누리공원,경기도 파주시 문산읍 마정리 618-13,031-956-8300,2021-03-05,37.8932684331,126.7490079227
화성시,제부도,경기도 화성시 서신면 제부리 224,031-369-1673,2021-03-05,37.1717936166,126.6208746916
화성시,제부도 워터워크,경기도 화성시 서신면 제부로 235-1,031-369-1673,2021-03-05,37.1740410798,126.6573183441
화성시,제부도 아트파크,경기도 화성시 서신면 제부리,031-369-1673,2021-03-05,,
화성시,제부도 경관벤치,경기도 화성시 서신면 해안산책로,031-369-1673,2021-03-05,,
화성시,제부도 탑재산 전망대,경기도 화성시 서신면 제부리,031-369-1673,2021-03-05,,
광주시,경기도 청소년 야영장,경기도 광주시 퇴촌면 천진암로 1243,031-763-9140,2021-03-05,37.4221082807,127.3767317776
가평군,은빛물결캠핑장,경기도 가평군 조종면 대보간선로260,***-****-****,2021-03-05,37.8011686822,127.3666763410
가평군,캡틴카라반&글램핑,경기도 가평군 상면 청군로 776-22,***-****-****,2021-03-05,37.7807231615,127.3715962087
포천시,소도캠핑장,경기도 포천시 일동 무리울길 28-28,***-****-****,2021-03-05,37.9569364800,127.3341807963
포천시,광릉숲이야기 관광농원/캠핑장,"경기도 포천시 소흘읍 직동리 76-4, 76-6",***-****-****,2021-03-05,37.7668111364,127.1699734804
남양주시,더드림핑&웨이브서프,경기도 남양주시 화도읍 북한강로 1630-18,***-****-****,2021-03-05,37.6526684235,127.3694363371
수원시,스포츠아일랜드,경기도 수원시 팔달구 창룡대로210번길 41,031-259-2154,2021-03-05,37.2901161410,127.0350030831
의정부시,장암아일랜드캐슬,경기도 의정부시 장곡로 22,031-894-0300,2021-03-05,37.7078219540,127.0531327921
여주시,복합테마파트 팜스퀘어,경기도 여주시 금사면 금품2로 835-64,***-****-****,2021-03-05,37.3840621379,127.5004179842
파주시,기산 오토캠핑&한옥펜션,경기도 파주시 광탄면 기산로 207-31,031-957-8010,2021-03-05,37.7753919346,126.9220506658
양주시,범산골캠핑장,경기도 양주시 광적면 비암리 757-10,,2021-03-05,37.8042216509,126.9141015484
포천시,백운힐링 캠핑장,경기도 포천시 이동면 포화로 320-1,,2021-03-05,38.0762021356,127.4182386172
용인시,용인 자연휴양림 야영장,경기도 용인시 처인구 모현면 초부로 220,031-336-0040,2021-03-05,37.3157725302,127.2688891995
파주시,반디캠프,경기도 파주시 광탄면 기산리 470-2,031-941-2121,2021-03-05,37.7748272325,126.9208514223
양평군,용문산관광지 야영장,경기도 양평군 용문산로 684-0,,2021-03-05,37.5472916411,127.5798217935
가평군,와이캠핑장,경기도 가평군 청평면 강변로 115,031-584-9878,2021-03-05,37.7317098738,127.4247811957
포천시,가래골농원 캠핑장,경기도 포천시 창수면 추동리 819-2,***-****-****,2021-03-05,37.9937382733,127.1592207483
파주시,JB 캠핑하우스,경기도 파주시 적성면 감악산로 1270-54 JB 캠핑하우스,,2021-03-05,37.9614352286,126.9270046861
양평군,서종힐링캠핑장,경기도 양평군 화서로 532-6,,2021-03-05,37.6478143983,127.4263848905
포천시,글램핑클럽레스피아 in 포천백운계곡(구 HJ글램핑),경기도 포천시 이동면 화동로 2440-34,***-****-****,2021-03-05,38.0595842180,127.3875365534
가평군,포세이돈수상레져,경기도 가평군 청평면 고재길 262-101,031-585-7461,2021-03-05,37.7014747418,127.5179349542
가평군,캠프통아일랜드,경기도 가평군 청평면 호반로 976,031-584-2624,2021-03-05,37.7105605363,127.4844341120
화성시,퀸승마클럽,경기도 화성시 봉담읍 매봉로 218,031-294-3744,2021-03-05,37.2307572545,126.9256701951
화성시,홀스메이트 승마장,경기도 화성시 매송면 화성로 2337-6,031-293-0277,2021-03-05,37.2519581104,126.9219798720
연천군,YC글램핑,경기도 연천군 미산면 백석리 산 68-1,***-****-****,2021-03-05,38.0381433013,126.9659635048
포천시,나무새 캠핑장,경기도 포천시 신북면 간자동길 138-74,***-****-****,2021-03-05,37.9715355852,127.1518101471
연천군,연천재인폭포오토캠핑장,경기도 연천군 연천읍 현문로 508번길 140,031-834-7271,2021-03-05,38.0645002275,127.1274076376
가평군,황토은펜션&글램핑펜션,경기도 가평군 설악면 장수로79번길 63-18,031-584-2963,2021-03-05,37.6077990823,127.5102534957
포천시,담터오지 캠핑장,경기도 포천시 관인면 삼율리 산341,033-455-7064,2021-03-05,38.1663751754,127.1877351431
양주시,휴리조트,경기도 양주시 만송로366번길 215-29,031-845-1111,2021-03-05,37.7849990364,127.0999124244
양평군,솔뜰캠핑장,경기도 양평군 옥천면 사기점길 53,***-****-****,2021-03-05,37.5413024856,127.4690179428
가평군,유명산힐링캠프,경기도 가평군 설악면 어비산길 201-62,***-****-****,2021-03-05,37.5908894378,127.5131849283
포천시,유식물원 오토캠핑장,경기도 포천시 신북면 간자동길 138-100,031-536-9922,2021-03-05,37.9728733535,127.1500732133
양평군,에덴펜션캠핑장,경기도 양평군 서종면 중미산로 491,***-****-****,2021-03-05,37.6028852060,127.3946398815
파주시,심학산야영장 글램핑가든,경기도 파주시 돌곶이길 57,***-****-****,2021-03-05,37.7139264182,126.6966237271
가평군,가평별빛누리글램핑,경기도 가평군 상면 청군로 261,***-****-****,2021-03-05,37.7538694212,127.4064138888
가평군,온더락,경기도 가평군 상면 행현리 480-2,***-****-****,2021-03-05,37.7598243047,127.3583607621
가평군,여우가 달을 사랑할때,경기도 가평군 가평읍 태봉두밀로596번길 78-16,031-582-4240,2021-03-05,37.8118955087,127.4309484214
파주시,별난독서 캠핑장,경기도 파주시 법원읍 술이홀로 1315,031-959-9506,2021-03-05,37.8849722461,126.8777884465
의정부시,서울YMCA 다락원 캠프장,경기도 의정부시 호원동 산119번지,031-873-5624,2021-03-05,,
안성시,금광관광농원 캠핑장,경기도 안성시 금광면 현곡리 589,***-****-****,2021-03-05,36.9585841568,127.3624544833
가평군,용수 그린랜드,경기도 가평군 조종면 운악청계로491번길 87,***-****-****,2021-03-05,37.8539090821,127.3479958066
양주시,일영모자농원캠핑장,경기도 양주시 장흥면 유원지로 316,031-855-5081,2021-03-05,37.7084995888,126.9530091060
동두천시,놀터글램핑,경기도 동두천시 신천로 274-57,031-867-1220,2021-03-05,37.9413484999,127.0523711301
용인시,한터팜오토캠핑장,경기도 용인시 처인구 양지면 한터로 432-12,***-****-****,2021-03-05,37.2607276174,127.2527275643
용인시,꽃주렁나무주렁캠핑장,경기도 용인시 처인구 이동면 어비리 205,***-****-****,2021-03-05,37.1144196806,127.2091488032
용인시,힐포인트 애견글램핑,경기도 용인시 수지구 동천로 541,070-7761-4882,2021-03-05,37.3513617665,127.0527815993
용인시,마운틴캠핑장,경기도 용인시 처인구 원삼면 죽능리 26-34,***-****-****,2021-03-05,37.1351779555,127.3286165169
용인시,연미향마을 캠핑장,경기도 용인시 처인구 원삼면 독성리 23-3,***-****-****,2021-03-05,37.1561928140,127.3305399512
용인시,별아래 캠핑장,경기도 용인시 처인구 양지면 한터로662번길 34-34,031-332-5501,2021-03-05,37.2561317710,127.2760293642
용인시,다누리골테마파크,경기도 용인시 처인구 이동면 묘봉로 277번길 41,031-307-2537,2021-03-05,37.1293724490,127.2435074324
용인시,용인랜드숲속캠핑장,경기도 용인시 처인구 양지면 한터로454번길 33-17,***-****-****,2021-03-05,37.2588731180,127.2582482245
용인시,캐리비안캠프,경기도 용인시 처인구 포곡읍 전대리 457-2,***-****-****,2021-03-05,37.2844634205,127.2086548785
용인시,구봉산오토캠핑장,경기도 용인시 처인구 원삼면 보개원삼로1372번길 41,***-****-****,2021-03-05,37.1177392382,127.3132346438
용인시,숲속에 안뜰,경기도 용인시 처인구 원삼면 사암리 82-1,***-****-****,2021-03-05,37.1830213135,127.3084211629
용인시,우리꽃 캠핑장,경기도 용인시 기흥구 신정로301번길 65,***-****-****,2021-03-05,37.2961918639,127.0938844955
용인시,용인자연휴양림,경기도 용인시 처인구 모현면 초부로220,031-336-0040,2021-03-05,37.3157725302,127.2688891995
파주시,하늘연캠핑장,경기도 파주시 적성면 마지초교길 22-61,***-****-****,2021-03-05,37.9511884736,126.9216549826
가평군,클럽노블픽,경기도 가평군 청평면 모꼬지로 154,031-584-5588,2021-03-05,37.6892535128,127.3691680657
안산시,카라반랜드,경기도 안산시 단원구 수영목길 27-75,***-****-****,2021-03-05,37.2154081049,126.5953215254
포천시,산정호수 가족글램핑장,경기도 포천시 영북면 산정호수로411번길 13,***-****-****,2021-03-05,38.0660294614,127.3167549407
안성시,산우물쉼터캠핑장,경기도 안성시 양성면 산정산우물길 172-16,070-8878-5532,2021-03-05,37.0836940661,127.1928393668
양주시,장흥수목원 캠핑장,경기도 양주시 장흥면 권율로309번길 169,031-855-1053,2021-03-05,37.7455374338,126.9496833056
연천군,캠핑브릿지,경기도 연천군 장남면 술이홀로63번길41-17,***-****-****,2021-03-05,37.9706913778,126.8911149398
파주시,임진강 폭포어장캠핑장,경기도 파주시 파평면 청송로 550,031-959-2222,2021-03-05,37.9377754310,126.8703675585
여주시,이포보웰빙캠핑장,경기도 여주시 대신면 천서리 755,031-883-6384,2021-03-05,37.3935889196,127.5482854376
가평군,이우글램핑&오토캠핑장,경기도 가평군 상면 원흥리 466,031-585-8740,2021-03-05,37.8154804123,127.3237323928
동두천시,산야초 자연캠핑장,경기도 동두천시 광암동 쇠목길 320 산야초 자연캠핑장,,2021-03-05,37.9066018265,127.1074337959
파주시,은사시캠핑장,경기도 파주시 적성면 자장로 115,***-****-****,2021-03-05,37.9564985710,126.8445960708
양주시,비타민 캠핑장,경기도 양주시 백석읍 기산로440번길 110-43 비타민 캠핑장,031-871-3388,2021-03-05,37.7703357168,126.9369756507
가평군,보리산 캠핑장,경기도 가평군 설악면 한서로 421-259,031-585-6050,2021-03-05,37.6690850993,127.5373737220
가평군,유명산 파크밸리,경기도 가평군 설악면 유명로 626,***-****-****,2021-03-05,37.6021839368,127.4935425331
가평군,위크팜글램핑,경기도 가평군 상면 원흥길 41,***-****-****,2021-03-05,37.8181045242,127.3253569174
평택시,울성캠핑낚시터,경기도 평택시 울성길 237-20,***-****-****,2021-03-05,37.0163323415,127.0591254723
연천군,물꽃 캠핑장,경기도 연천군 군남면 청정로 2122 물꽃 캠핑장,***-****-****,2021-03-05,38.0377397597,127.0290052005
평택시,진위천유원지 오토캠핑장,경기도 평택시 진위면 진위서로 264-15,031-665-6231,2021-03-05,37.0981452395,127.0864814590
파주시,기산 오토캠핑&한옥펜션,경기도 파주시 광탄면 기산로 207-31,031-957-8010,2021-03-05,37.7753919346,126.9220506658
양주시,글램핑코리아 애견캠핑장,경기도 양주시 백석읍 권율로 848,02-546-5522,2021-03-05,37.7738387574,126.9613849441
파주시,동화힐링캠프,경기도 파주시 파평면 파평산로363번길 32-9,031-952-2002,2021-03-05,37.8922353455,126.8411060387
양주시,미술관 옆 캠핑장,경기도 양주시 장흥면 석현리 394,031-828-9881,2021-03-05,37.7310619458,126.9496202274
고양시,어썸타운,경기도 고양시 덕양구 내유길 178-1,02-712-5999,2021-03-05,37.7236086770,126.8671354265
안산시,탄도항 노을펜션 캠핑장,경기도 안산시 단원구 대부황금로 17-2,032-888-0711,2021-03-05,37.1944177599,126.6454752338
의왕시,왕송호수 캠핑장,경기도 의왕시 왕송못동로 307,031-8086-7371,2021-03-05,37.3071089670,126.9531542268
김포시,동막골 캠핑장,경기도 김포시 월곶면 문수산로252번길 19,***-****-****,2021-03-05,37.7511505540,126.5367019599
남양주시,힐링별밤수목원캠핑장,경기도 남양주시 수동면 비룡로 1516-19,***-****-****,2021-03-05,37.7496514645,127.2737443191
안양시,병목안캠핑장,경기도 안양시 만안구 병목안로247번길 37,031-389-5299,2021-03-05,37.3826643893,126.9103827463
양평군,산음숲자연학교캠프장,경기도 양평군 단월면 봉미산샘골길 1 산음숲자연학교,031-771-2504,2021-03-05,37.6054490355,127.6007867051
양평군,양평 산울림오토캠핑장,경기도 양평군 양동면 불개터길 65-19,***-****-****,2021-03-05,37.3927967470,127.7610929904
가평군,화악산 네스트펜션 캠핑장,경기도 가평군 북면 화악산로 943-50,***-****-****,2021-03-05,37.9362801689,127.5413209148
포천시,포천 썬오브캠핑장,경기도 포천시 이동면 금강로6263번길 14,031-542-5420,2021-03-05,38.0879495002,127.3897053893
포천시,포천 자연마을 서울캠핑장,경기도 포천시 관인면 북원로 371-115,031-533-9535,2021-03-05,38.1237556519,127.2525945795
여주시,흙의 사랑 캠핑장,경기도 여주시 능서면 번도리 239-1,***-****-****,2021-03-05,37.3035039201,127.5813914084
양평군,갈기산캠핑장,경기도 양평군 청운면 신론새터길 23,***-****-****,2021-03-05,37.5595489495,127.7885645733
양평군,와글와글 캠핑스토리 캠프산음,경기도 양평군 단월면 석산로 837,031-772-4707,2021-03-05,37.5999916816,127.6055713435
양평군,소노문양평(구대명리조트양평)별헤는밤캠핑장,경기도 양평군 개군면 신내길7번길 55,031-770-7516,2021-03-05,37.4692648893,127.5326147650
양평군,청운오토캠핑장,경기도 양평군 청운면 수풀길 37,031-775-1231,2021-03-05,37.5427823480,127.7025364516
양평군,양평 오커빌리지,경기도 양평군 용문면 장수길 22,031-775-5071,2021-03-05,37.5088399491,127.5643700471
여주시,파인글램핑,경기도 여주시 가남읍 경충대로 1483-25,031-883-7103,2021-03-05,37.2148836294,127.5317723397
남양주시,수산아카데미캠핑장,경기도 남양주시 수동면 철마산로 316-31,031-592-6827,2021-03-05,37.7190967179,127.2646918386
양주시,대궐오토캠핑장,경기도 양주시 백석읍 기산로440번길 177,031-871-8989,2021-03-05,37.7687249390,126.9394063010
양주시,기산골캠핑장,경기도 양주시 백석읍 기산로 413,031-876-0766,2021-03-05,37.7767003305,126.9353716959
연천군,연천수영장펜션,경기도 연천군 신서면 연신로 1622-1,***-****-****,2021-03-05,38.2145976156,127.1392319400
이천시,청암관광농원&글램핑,경기도 이천시 부발읍 황무로 1720번길 74,031-632-5082,2021-03-05,37.2674838260,127.5162637832
양평군,금물산하늘소캠프,경기도 양평군 청운면 삼백골길 45,,2021-03-05,37.5494574074,127.7907558855
동두천시,벨라캠핑장,경기도 동두천시 탑신로237번길 39,***-****-****,2021-03-05,37.8984884288,127.1178728594
부천시,여월농업공원 캠핑장,경기도 부천시 원미로281번길 75,032-202-7992,2021-03-05,37.5096755134,126.7937482967
포천시,포천 이동 생태공원 캠핑장,경기도 포천시 이동면 성장로1289번길 76,031-533-5898,2021-03-05,38.0410518936,127.3682825027
파주시,청풍명월 야영장,경기도 파주시 탄현면 문지리 264-2,031-947-1021,2021-03-05,37.8321328937,126.7258742453
여주시,금은모래 강변 캠핑장,경기도 여주시 연양동 304-3,031-887-2859,2021-03-05,37.2931019768,127.6670927764
양주시,장흥수목원 캠핑장,경기도 양주시 장흥면 권율로309번길 169,031-855-1053,2021-03-05,37.7455374338,126.9496833056
가평군,한송캠핑장,경기도 가평군 설악면 묵안리 171-4,***-****-****,2021-03-05,37.6013226217,127.5350627067
가평군,가평 물골 숲 계곡 캠핑장,경기도 가평군 상면 물골길 120,***-****-****,2021-03-05,37.8367538891,127.3143232869
양평군,양평신화캠핑장,경기도 양평군 강상면 강상로 326,***-****-****,2021-03-05,37.4674175398,127.4691050024
가평군,호명산캠프,경기도 가평군 청평면 하천리 산4,031-584-5552,2021-03-05,37.7456612319,127.4473405280
포천시,몬테비얀코캠핑장,경기도 포천시 이동면 늠바위길 181,***-****-****,2021-03-05,38.0292279529,127.3864321440
포천시,풍혈산 캠핑장,경기도 포천시 일동면 성장로 397,***-****-****,2021-03-05,38.0142153913,127.2953074662
용인시,용인제일오토캠핑장,경기도 용인시 처인구 원삼면 문촌로174,***-****-****,2021-03-05,37.1595985189,127.2952355365
포천시,비둘기낭캠핑장,경기도 포천시 영북면 비둘기낭길 116,031-540-6501,2021-03-05,38.0772268577,127.2220805552
포천시,금동산야 캠핑장,경기도 포천시 신북면 금동리 277-4,***-****-****,2021-03-05,37.9392432095,127.1276967852
화성시,제부도 해안산책로,경기도 화성시 서신면 해안산책로,031-369-1673,2021-03-05,,
용인시,플라이스테이션,경기도 용인시 처인구 포곡읍 마성리 72-17,070-4820-6328,2021-03-05,37.2808942104,127.1992029641
가평군,가평캠핑스마일,경기도 가평군 조종면 연인산로474번길 91-27,***-****-****,2021-03-05,37.8456319944,127.3850775733
가평군,캠프수풀이,경기도 가평군 임초밤안골로 230,***-****-****,2021-03-05,37.7511176452,127.3662099661
가평군,토토큰바위캠프,경기도 가평군 북면 화악산로 1246,031-581-1979,2021-03-05,37.9621784066,127.5278795065
양평군,양평 수목원캠핑장,경기도 양평군 지평면 옥현리 1503-1,031-1666-5492,2021-03-05,37.4497239928,127.6137780953
포천시,청담관광농원 (캠핑플래닛),경기도 포천시 화현면 봉화로 400-134,***-****-****,2021-03-05,37.8862495339,127.2852906671
구리시,구리승마클럽,경기도 구리시 왕숙천로 11-44,031-563-2370,2021-03-05,37.5847760866,127.1600075227
의왕시,바라산자연휴양림,경기도 의왕시 북골안길 96,031-8086-7482,2021-03-05,37.3727995937,127.0190878260
연천군,연천 미라클타운,경기도 연천군 군남면 군중로 134,031-834-7271,2021-03-05,38.1308422320,127.0453515078
포천시,준글램핑,경기도 포천시 이동면 금강로 6217-16,031-533-5966,2021-03-05,38.0835604185,127.3898488169
용인시,용인레포츠(구 레포츠매니아),경기도 용인시 처인구 양지면 죽양대로2071번길 50,031-321-1574,2021-03-05,37.2144257942,127.3136390086
하남시,미사리경정공원,경기도 하남시 미사대로 505,031-790-8883,2021-03-05,37.5536314599,127.2132471118
이천시,지산포레스트리조트,경기도 이천시 마장면 지산로 267,031-644-1200,2021-03-05,37.2190011794,127.3420541538
남양주시,스타힐리조트,경기도 남양주시 화도읍 먹갓로 96,02-2233-5311,2021-03-05,37.6634936689,127.2694254396
남양주시,시즌파이브,경기도 남양주시 오남읍 팔현로 207번길 105,031-575-8799,2021-03-05,,
양평군,미리내승마클럽,경기도 양평군 지평면 월산저수지길 21,031-774-0300,2021-03-05,37.4809914415,127.6497639185
남양주시,사계절썰매장,경기도 남양주시 진접읍 해밀예당1로 96,031-560-1560,2021-03-05,37.7170970349,127.1910487704
가평군,가평 사계절썰매장,경기도 가평군 상면 깃대봉길 5-20번지,031-8078-8048,2021-03-05,37.7554885586,127.4024044961
화성시,토닥토닥글램핑,경기도 화성시 서신면 해안길178번길 48-6,***-****-****,2021-03-05,37.1656096114,126.6196467768
여주시,아트항공레져,"경기도 여주시 가남읍 가여로 300 ㈜승진항공기술 경기도 안성시 공도읍 신두만곡로 250-91""",031-881-4009,2021-03-05,37.2228254513,127.6076584547
파주시,헤이리 카트랜드,경기도 파주시 탄현면 필승로 398-30,031-944-1580,2021-03-05,37.7774211594,126.6844795029
광주시,꽃과 나무 캠핑장,경기도 광주시 오포읍 고산리 573-10,***-****-****,2021-03-05,37.3741741809,127.2107060382
오산시,오산시 맑음터 공원 캠핑장,경기도 오산시 오산천로 52 (맑음터공원 내 비위생매립지),031-8036-6891,2021-03-05,37.1382527309,127.0644453814
안성시,비봉산캠핑장,경기도 안성시 삼죽면 상삼로 188-38,***-****-****,2021-03-05,37.0889867135,127.4076877836
남양주시,산여울캠핑장,경기도 남양주시 수동면 비룡로1742번길 7,***-****-****,2021-03-05,37.7656239276,127.2838686795
시흥시,물왕숲캠핑파크,경기도 시흥시 동서로 706-88,031-486-4700,2021-03-05,37.3809234210,126.8273752413
광명시,광명시민체육관,경기도 광명시 오리로 703(하안동 577),02-2680-2888,2021-03-05,37.4625215090,126.8711631550
하남시,하남종합운동장 국민체육센터,경기도 하남시 아리수로 600,031-790-2000,2021-03-05,37.5672595780,127.1916460424
광주시,악티바(ACTIVAR),경기도 광주시 곤지암읍 경충대로 729 팀업캠퍼스 2층,031-763-4114,2021-03-05,37.3525263107,127.3236071245
파주시,임진강 독개다리,경기도 파주시 문산읍 마정리 1400-5,070-4405-3323,2021-03-05,37.8903763782,126.7367401813
양평군,와글와글 캠핑스토리 캠프산음,경기도 양평군 단월면 석산로 837,031-772-4707,2021-03-05,37.5999916816,127.6055713435
가평군,가평명지산카라반글램핑,경기도 가평군 북면 가화로 2932-23,***-****-****,2021-03-05,37.9814036635,127.4476084770
양평군,오목골캠핑장,경기도 양평군 청운면 다대리 산45-2번지 외 4필지,,2021-03-05,37.5636277880,127.7324502717
여주시,예터캠핑&엘리스숲미술관,경기도 여주시 점동면 오갑산길 148-124,***-****-****,2021-03-05,37.1645971550,127.6911043808
여주시,여주참숯마을오토캠핑장,경기도 여주시 강천면 이호리 65-6,031-886-1119,2021-03-05,37.2887606336,127.6998003020
연천군,랩도그빌반려견전용캠핑장,경기도 연천군 청산면 청창로200번길 33,031-832-0506,2021-03-05,38.0081747923,127.0882342261
연천군,땅에미소 오토캠핑장,경기도 연천군 청산면 거저울길 339 땅에미소 오토캠핑장,031-833-3217,2021-03-05,38.0557827660,127.0863490529
고양시,북한산펜션 둥글이네펜션캠핑장,경기도 고양시 덕양구 북한산로 387번길 45-12,***-****-****,2021-03-05,37.6623947386,126.9487217077
포천시,도마치캠핑장,경기도 포천시 이동면 화동로 2318-6,***-****-****,2021-03-05,38.0499354714,127.3823882060
남양주시,에이제이오토캠핑장,경기도 남양주시 수동면 비룡로 1738-23,031-592-7970,2021-03-05,37.7650302833,127.2845402764
연천군,에브라임캠핑장,경기도 연천군 신서면 연신로 866,***-****-****,2021-03-05,38.1590950263,127.1046456594
양평군,양평드림캠핑장,경기도 양평군 용문면 금곡리 231-21,***-****-****,2021-03-05,37.5000855754,127.6230767229
평택시,덕암호캠핑장,경기도 평택시 안골길 85-48,***-****-****,2021-03-05,37.0634087514,127.1063207710
양평군,양평 힐인힐 야영장,경기도 양평군 지평면 옥현리 1504-5외 12필지,,2021-03-05,37.4484753702,127.6113043522
양평군,양평 프라자 관광농원,경기도 양평군 옥천면 신복리 281,,2021-03-05,37.5548744832,127.4541495728
안산시,대부도캠핑성,경기도 안산시 단원구 부흥로 232-68,***-****-****,2021-03-05,37.2192219022,126.5966285028
양주시,대궐오토캠핑장,경기도 양주시 백석읍 기산로440번길 177,031-871-8989,2021-03-05,37.7687249390,126.9394063010
양주시,안태울영농조합법인,경기도 양주시 광적면 화합로81번길 375-66,031-871-1388,2021-03-05,37.8720229149,126.9507107851
가평군,녹천농원캠핑펜션,경기도 가평군 조종면 운악청계로333번길 55-19,***-****-****,2021-03-05,37.8457889974,127.3485694145
가평군,네스트캠핑장,경기도 가평군 북면 화악산로 943-50,***-****-****,2021-03-05,37.9362801689,127.5413209148
포천시,낭만가족 캠핑장,경기도 포천시 신북면 지동길 205,031-536-8610,2021-03-05,37.9310562635,127.1218804976
포천시,꿈에그린 캠핑장,경기도 포천시 이동면 화동로1870번길 31,***-****-****,2021-03-05,38.0138902038,127.3710310302
양평군,신화가족목공체험 캠핑소,경기도 양평군 강상면 강상로 326,,2021-03-05,37.4674175398,127.4691050024
김포시,김포한강오토캠핑장,경기도 김포시 하성면 월하로912번길 64,031-989-1000,2021-03-05,37.7025963788,126.6527656974
남양주시,새연글램핑 남양주점,경기도 남양주시 수동명 지둔로445번안길 10-6,***-****-****,2021-03-05,37.7265110271,127.2966465783
양평군,스마일캠핑장,경기도 양평군 단월면 석산리 142-1,031-775-1900,2021-03-05,37.6457826704,127.6176236302
여주시,금은모래 캠핑장,경기도 여주시 강변유원지길 107 금은모래 캠핑장,031-887-2859,2021-03-05,37.2931019768,127.6670927764
양주시,글램핑코리아 애견캠핑장,경기도 양주시 백석읍 권율로 848 글램핑코리아 애견캠핑장,02-546-5522,2021-03-05,37.7738387574,126.9613849441
연천군,숲속의 쉼터,경기도 연천군 전곡읍 양원로268번길 85,***-****-****,2021-03-05,37.9690162552,127.0288184211
파주시,귀한농부학교 캠핑장,경기도 파주시 법원읍 금곡리 422,,2021-03-05,37.8825725481,126.8722706726
가평군,국립유명산자연휴양림(일반),경기도 가평군 설악면 유명산길 79-53,031-589-5487,2021-03-05,37.5932243492,127.4911984972
포천시,광릉솔개캠핑장,경기도 포천시 소흘읍 광릉수목원로779번길 120,031-544-1260,2021-03-05,37.7642489402,127.1443485115
남양주시,수동벨하우스펜션&오토캠핑장,경기도 남양주시 수동면 지둔로445번길 101,031-592-6877,2021-03-05,37.7276009657,127.2962577659
연천군,고대산캠핑리조트,경기도 연천군 신서면 고대산길 84-12,031-932-8188,2021-03-05,38.2124865269,127.1474211256
평택시,솔밭마을글램핑,경기도 평택시 지산로140번길 241-15,031-663-4787,2021-03-05,37.0717832232,127.0750376751
