시설명,사업분류,프로그램명,프로그램내용,대상지역,서비스 이용자격,이용가능인원,신청방법,요금구분,이용료,운영기간(일시),연락처,기준일
우만종합사회복지관,지역조직사업,수원시복지관 주민조직화 네트워크-복.주.네,"수원시복지관에 근무하는 지역조직화 실무자 간의 업무 교류, 협업, 공동 활동을 수행하는 모임",수원시,복지관 주민조직화 실무자,20,,무료,0,연 10회,031-254-1992,2020-12-31
우만종합사회복지관,지역조직사업,우만마을 가족축제,"가정의 달 5월, 우만동을 넘어 수원시민의 가족 나들이, 축제의 장을 마련",수원시,지역주민 누구나,999,행사참여,무료,0,연 1회,031-254-1992,2020-12-31
우만종합사회복지관,지역조직사업,차 한잔의 여유-주민쉼터,차 한잔의 쉼의 공간으로 음료 가격도 주민이 정하는 자율요금 카페,수원시,지역주민 누구나,999,자유이용,부분유료,,"연 중(주말, 공휴일 제외)",031-254-1992,2020-12-31
우만종합사회복지관,지역조직사업,마을가게-어울청,"주민이 판매하고 싶은 물건을 위탁하면, 가격과 판매 진열을 어울청 공간에 지원하는 주민 위탁 판매 공간",수원시,지역주민 누구나,50,"전화, 내방접수",무료,0,"연 중(주말, 공휴일 제외)",031-254-1992,2020-12-31
우만종합사회복지관,지역조직사업,후원개발,어려운 이웃의 주민복지증진을 위한 다양한 신규 후원 개발 활동,수원시,지역주민 누구나,999,"전화, 내방접수",무료,0,"연 중(주말, 공휴일 제외)",031-254-1992,2020-12-31
우만종합사회복지관,지역조직사업,후원모금,"어려운 이웃의 주민복지증진을 위한 이벤트, 모금캠페인, 바자회 등의 모금 활동",수원시,지역주민 누구나,999,행사참여,무료,0,연 4회,031-254-1992,2020-12-31
우만종합사회복지관,지역조직사업,후원관리,"후원자와 후원금, 후원품에 대한 체계적인 관리로 효율적인 운영을 위한 활동",수원시,후원자,,,무료,0,-,031-254-1992,2020-12-31
우만종합사회복지관,지역조직사업,"자원봉사자, 후원자 감사의 밤","우만종합사회복지관의 자원봉사자, 후원자의 활동을 격려하고 지지하고 감사의 마음을 전하는 행사",수원시,"자원봉사자, 후원자",200,,무료,0,연 1회,031-254-1992,2020-12-31
우만종합사회복지관,지역조직사업,자원봉사자개발관리사업,"자원봉사자 모집 및 상시적인 교육, 활동 배치, 간담회 및 나들이를 통해 활동 독려",수원시,지역주민 누구나,200,"전화,내방, 인터넷 접수",무료,0,수시,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,여성동아리 꽃누리방,"지역 여성들의 문화활동 지원 및 인권 성장, 역량강화를 위한 동아리 활동 진행",수원시,지역 내 60세 미만 여성,10,"전화, 내방",무료,0,월 2회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,우리동네 상담실,복지 관련 종합상담 및 심리상담(해결중심) 진행,수원시,지역주민 누구나,20,전화.내방접수,무료,0,월 2회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,교육의 연결고리,지역사회 통합을 위한 열린 강좌 진행,수원시,지역주민 누구나,300,"전화,내방,면접",무료,0,연 3회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,주민만남,"우만 3단지 내, 외 주민을 만나고, 주민의 소리를 듣고 주민의 욕구를 발견하기 위한 주민과 만남 진행",수원시,지역주민 누구나,999,행사참여,무료,0,"연 중(주말, 공휴일 제외)",031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,주민인식변화캠페인,주민과 함께하는 지역사회인식변화캠페인을 통해 주민의 인식개선을 도모하고 주민과 주민 간의 관계를 개선,수원시,지역주민 누구나,999,행사참여,무료,0,연 2회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,우만영화관,"영화라는 문화경험을 통해 주민과 주민이 만나는 기회를 마련하고, 자연스레 대화를 할 수 있는 장을 형성",수원시,지역주민 누구나,50,행사참여,무료,0,연 4회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,우만Talk,"토크쇼 형식의 주민소통채널. 주민의 소리, 복지관의 소리, 지역사회의 소리를 함께 모아 더 나은 지역사회, 복지관, 주민이 되고자 하는 소통의 장 마련",수원시,지역주민 누구나,100,행사참여,무료,0,연 1회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,우만라온페스티벌,우만동 주민 전체가 모일 수 있는 우만동 주민 축제,수원시,우만동 지역주민,500,행사참여,무료,0,연 1회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,마을만들기협의회,"주민단체 및 행정복지센터와의 지속적인 파트너쉽 형성을 위해 정기회의 진행(시정 및 구정 보고, 주민 활동 안내 등)",수원시,우만 1동 마을만들기협의회원,10,,무료,0,연 10회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,관리소통장단복지관합동간담회,우만3단지 내 관리사무소 및 통장과 복지관의 관계성을 증진하고 지역복지 발전을 위해 분기별 합동 간담회 진행,수원시,"우만 주공 3단지 관리소, 통장단",15,,무료,0,연 4회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,주민참여위원회,"지역주민이 지역의 문제와 현안을 발굴 하고 아젠다를 형성하고 실천하기 위해 정기회의 진행, 주민참여예산제 신청, 주민 이벤트 등",수원시,우만 주공 3단지에 거주하는 주민,15,내방접수,무료,0,연 12회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,"주민동아리-뜨개뜨개, 포토포토","주민이 선생님이 되고, 주민이 학생이 되는 뜨개질 동아리, 스마트폰 동아리",수원시,지역 내 55세 이상인 주민,20,"전화, 내방접수",무료,0,문의,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,주민벼룩시장-도깨비장터,주민들의 소소한 경제활동을 지원하는 주민벼룩시장,수원시,지역주민 누구나,50,전화접수,무료,0,연 6회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,청소년이 지역사회문제를 진단하고 해결안을 기획하는-청.진.기,"지역사회 이해 교육 진행 및 청소년의 지역사회 참여 활동 기회 제공(지역 내 나눔 활동, 캠페인 등)",수원시,수원시 거주 또는 수원시 내 학교에 재학 중인 14~19세 청소년 ,20,전화접수,부분유료,,연 1회,031-254-1992,2020-12-31
우만종합사회복지관,특수시책사업,우리들이 만드는 동생동락-우만동동가게,인근 가게 방문 및 만남을 통해 복지관 인지도를 향상하고 서로에게 힘이 되는 우호적인 관계 맺기 ,수원시,지역 인근 상가,200,행사참여,무료,0,문의,031-254-1992,2020-12-31
영통종합사회복지관,사례관리기능,영통사례관리,복합적인 욕구를 가진 대상자에게 맞춤형 서비스를 제공 및 연계하여 삶의 질 향상 도모,영통구,"만성적, 복합적 욕구가 있는 클라이언트와 그 가족",105,직접 신청 또는 연계 기관의뢰를 통해접수 상담후 사례판정회의를 통해 사례관리 당상자로 선정,무료,0,연중,031-201-8373,2020-12-31
영통종합사회복지관,사례관리기능,이음누리,사회복지학과 대학생을 대상으로 사례관리 교육을 실시하고 사례관리 매뉴얼에 따라 체계적이고 전문적인 준사례관리자를 양성하기 위한 프로그램,영통구,"사례관리 대상아동 , 사회복지학과대학생",12,"전화,내방접수 상담후 대상자 선정",무료,0,월2회,031-201-8381,2020-12-31
영통종합사회복지관,사례관리기능,꿈꾸는 아이들,취약계층 아동청소년이 자기탐색 및 꿈을 위해 주도적으로 실천이 가능하도록 돕기 위한 프로그램,영통구,취약계층 아동,11,"전화,내방접수 상담후 대상자 선정",무료,0,월1회,031-201-8309,2020-12-31
영통종합사회복지관,서비스제공기능,노인사회활동지원,경제적 어려움을 겪고 있는 어르신들에게 경제할동에 참여하게함으로써 자립을 지원하는 사업,영통구,수원시 거주 만65세 이상 기초연금수급자,54,"전화,내방접수 상담후 대상자 선정",무료,0,3월~11월,031-201-8329,2020-12-31
영통종합사회복지관,서비스제공기능,생활경제지원서비스,저소득 대상자에게 후원금 및 생필품을 제공하여 경제적 어려움을 감소시키고 삶의 질을 향상시키고자 지원하는 사업,영통구,수원시 거주 경제적 지원이 필요한 저소득 대상자,100,"전화,내방접수 상담후 대상자 선정",무료,0,연중,031-201-8376,2020-12-31
영통종합사회복지관,서비스제공기능,급식서비스,저소득 독거어르신 대상으로 도시락 및 경로식당 운영,수원시,60세 이상 저소득 독거어르신,40,"전화,내방접수 상담후 대상자 선정",무료,0,월~금,031-201-8312,2020-12-31
영통종합사회복지관,서비스제공기능,정서지원서비스,"지역 내 후원업체와 연계하여 매월 정기적으로 외식 및 생신축하서비스, 외부 나들이 제공",수원시,"(수급자,차상위,저소득)세대",30,"전화,내방접수 상담후 대상자 선정",무료,0,"상,하반기",031-201-8329,2020-12-31
영통종합사회복지관,서비스제공기능,반달어린이도서관,"양서구입, 쾌적한 독서환경조성, 독서문화프로그램 운영","수원시,용인시, 화성시","지역어린이, 주민",999,내방접수,무료,0,월~토,031-201-8350,2020-12-31
영통종합사회복지관,서비스제공기능,아동발달지원센터,만25개월~만12세까지 발달지연상 어려움을 가진 아동을 대상으로 치료진행,"수원시,용인시, 화성시","발달장애판정 아동, 월별",200,"전화,내방접수 상담후 대상자 선정, 언어치료 1회(27,500원), 인지치료 1회(27,500원), 놀이치료 1회(30,000원), 미술치료 1회(30,000원), 감각통합치료 1회(30,000원)",문의,,월~금,031-201-8393,2020-12-31
영통종합사회복지관,서비스제공기능,영통놀이문화확산프로젝트 '떴다맘!놀이터',주부활동가양성을 통해 영통 내 지역주민 주도 놀이마당 진행,영통구,영통구내 주부,10,"전화,내방접수 상담후 대상자 선정",무료,0,3월~11월,031-201-8318,2020-12-31
영통종합사회복지관,서비스제공기능,장애청소년 사회적응력향상 프로그램 '그루터기',"(지적,자폐)장애청소년을 대상으로 다양한 여가 및 학습 프로그램을 제공하여 여가,교육,사회성 증진을 도모",영통구,장애청소년,55,"전화,내방접수 상담후 대상자 선정, 제과제빵교실 유료",문의,,월~토,031-201-8368,2020-12-31
영통종합사회복지관,서비스제공기능,"신노년상 제시를 위한 우리동네 시니어 휴먼라이브러리 프로젝트 ""알고보면 쓸모있는 신비한 사람책""(알쓸신사)",시니어자서전 발간을 기반으로 지역 내 시니어 사람책 배포,영통구,지역주민 55세이상,10,"전화,내방접수 상담후 대상자 선정",무료,0,3월~11월,031-201-8318,2020-12-31
영통종합사회복지관,서비스제공기능,어린이 차세대 리더양성 프로그램 '리더스카우트',"학령기 아동에게 경제, 인성교육과 지역사회공헌 활동을 제공",영통구,아동,15,"전화,내방접수 상담후 대상자 선정",무료,0,1월~9월,031-201-8318,2020-12-31
영통종합사회복지관,지역조직화기능,영통누구나학교,지역주민의 재능나눔 교육 강좌,수원시,지역주민,999,"전화,내방접수",무료,0,상시,031-201-8385,2020-12-31
영통종합사회복지관,지역조직화기능,아파트공동체,아파트 주민 간 긍정적 관계형성 프로그램,영통구,영통 내 아파트 단지 주민,999,"전화,내방접수 상담후 대상자 선정",무료,0,3월~11월,031-201-8375,2020-12-31
영통종합사회복지관,지역조직화기능,우주인기자단,"주민기자가 제작,배포하는 주민주도형 마을기지단",영통구,영통구내 주민 기자단,10,"전화,내방접수 상담후 대상자 선정",무료,0,1월~12월,031-201-8375,2020-12-31
영통종합사회복지관,지역조직화기능,노인생애체험센터,노인의 올바른 이해와 태도양성 체험,누구나,지역주민,15,"전화,내방접수",무료,0,3월~12월,031-201-8375,2020-12-31
영통종합사회복지관,지역조직화기능,영통조직가역량강화,"지역조직 실무자의 역량강화를 위한 스터디, 네트워크",영통동,조직팀원,5,,무료,0,상시,031-201-8375,2020-12-31
영통종합사회복지관,지역조직화기능,사회복지현장실습,예비 사회복지사들의 전문성 향상을 위한 현장교육 실시,누구나,사회복지학과 및 관련학과 재학생(학기별4명내외),8,"본 복지관 홈페이지 및 사회복지협회 홈페이지 게시 신청, 학기별 선발과정을 통해 실습생 선정",유료,130000,"1월, 7월(20일)",031-201-8313,2020-12-31
영통종합사회복지관,지역조직화기능,후원자 개발 및 관리,후원자 개발 및 지속적인 후원자 관리를 통해 복지사업의 원활한 운영을 도모하고자 함,수원시,후원자 및 후원업체,999,"전화,내방접수 상담후 대상자 선정",무료,0,상시,031-201-8314,2020-12-31
영통종합사회복지관,지역조직화기능,청소년 자원봉사학교,지역 내 청소년을 대상으로 자원봉사(캠페인) 활동 진행,수원시,"수원시중,고등학생",30,"전화,내방접수",무료,0,1월,031-201-8317,2020-12-31
영통종합사회복지관,지역조직화기능,영통메이트 가족봉사단,지역사회 주민의 가족 건강성 증진을 위한 가족봉사단,수원시,수원시 지역주민세대,20,"전화,내방접수 상담후 대상자 선정",무료,0,9월~12월,031-201-8317,2020-12-31
영통종합사회복지관,지역조직화기능,지역사회연계,지역사회연계협약,수원시 및 각동,지역내 공공기관 및 상가 등,999,"전화,내방접수 상담후 대상자 선정",무료,0,상시,031-201-8307,2020-12-31
광교종합사회복지관,서비스제공기능,가족상담실,"개인상담, 집단상담, 심리검사 등",수원시,지역주민 누구나,80,홈페이지 및 대면접수,유료,30000,연중,070-4754-9939,2020-12-31
광교종합사회복지관,서비스제공기능,일반치료사업,"언어치료, 놀이치료",수원시,만36개월~초등학생,50,홈페이지 및 대면접수,유료,30000,연중,070-4754-9939,2020-12-31
광교종합사회복지관,서비스제공기능,발달재활바우처,"언어치료, 놀이치료",수원시,만36개월~초등학생(발달재활바우처 소지자),10,홈페이지 및 대면접수,유료(바우처),27500,연중,070-4754-9939,2020-12-31
광교종합사회복지관,서비스제공기능,꿈e든 바우처,"언어치료, 놀이치료",수원시,만36개월~초등학생(꿈e든 카드 소지자),10,홈페이지 및 대면접수,유료(바우처),30000,연중,070-4754-9939,2020-12-31
광교종합사회복지관,서비스제공기능,창의팡팡 독서놀이A,독서활동,수원시,6-7세 아동,8,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,창의팡팡 독서놀이B,독서활동,수원시,6-7세 아동,8,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,꿈꾸는 아동미술(유아),다양한 재료를 활용한 만들기 미술수업,수원시,5-7세,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,꿈꾸는 아동미술(아동),다양한 재료를 활용한 만들기 미술수업,수원시,초1-6,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,두뇌개발주산암산(유아),암산식 수학활동,수원시,6-7세 아동,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,두뇌개발주산암산(저학년),암산식 수학활동,수원시,초1-2,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,두뇌개발주산암산(고학년),암산식 수학활동,수원시,초3-6,8,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,신기한 과학실험교실(유아),과학실험 활동,수원시,6-7세 아동,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,앞서가는 코딩교육(초급),컴퓨터 프로그램 설계 및 응용,수원시,초3-6,20,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,앞서가는 코딩교육(중급),컴퓨터 프로그램 설계 및 응용,수원시,초3-6,20,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,창의수학활동A,소마큐브활동 및 교과 수학교육,수원시,초1,10,홈페이지 및 대면접수,유료,21000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,창의수학활동B,소마큐브활동 및 교과 수학교육,수원시,초2,10,홈페이지 및 대면접수,유료,21000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,창의수학활동C,소마큐브활동 및 교과 수학교육,수원시,초3-6,10,홈페이지 및 대면접수,유료,21000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,창의수학활동D,소마큐브활동 및 교과 수학교육,수원시,초4~5,10,홈페이지 및 대면접수,유료,21000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,쉽게 배우는 역사이야기,아동 한국사 교육,수원시,초3-6,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,노래교실,노래수업,수원시,어르신,50,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,컴퓨터(PPT),컴퓨터 파워포인트수업,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,컴퓨터(엑셀),컴퓨터 엑셀 수업,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,한글(워드),한글 워드 수업,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,생활영어,기초영어회화 및 기초문법 수업,수원시,지역주민 누구나,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,프리토킹 일본어,일본어 회화 중급 교육,수원시,성인,10,홈페이지 및 대면접수,유료,30000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,독일어학당,독일어 수업,수원시,지역주민 누구나,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,클라리넷 월요반,클라리넷 악기 수업,수원시,지역주민 누구나,8,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,클라리넷A,클라리넷 악기 수업,수원시,지역주민 누구나,8,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,클라리넷B,클라리넷 악기 수업,수원시,지역주민 누구나,8,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,바이올린A,바이올린 악기 수업,수원시,지역주민 누구나,8,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,바이올린B,바이올린 악기 수업,수원시,지역주민 누구나,8,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,통기타(목),통기타 악기 수업,수원시,지역주민 누구나,10,홈페이지 및 대면접수,유료,36000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,통기타(토)A,통기타 악기 수업,수원시,지역주민 누구나,10,홈페이지 및 대면접수,유료,36000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,통기타(토)B,통기타 악기 수업,수원시,지역주민 누구나,10,홈페이지 및 대면접수,유료,36000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,보컬(성악기초),가곡 및 성악 기초 발성 교육,수원시,지역주민 누구나,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,첼로,첼로 악기 수업,수원시,지역주민 누구나,5,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,클라리넷(평일),클라리넷 악기 수업,수원시,지역주민 누구나,12,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,생활민화,일상속에서 접하는 민화그리기,수원시,성인,10,홈페이지 및 대면접수,유료,56000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,가죽공예,가죽을 이용한 생활제품 만들기,수원시,성인,10,홈페이지 및 대면접수,유료,56000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,하모니카,하모니카 악기 수업,수원시,지역주민 누구나,10,홈페이지 및 대면접수,유료,36000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,도예랑 원예랑,도예와 원예를 결합한 수업,수원시,지역주민 누구나,10,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,천연 아로마 화장품 만들기,천연 아로마 화장품 만들기,수원시,성인,10,홈페이지 및 대면접수,유료,30000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,"옷, 소품만들기 손바느질","옷, 소품만들기 손바느질",수원시,성인,10,홈페이지 및 대면접수,유료,56000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,오전_성인피아노(주2회),피아노 수업,수원시,성인,50,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,오전_성인피아노(주3회),피아노 수업,수원시,성인,50,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,오후_아동피아노(주2회),피아노 수업,수원시,아동,50,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,오후_아동피아노(주3회),피아노 수업,수원시,아동,50,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,오후_성인피아노(주2회),피아노 수업,수원시,성인,50,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,오후_성인피아노(주3회),피아노 수업,수원시,성인,50,홈페이지 및 대면접수,유료,28000,연중,070-4754-9937,2020-12-31
광교종합사회복지관,서비스제공기능,활기찬 유아체육,유아체육,수원시,지역 내 유아,20,홈페이지 및 대면접수,유료,32000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,음악줄넘기,방학특강(초등학생 방학 활용 줄넘기),수원시,지역 내 아동,20,홈페이지 및 대면접수,유료,32000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,영어유아발레A,4~5세를 위한 영어 발레,수원시,지역 내 유아,20,홈페이지 및 대면접수,유료,16000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,영어유아발레B,6~7세를 위한 영어 발레,수원시,지역 내 유아,20,홈페이지 및 대면접수,유료,16000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,다이어트댄스  월수금 9시,에어로빅 댄스,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,다이어트댄스 월수금 10시,에어로빅 댄스,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,다이어트댄스 화목 11시,에어로빅 댄스,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,라인댄스,라인댄스,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,밸리댄스,밸리댄스,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,32000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,줌바댄스 A,줌바댄스,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,32000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,줌바댄스 B,줌바댄스,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,32000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,줌바댄스 c,줌바댄스,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,아르헨티나 탱고,아르헨티나 탱고,수원시,지역 내 성인,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,휘트니스센터,유산소 운동 및 웨이트 트레이닝,수원시,지역주민 누구나,200,홈페이지 및 대면접수,유료,45000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,필라테스11시,소도구 필라테스 진행,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,필라테스12시,소도구 필라테스 진행,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,필라테스21시,소도구 필라테스 진행,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,요가 9시,요가,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,요가 10시,요가,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,32000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,요가 20시,요가,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,32000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,요가 21시,요가,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,32000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,"탁구월,수10시",탁구 강습,수원시,지역주민 누구나,20,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,"탁구월,수14시",탁구 강습,수원시,지역주민 누구나,15,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,"탁구월,수19시",탁구 강습,수원시,지역주민 누구나,15,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,"탁구화,목10시",탁구 강습,수원시,지역주민 누구나,15,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,"탁구화,목13시",탁구 강습,수원시,지역주민 누구나,15,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,"탁구화,목19시",탁구 강습,수원시,지역주민 누구나,15,홈페이지 및 대면접수,유료,48000,연중,070-4754-9938,2020-12-31
광교종합사회복지관,서비스제공기능,자율탁구,주민을 위한 무료료 자율탁구,수원시,지역주민 누구나,15,대면 접수,무료,0,연중,070-4754-9938,2020-12-31
광교종합사회복지관,사례관리기능,사례관리,지역 내 어려움을 겪는 지역주민을 대상으로 사례관리 실시,"광교1동, 광교2동, 원천동, 매탄1동, 매탄2동, 권선1동, 권선2동, 곡선동",저소득 지역주민,20,"초기 면접 진행, 사례회의 후 당사자 등록",문의,,연중,070-4754-9933,2020-12-31
광교종합사회복지관,사례관리기능,배움,지역사회 내 사회적 안전망 구축을 위한 사례관리 전문자원봉사자 교육 프로그램,수원시,사례관리에 관심있는 자원봉사자,12,전화 및 대면접수,무료,0,연중,070-4754-9944,2020-12-31
광교종합사회복지관,서비스제공기능,별무리대학,성인발달장애인 대상 문화교육 및 자립지원 프로그램 실시,수원시,성인발달장애인 (만18세~30세미만),8,"초기 면접 진행, 상황평가 후 당사자 선정, 월별요금체계",유료,440000,연중,070-4754-9941,2020-12-31
광교종합사회복지관,서비스제공기능,멘토링,"지역 내 아동, 청소년 및 지역주민을 1:1로 매칭하여 멘토링 활동 진행",수원시,"지역 내 아동, 청소년",10,전화 및 대면접수,무료,0,연중,070-4754-9940,2020-12-31
광교종합사회복지관,서비스제공기능,광교청소년기자단,지역 내 청소년을 대상으로 지역 소통 활성화를 위한 기자단 활동 진행,수원시,지역 내 청소년,10,전화 및 대면접수,무료,0,연중,070-4754-9940,2020-12-31
