시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
이천시,정개산,경기도 이천시 신둔면 지석리 산35-5,,2021-03-05,37.3308244086,127.4145444050
이천시,마국산,경기도 이천시 모가면 산내리 산65,,2021-03-05,37.1518741993,127.4581600355
포천시,수원산,경기도 포천시 군내면 청군로2985번길 18,031-538-3341,2021-03-05,37.8659473403,127.2383835078
포천시,주금산,경기도 포천시 내촌면 능곡청정길 50,031-538-2340,2021-03-05,37.7836726677,127.2412517279
화성시,건달산,경기도 화성시 팔탄면 기천리 산77-1,,2021-03-05,37.1847149907,126.9190955064
화성시,서봉산,경기도 화성시 향남읍 향봉로10번길 4,031-352-6678,2021-03-05,37.1348812938,126.9420791150
가평군,대금산,경기도 가평군 가평읍 두밀리,031-580-2482,2021-03-05,,
안양시,관악산산림욕장,경기도 안양시 동안구 평촌대로476번길 30-2,031-8045-2419,2021-03-05,37.4147357809,126.9556272599
안양시,병목안산림욕장석탑,경기도 안양시 만안구 안양9동 산 79-3,031-8045-5591,2021-03-05,37.3663875740,126.9035873881
가평군,계관산,경기도 가평군 가평읍 개곡리,,2021-03-05,,
김포시,문수산,경기도 김포시 월곶면 문수산로 102-38,031-980-5986,2021-03-05,37.7378268361,126.5308936298
광주시,백마산,경기도 광주시 초월읍 도곡길 132-27,031-760-4774,2021-03-05,37.3676012992,127.2875340889
고양시,고봉산,경기도 고양시 일산동구 성석로 103,031-8075-2714,2021-03-05,37.6883799261,126.7947450312
고양시,현달산(견달산),경기도 고양시 일산동구 식사동 산39-3,,2021-03-05,,
고양시,덕양산,경기도 고양시 덕양구 성사동 산60-34,031-961-2580,2021-03-05,,
양평군,백운봉,경기도 양평군 용문면 연수리1,031-770-2341,2021-03-05,37.4993354049,127.5790576852
의정부시,부용산,경기도 의정부시 고산동 산57-1,031-828-4642,2021-03-05,37.7335287970,127.1038325250
안성시,칠장산,경기도 안성시 죽산면,,2021-03-05,,
양평군,고동산,경기도 양평군 서종면,031-770-3161,2021-03-05,,
파주시,삼봉산,경기도 파주시 법원읍 초리골길 278,031-940-4612,2021-03-05,37.8568026300,126.8960430168
남양주시,불암산,경기도 남양주시 별내면 화접리,02-950-3395,2021-03-05,,
파주시,파평산,경기도 파주시 파평면 청송로 610번길 11,031-940-4612,2021-03-05,37.9404036199,126.8764678430
동두천시,마차산,경기도 동두천시 안흥동,031-860-2416,2021-03-05,,
포천시,백운산,경기도 포천시 이동면 포화로 236-73,031-538-3341,2021-03-05,38.0715638068,127.4103429199
포천시,왕방산,경기도 포천시 신북면 심곡리 784,031-533-3341,2021-03-05,37.9162683791,127.1642782426
포천시,국망봉,경기도 포천시 이동면 장암리 74,031-538-3341,2021-03-05,38.0381213257,127.3854493986
동두천시,소요산,경기도 동두천시 평화로 2910번길 145,031-860-2065,2021-03-05,37.9465221720,127.0693437436
남양주시,철마산,경기도 남양주시 진접읍,031-590-2474,2021-03-05,,
남양주시,운길산,경기도 남양주시 조안면 북한강로433번길 186,031-590-2344,2021-03-05,37.5711477923,127.3026412617
김포시,문수산산림욕장,경기도 김포시 월곶면 문수산로 102-38,031-980-2371,2021-03-05,37.7378268361,126.5308936298
가평군,석룡산,경기도 가평군 북면 가화로 2745-70,042-481-4150,2021-03-05,37.9746980790,127.4476929453
화성시,궁평항,경기도 화성시 서신면 궁평항로 1069-11,031-356-7339,2021-03-05,37.1161556148,126.6833759188
수원시,광교저수지,경기도 수원시 장안구 하광교동,,2021-03-05,,
수원시,광교호수공원,경기도 수원시 영통구 광교호수공원로 102,031-228-4197,2021-03-05,37.2751003212,127.0637796103
안양시,병목안시민공원,경기도 안양시 만안구 안양9동 산81-1번지,031-8045-5591,2021-03-05,37.3835008860,126.9100260266
광주시,경안천습지생태공원,경기도 광주시 퇴촌면 정자동길 119,031-760-3762,2021-03-05,37.4455826918,127.3221453083
양주시,장흥자생수목원,경기도 양주시 장흥면 권율로 309번길 167-35,031-826-0933,2021-03-05,37.7439238642,126.9496385013
성남시,성남시립식물원(은행식물원),경기도 성남시 중원구 은행로 72,031-729-4319,2021-03-05,37.4529924782,127.1678183835
부천시,부천자연생태공원,경기도 부천시 원미구 길주로 660,032-320-3000,2021-03-05,37.5051268321,126.8157177668
광주시,퇴촌식물원,경기도 광주시 퇴촌면 정영로 315,031-766-6517,2021-03-05,37.4672935827,127.3260744945
성남시,신구대학식물원,경기도 성남시 수정구 적푸리로 9,031-724-1600,2021-03-05,37.4337250099,127.0810818255
남양주시,석화촌,경기도 남양주시 진건읍 사릉로304번길 39-3,031-574-8671,2021-03-05,37.6510572517,127.1914472629
양평군,들꽃수목원,경기도 양평군 양평읍 수목원길 16,031-772-1800,2021-03-05,37.5017151969,127.4713536253
고양시,아를식물원,경기도 고양시 덕양구 오금동 55-3,02-381-4227,2021-03-05,37.6684102014,126.9192574456
파주시,벽초지문화수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,37.8006988617,126.8740546988
광주시,곤지암 나드리 수목원,경기도 광주시 곤지암읍 도척로 157,031-765-5190,2021-03-05,37.3377816299,127.3376288038
양평군,세미원,경기도 양평군 양서면 양수로 93,031-775-1835,2021-03-05,37.5409409749,127.3239565831
여주시,해여림빌리지,경기도 여주시 산북면 해여림로 78,031-882-1700,2021-03-05,37.3917168391,127.4383399480
오산시,물향기수목원,경기도 오산시 청학로 211,031-378-1261,2021-03-05,37.1662479454,127.0543477507
가평군,나인포레스트 이화원,경기도 가평군 가평읍 자라섬로 64,031-581-0228,2021-03-05,37.8183315091,127.5195652178
의왕시,허브앤조이,경기도 의왕시 한직골남로 10,031-426-0606,2021-03-05,37.3879140576,126.9991546216
하남시,하남 나무고아원,경기도 하남시 대청로 10,031-790-6413,2021-03-05,37.5390530649,127.2155441805
가평군,유명산자생식물원,경기도 가평군 설악면 유명산길 79-53,031-585-9643,2021-03-05,37.5932243492,127.4911984972
연천군,동막골유원지,경기도 연천군 연천읍 동막리 635,031-839-2061,2021-03-05,38.0923195714,127.1071267855
용인시,고기리유원지,경기도 용인시 수지구 고기동 818,,2021-03-05,37.3592846195,127.0441044757
양주시,신흥레저타운,경기도 양주시 장흥면 유원지로 406-9,031-855-5029,2021-03-05,37.7164356914,126.9500915246
포천시,깊이울유원지캠핑장,경기도 포천시 신북면 깊이울로 71,***-****-****,2021-03-05,37.9280667657,127.1806099538
남양주시,수동국민관광지,경기도 남양주시 수동면 내방2리 211,031-590-2793,2021-03-05,37.7471254183,127.2812743864
양주시,송추유원지,경기도 양주시 장흥면 울대리,,2021-03-05,,
가평군,유명산자연휴양림,경기도 가평군 설악면 유명산길 79-53,031-589-5487,2021-03-05,37.5932243492,127.4911984972
양평군,설매재자연휴양림,경기도 양평군 옥천면 용천로 510,031-774-6959,2021-03-05,37.5568546251,127.5093520669
가평군,청평자연휴양림,경기도 가평군 청평면 북한강로 2246번길 8-6,031-584-0528,2021-03-05,37.7115435193,127.4071592250
양평군,산음자연휴양림,경기도 양평군 단월면 고북길 347,031-774-8133,2021-03-05,37.5961391250,127.5752067975
포천시,국망봉자연휴양림,경기도 포천시 이동면 늠바위길 207-28,031-532-0014,2021-03-05,38.0289215902,127.3962659321
가평군,칼봉산자연휴양림,경기도 가평군 가평읍 경반안로 454,031-8078-8062,2021-03-05,37.8373816053,127.4644736105
포천시,운악산 자연휴양림,경기도 포천시 화현면 화동로 184,031-534-6330,2021-03-05,37.8843873810,127.3027748686
양평군,중미산자연휴양림,경기도 양평군 옥천면 중미산로 11,031-771-7166,2021-03-05,37.6041299886,127.3532977598
의왕시,오봉산,경기도 의왕시 고천동 산24-1,031-345-3521,2021-03-05,37.3454817072,126.9635855498
화성시,우음도,경기도 화성시 송산면 고정리 산1-38,031-369-8315,2021-03-05,37.2873956142,126.7399160127
양평군,서후리숲,경기도 양평군 서종면 거북바위1길 200,031-774-2387,2021-03-05,37.5663166144,127.4301566288
이천시,설성산,경기도 이천시 장호원읍 선읍리 산115-1,,2021-03-05,37.1445693918,127.5570075160
이천시,대덕산,경기도 이천시 호법면 송갈리 산 77,,2021-03-05,37.1870584855,127.4115217032
안성시,흔들바위,경기도 안성시 일죽면 종배길 115,031-677-1330,2021-03-05,37.0749675594,127.4493973888
수원시,광교산 산림욕장,경기도 수원시 장안구 파장동,,2021-03-05,,
광주시,태화산,경기도 광주시 도척면,031-760-2468,2021-03-05,,
용인시,조비산,경기도 용인시 처인구 백암면,,2021-03-05,,
용인시,광교산,경기도 용인시 수지구 동천동,,2021-03-05,,
용인시,백운산,경기도 용인시 수지구 신봉동,,2021-03-05,,
용인시,석성산,경기도 용인시 기흥구 동백동,,2021-03-05,,
용인시,청명산,경기도 용인시 기흥구 신갈동,,2021-03-05,,
용인시,정광산,경기도 용인시 처인구 모현면,,2021-03-05,,
안성시,안성낙원역사공원,경기도 안성시 장기로 91번길 22,031-678-2744,2021-03-05,,
안성시,서운산 자연휴양림,경기도 안성시 금광면 상중리 산 19번지,031-678-2913,2021-03-05,36.9423835000,127.3137533554
안산시,노적봉 공원,경기도 안산시 상록구 성포동 산39-1,031-481-3179,2021-03-05,37.3204546056,126.8541872996
광명시,서독산,경기도 광명시 일직동 산28,,2021-03-05,37.4239137266,126.8737081078
과천시,청계산,경기도 과천시 막계동,02-3677-2343,2021-03-05,,
가평군,아침고요가족동물원,경기도 가평군 상면 임초밤안골로 301,031-8078-7115,2021-03-05,37.7484978512,127.3610725876
남양주시,남양주오남호수공원,경기도 남양주시 오남읍 오남리 산50-2,031-590-2416,2021-03-05,37.6939075668,127.2253369410
이천시,설봉공원,경기도 이천시 관고동 418-2,031-644-2645,2021-03-05,37.2753304932,127.4273774580
포천시,아우라지베개용암,경기도 포천시 창수면 신흥리 산209-1,,2021-03-05,38.0421455046,127.1193616634
남양주시,남양주 슬로시티길,경기도 남양주시 조안면 진중리,031-590-2799,2021-03-05,,
광명시,광명누리길,경기도 광명시 노온사동 469-19 구름산,02-2680-6462,2021-03-05,37.4395518457,126.8629013283
양평군,두물머리물래길,경기도 양평군 양서면 목왕로 55-10,031-770-2099,2021-03-05,37.5457524076,127.3288469958
고양시,서오릉나들길,경기도 고양시 덕양구 서오릉로 334-92,02-359-0090,2021-03-05,37.6258080614,126.8985856044
안양시,안양순대곱창골목,경기도 안양시 만안구 냉천로 196,031-8045-2473,2021-03-05,37.3975739203,126.9196658300
여주시,강천섬캠핑장,경기도 여주시 강천면 강천리길 76-14,031-882-7588,2021-03-05,,
부천시,심곡천,경기도 부천시 심곡동 193,031-631-4071,2021-03-05,37.4919305475,126.7825990510
시흥시,시흥오이도선사유적공원,경기도 시흥시 서해안로 113-27,031-310-3460,2021-03-05,37.3430402464,126.6961663121
시흥시,배곧한울공원,경기도 시흥시 정왕동 2590,031-488-6961,2021-03-05,37.3546534692,126.7020268960
안성시,용설저수지 수변산책로,경기도 안성시 죽산면 용설리 산100-1,031-678-2492,2021-03-05,37.0529653547,127.4441118268
하남시,유니온 타워,경기도 하남시 미사대로 710,031-790-6255,2021-03-05,37.5475439956,127.2193722539
양평군,양평 더그림,경기도 양평군 옥천면 사나사길 175,070-4257-2210,2021-03-05,37.5291471499,127.4970686978
파주시,파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,37.8006988617,126.8740546988
파주시,파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,37.8006988617,126.8740546988
가평군,가평 아침고요수목원,경기도 가평군 상면 수목원로 432,031-1544-6703,2021-03-05,37.7439537969,127.3525341486
가평군,가평 아침고요수목원,경기도 가평군 상면 수목원로 432,031-1544-6703,2021-03-05,37.7439537969,127.3525341486
가평군,가평 아침고요수목원,경기도 가평군 상면 수목원로 432,031-1544-6703,2021-03-05,37.7439537969,127.3525341486
광주시,광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,031-8026-6666,2021-03-05,37.3407703838,127.2894273131
광주시,광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,031-8026-6666,2021-03-05,37.3407703838,127.2894273131
광주시,광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,031-8026-6666,2021-03-05,37.3407703838,127.2894273131
안양시,안양예술공원,경기도 안양시 만안구 석수동 240-18,031-8045-2473,2021-03-05,37.4190630619,126.9197712709
안양시,안양예술공원,경기도 안양시 만안구 석수동 240-18,031-8045-2473,2021-03-05,37.4190630619,126.9197712709
포천시,포천 허브아일랜드,경기도 포천시 신북면 청신로947번길 35,,2021-03-05,37.9659224212,127.1317087763
포천시,포천 허브아일랜드,경기도 포천시 신북면 청신로947번길 35,,2021-03-05,37.9659224212,127.1317087763
포천시,포천 허브아일랜드,경기도 포천시 신북면 청신로947번길 35,,2021-03-05,37.9659224212,127.1317087763
용인시,용인농촌테마파크와 연꽃단지  (용인8경 중 제4경),경기도 용인시 처인구 원삼면 농촌파크로 80,,2021-03-05,37.1722883428,127.2992677564
용인시,조비산 (용인8경 중 제6경),경기도 용인시 처인구 백암면 용천리,,2021-03-05,,
용인시,어비낙조 (용인8경 중 제8경),경기도 용인시 처인구 이동읍 어비리  975-3번지,,2021-03-05,37.1072910245,127.1932119609
양주시,일영허브랜드,경기도 양주시 장흥면 일영로 346-26,031-871-4387,2021-03-05,37.6754708208,126.9237451527
안성시,허브와풍뎅이,경기도 안성시 죽산면 용설호수길 245-7,031-676-6623,2021-03-05,37.0493906519,127.4422954946
양평군,풀향기허브나라,경기도 양평군 용문면 용문산로 120-7,031-771-1809,2021-03-05,37.5077555168,127.6057920663
안양시,서울대관악수목원,경기도 안양시 만안구 예술공원로 280,031-473-0071,2021-03-05,37.4191325294,126.9359879027
광주시,율봄식물원,경기도 광주시 태허정로 267-54,031-798-3119,2021-03-05,37.4714909730,127.2713962374
고양시,선인장전시관,경기도 고양시 일산동구 호수로 595,031-908-4525,2021-03-05,37.6537546960,126.7686925095
고양시,고양꽃전시관,경기도 고양시 일산동구 호수로 595,031-908-7750,2021-03-05,37.6537546960,126.7686925095
안성시,안성허브마을,경기도 안성시 삼죽면 국사봉로 641-12,031-671-6969,2021-03-05,37.0653747712,127.3584474992
부천시,도당공원,경기도 부천시 원미구 소사로593번길 124,032-625-3497,2021-03-05,37.5121801215,126.7898575225
양주시,허브힐,경기도 양주시 남면 양연로 305,031-866-7672,2021-03-05,37.9352898917,127.0003909002
포천시,국립수목원,경기도 포천시 소흘읍 광릉수목원로 415,031-540-2000,2021-03-05,37.7562444914,127.1656611245
오산시,맑음터공원,경기도 오산시 오산천로 52,031-8036-6891,2021-03-05,37.1382527309,127.0644453814
포천시,허브아일랜드,경기도 포천시 신북면 청신로 947번길 35,031-535-6494,2021-03-05,37.9659224212,127.1317087763
평택시,자연테마식물원,경기도 평택시 오성면 숙성리 96,031-8024-4631,2021-03-05,37.0142720566,126.9808810794
화성시,화성 우리꽃식물원,경기도 화성시 팔탈면 3.1만세로 777-17,031-369-6163,2021-03-05,37.1159764945,126.8816721945
성남시,맹산생태학습원,경기도 성남시 분당구 판교로 628,031-702-1192,2021-03-05,37.4052435343,127.1420186089
가평군,대성리국민관광지,경기도 가평군 청평면 대성강변길 44,031-580-2067,2021-03-05,37.6800348038,127.3794816714
포천시,풍혈산유원지,경기도 포천시 영중면 성동리 37-1,031-538-4450,2021-03-05,38.0221516470,127.2817307875
양주시,기산유원지,경기도 양주시 백석읍 기산리 산90,,2021-03-05,37.7769766887,126.9526884269
연천군,열두개울유원지,경기도 연천군 청산면 초성리,031-839-2901,2021-03-05,,
남양주시,팔당유원지,경기도 남양주시 와부읍 팔당리,031-590-4900,2021-03-05,,
양주시,일영유원지,경기도 양주시 장흥면 일영리 산 17-1,***-****-****,2021-03-05,37.7177640274,126.9484185168
의정부시,원도봉유원지,경기도 의정부시 호원동 230-85,031-828-8000,2021-03-05,37.7063050409,127.0361021872
용인시,용인자연휴양림,경기도 용인시 처인구 모현면 초부로220,031-336-0040,2021-03-05,37.3157725302,127.2688891995
포천시,천보산 자연휴양림,경기도 포천시 원동교길 303,031-544-6678,2021-03-05,37.8533355553,127.1214252649
남양주시,축령산자연휴양림,경기도 남양주시 수동면 축령산로 299,031-8008-6690,2021-03-05,37.7547771162,127.3132455526
양평군,용문산자연휴양림,경기도 양평군 양평읍 약수사길 78-14,031-775-4005,2021-03-05,37.5160487826,127.5194181320
의왕시,백운산,경기도 의왕시 왕곡로 257,031-452-8580,2021-03-05,37.3476080481,127.0021434824
화성시,백미항,경기도 화성시 서신면 백미길 210-34,031-356-3379,2021-03-05,37.1437985584,126.6790365163
화성시,화성호,경기도 화성시 서신면 궁평리 702,,2021-03-05,37.1158634722,126.6840734639
이천시,마이산,경기도 이천시 율면 산양리 산33,,2021-03-05,37.0540211101,127.4897949222
이천시,건지산,경기도 이천시 마장면 해월리 산 28-8,,2021-03-05,37.2105039683,127.3428954165
이천시,백족산,경기도 이천시 장호원읍 어석리,,2021-03-05,,
이천시,와룡산,경기도 이천시 호법면 이섭대천로 191-32,,2021-03-05,37.2233169180,127.3976500298
오산시,수청근린공원(현충탑),경기도 오산시 수청동 산 32-1,031-8036-6473,2021-03-05,37.1627500916,127.0683606330
수원시,효행공원,경기도 수원시 장안구 파장동 39-6,,2021-03-05,37.3245962203,126.9874754816
용인시,수지 형제봉,경기도 용인시 수지구 동천동 인근,,2021-03-05,,
용인시,법화산,경기도 용인시 기흥구 구성동,,2021-03-05,,
용인시,매미산,경기도 용인시 기흥구 서농동,,2021-03-05,,
용인시,문수산,경기도 용인시 처인구 모현면 동림리 81-4,,2021-03-05,37.3380921945,127.1870875764
용인시,숲해설,경기도 용인시 처인구 모현면 초부로 220,,2021-03-05,37.3157725302,127.2688891995
안산시,안산호수공원,경기도 안산시 상록구 사3동 1509,,2021-03-05,37.3004311958,126.8258812153
광명시,가학산,경기도 광명시 가학동 산13,02-2680-6576,2021-03-05,37.4279961410,126.8664591057
광명시,가림산 둘레길,경기도 광명시 하안동 산69-1,,2021-03-05,,
의왕시,청계산맑은숲공원,경기도 의왕시 청계동 1번지,,2021-03-05,37.4117722411,127.0313918618
남양주시,물맑음수목원,경기도 남양주시 수동면 지둔로307번길 47-4,031-590-4076,2021-03-05,37.7057695700,127.2956028276
광명시,구름산,경기도 광명시 하안동 141-7번지 일대,02-2680-2339,2021-03-05,,
김포시,가현산,경기도 김포시 양촌읍 구래리 산94번지,031-980-5986,2021-03-05,37.6298521675,126.6430344641
파주시,감악산,경기도 파주시 적성면 감골길 48,031-940-4612,2021-03-05,37.9121645206,126.9521871318
가평군,명지계곡,경기도 가평군 북면 적목리 산45,,2021-03-05,37.9879920891,127.4428904907
양주시,가래비빙벽장,경기도 양주시 광적면 가납리 산5,,2021-03-05,37.8321971605,127.0099587624
포천시,무지개폭포,경기도 포천시 화현면 화현리,,2021-03-05,,
가평군,화야큰골,경기도 가평군 청평면 삼회리 202-3,,2021-03-05,37.6964132342,127.3917939396
가평군,임산계곡,경기도 가평군 북면 논남기길 520,,2021-03-05,37.9699061328,127.4083148867
양평군,상촌계곡,경기도 양평군 강상면 대석리,031-770-3045,2021-03-05,,
포천시,백운계곡,경기도 포천시 이동면 포화로 236-24,031-538-3028,2021-03-05,38.0722578950,127.4104788854
동두천시,장림계곡,경기도 동두천시 불현동 885-3,031-860-2250,2021-03-05,37.8806407643,127.0950889517
양평군,상원사계곡,경기도 양평군 용문면 연수리,031-773-5101,2021-03-05,,
연천군,재인폭포,경기도 연천군 연천읍 부곡리,031-839-2289,2021-03-05,,
가평군,백년폭포,경기도 가평군 하면 하판리,,2021-03-05,,
가평군,조무락계곡,경기도 가평군 북면 적목리 65,031-582-8830,2021-03-05,37.9869923283,127.4523552183
남양주시,피아노폭포,경기도 남양주시 화도읍 폭포로 562,031-590-8224,2021-03-05,37.6315570469,127.3469568146
연천군,열두개울,경기도 연천군 청산면 청신로 345,031-839-2061,2021-03-05,37.9880952675,127.0937329821
파주시,운계폭포,경기도 파주시 적성면 감골길 48,031-940-4611,2021-03-05,37.9121645206,126.9521871318
양평군,사나사계곡,경기도 양평군 옥천면 용천리,031-770-3132,2021-03-05,,
광주시,남한산계곡,경기도 광주시 중부면 광지원리,031-760-2692,2021-03-05,,
양평군,석산계곡,경기도 양평군 단월면 석산리 230-5,031-773-5101,2021-03-05,37.6395628415,127.6024924734
양평군,중원계곡,경기도 양평군 용문면 중원리706,031-770-1001,2021-03-05,37.5399416499,127.6167762895
포천시,포천아트밸리,경기도 포천시 신북면 아트밸리로 234,031-538-3483,2021-03-05,37.9234463151,127.2364959881
군포시,철쭉동산,경기도 군포시 산본동 1152-10,031-390-0341,2021-03-05,37.3554459872,126.9252042911
안산시,대부해솔길,경기도 안산시 단원구 대부도일대,031-1899-1720,2021-03-05,,
안산시,안산갈대습지공원,경기도 안산시 상록구 해안로 820-96,031-481-3810,2021-03-05,37.2753026404,126.8390204660
양평군,양동레포츠공원,경기도 양평군 양동면 원양2로 832,031-770-3251,2021-03-05,37.4065666672,127.7542707352
양평군,개군레포츠공원,경기도 양평군 개군면 자진개1길 84,031-770-3341,2021-03-05,37.4352206479,127.5301583810
양평군,물안개공원,경기도 양평군 양평읍 양근로 31,,2021-03-05,37.5003015814,127.4785721993
양평군,강하체육공원,경기도 양평군 강하면 운심길 77,031-770-3073,2021-03-05,37.4966745867,127.4123922771
가평군,호명호수,경기도 가평군 청평명 호명리 5,031-580-2062,2021-03-05,37.7487409167,127.4755321846
안성시,안성맞춤가족공원,경기도 안성시 공도읍 대림동산길 36,031-678-2667,2021-03-05,37.0138222218,127.2027318269
안성시,솔밭공원,경기도 안성시 안성맞춤대로 1143,,2021-03-05,37.0146889168,127.2680055571
과천시,에어드리공원,경기도 과천시 중앙로 24,02-3677-2362,2021-03-05,37.4187456970,126.9897163363
김포시,태산패밀리파크,경기도 김포시 하성면 하성로 585,031-997-6868,2021-03-05,37.7243692943,126.6301183489
김포시,걸포중앙공원,경기도 김포시 걸포1로 60-42,031-980-5631,2021-03-05,37.6341656663,126.7094967857
구리시,구리한강시민공원,경기도 구리시 왕숙천로 49,031-550-2107,2021-03-05,37.5888683545,127.1600568701
구리시,장자호수공원,경기도 구리시 토평동 878,031-550-2472,2021-03-05,37.5730874545,127.1353693434
화성시,궁평노송지대,경기도 화성시 서신면 궁평리 534-3,,2021-03-05,37.1243339807,126.6843192590
화성시,동탄센트럴파크,경기도 화성시 동탄공원로3길 36,,2021-03-05,37.2082296403,127.0624518339
평택시,팽성레포츠공원,경기도 평택시 팽성읍 안정로 238-31,031-8024-5625,2021-03-05,36.9690407810,127.0658693369
부천시,부천백만송이장미원,경기도 부천시 성곡로63번길 99 도당공원,032-320-3000,2021-03-05,37.5170542166,126.7931921792
성남시,율동공원,경기도 성남시 분당구 문정로 145,031-702-8713,2021-03-05,37.3826718743,127.1506768425
안양시,안양예술공원,경기도 안양시 만안구 석수동 산21,031-8045-2473,2021-03-05,,
과천시,렛츠런파크서울,경기도 과천시 경마공원대로 107,031-1566-3333,2021-03-05,37.4420843536,127.0181699573
포천시,프로방스빌리지(전 광릉분재예술공원),경기도 포천시 소흘읍 죽엽산로631번길 48,02-6956-6936,2021-03-05,37.7812554333,127.1685919518

