업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일
유흥주점영업,2003-10-13,카카오,"경기도 부천시 중동로262번길 84, 지하1층 (중동, 한라프라자)",경기도 부천시 중동 1142-6 한라프라자 지하1층 ,235.04,032-326-0655,2019-01-02
유흥주점영업,2003-10-22,현대가요클럽,"경기도 부천시 부천로39번길 5 (심곡동,,지하1층)","경기도 부천시 심곡동 190-2 ,지하1층 ",57.27,032-611-5006,2018-03-12
유흥주점영업,2003-11-11,킹노래클럽,"경기도 부천시 길주로121번길 18-7, 303호 (상동, 성원프라자)",경기도 부천시 상동 537-11 성원프라자 303호,109.53,032-325-6109,2014-08-13
유흥주점영업,2003-11-17,샤르빌노래클럽,"경기도 부천시 송내대로74번길 23 (상동,양지프라자 205호)",경기도 부천시 상동 452-4 양지프라자 205호 ,38.06,032-327-3011,2011-05-30
유흥주점영업,2003-12-08,체리노래바,"경기도 부천시 역곡로 3 (역곡동,(지하B04호))",경기도 부천시 역곡동 80-5 (지하B04호) ,106.61,032-341-5319,2015-03-31
유흥주점영업,2003-12-15,친구노래바,경기도 부천시 부흥로307번길 52 (중동),경기도 부천시 중동 1127-6 ,86.43,032-328-5527,2019-11-06
유흥주점영업,2003-12-24,지투노래클럽,"경기도 부천시 길주로121번길 18-3 (상동,,반도프라자 502호)","경기도 부천시 상동 537-12 ,반도프라자 502호 ",207.66,032-328-0507,2014-02-18
유흥주점영업,2003-07-11,아스노가요크럽,"경기도 부천시 호현로 475, 지하1층 (소사본동)","경기도 부천시 소사본동 131-2 ,지하1층 ",83.77,032-343-3595,2009-01-15
유흥주점영업,2004-01-16,시드니유흥주점,"경기도 부천시 길주로77번길 55-9 (상동,,10 태평양프라자 502호)","경기도 부천시 상동 532-9 ,10 태평양프라자 502호 ",74.47,032-322-6796,2016-02-29
유흥주점영업,2004-02-24,궁전노래바,"경기도 부천시 중동로254번길 104 (중동,호정프라자 203호)",경기도 부천시 중동 1138 호정프라자 203호 ,110.46,032-328-8875,2019-07-30
유흥주점영업,2004-02-27,지중해노래바,"경기도 부천시 조마루로291번길 56 (중동,대성빌딩 지하101호)",경기도 부천시 중동 1133-12 대성빌딩 지하101호 ,88.05,032-322-4858,2020-12-30
유흥주점영업,2004-04-17,포세이돈노래타운,"경기도 부천시 부일로460번길 20 (심곡동,,지하1층)","경기도 부천시 심곡동 384 ,지하1층 ",277.9,032-665-4242,2020-03-11
유흥주점영업,2004-04-23,딸기노래크럽,"경기도 부천시 부천로29번길 9 (심곡동,,지하1층)","경기도 부천시 심곡동 177-2 ,지하1층 ",111.49,032-613-0030,2020-08-04
유흥주점영업,2004-05-20,친구노래바,"경기도 부천시 부천로 30, 지하1층 (심곡동)","경기도 부천시 심곡동 168-1 ,지하1층 ",100.79,032-666-5888,2018-01-10
유흥주점영업,2004-06-02,피닉스노래클럽,경기도 부천시 부일로469번길 33 (심곡동),경기도 부천시 심곡동 180-1 ,70.6,,2019-11-08
유흥주점영업,2004-07-16,헤라노래클럽,"경기도 부천시 중동로248번길 31 (중동,이스트타워-투 301호일부)",경기도 부천시 중동 1151-4 이스트타워-투 301호일부 ,101.1,032-341-5559,2016-02-22
유흥주점영업,2004-07-22,웰빙노래타운,"경기도 부천시 부흥로315번길 67 (중동,고산프라자 301호)",경기도 부천시 중동 1127-1 고산프라자 301호 ,94.59,032-328-7563,2020-10-27
유흥주점영업,2004-09-09,준코뮤직타운 중동1호점,"경기도 부천시 석천로 179 (중동,대신프라자 지하1층)",경기도 부천시 중동 1163-8 대신프라자 지하1층 ,268.54,032-321-0318,2018-04-11
유흥주점영업,2004-10-16,노래하는포장클럽스텐드바,"경기도 부천시 중동로254번길 75 (중동,성원프라자 지하01호)",경기도 부천시 중동 1142-16 성원프라자 지하01호 ,228.04,032-321-0489,2020-08-03
유흥주점영업,2004-10-20,본노래술바,"경기도 부천시 중동로262번길 26 (중동,은성프라자2차 지하 01,02호)","경기도 부천시 중동 1150-5 은성프라자2차 지하 01,02호 ",209.73,032-328-4725,2019-02-14
유흥주점영업,2004-11-30,프로포즈뮤직클럽,"경기도 부천시 소향로37번길 13-20 (상동,로데오타운 301호)",경기도 부천시 상동 545-14 로데오타운 301호 ,104.78,032-324-4947,2012-09-27
유흥주점영업,2004-11-30,방앗간노래클럽,"경기도 부천시 송내대로73번길 32, 지하1층 02호 (상동)",경기도 부천시 상동 405-3 지하1층 02호,82.38,032-367-3836,2021-02-03
유흥주점영업,2004-12-23,멤버쉽,"경기도 부천시 길주로 69, 2층 (상동, 테마파크관광호텔)",경기도 부천시 상동 531-6 테마파크관광호텔 2층 ,301.78,032-329-6664,2020-02-12
유흥주점영업,2004-11-04,황제,"경기도 부천시 부광로 7, 지하1층 (괴안동)","경기도 부천시 괴안동 127-8 ,지하1층 ",128.27,032-345-8877,2018-04-17
유흥주점영업,2005-01-13,미소,경기도 부천시 신흥로26번길 38 (심곡동),경기도 부천시 심곡동 391-18 ,67.99,032-654-5091,2016-10-18
유흥주점영업,2005-02-23,카루소,"경기도 부천시 길주로 66 (상동,,고려호텔 2층)","경기도 부천시 상동 548-5 ,고려호텔 2층 ",412.47,032-328-1451,2019-11-26
유흥주점영업,2005-03-29,가자노래바,"경기도 부천시 부천로 46, 지하1층 (심곡동)",경기도 부천시 심곡동 161-19 지하1 ,99.83,032-611-4532,2011-12-29
유흥주점영업,2005-04-12,박스노래타운,"경기도 부천시 조마루로297번길 31, B01호 (중동, 우신프라자)","경기도 부천시 중동 1130-16 ,17 우신프라자 B01호 ",412.73,032-323-0920,2020-04-29
유흥주점영업,2005-05-16,불스노래클럽,"경기도 부천시 부천로54번길 10 (심곡동, 지하1층)","경기도 부천시 심곡동 161-3 ,지하1층 ",100.95,032-651-5454,2019-05-02
유흥주점영업,2005-05-27,빵빠레노래바광장,"경기도 부천시 길주로121번길 18-7, 501호 (상동, 성원프라자)",경기도 부천시 상동 537-11 성원프라자 501호,279.28,032-326-4048,2011-11-23
유흥주점영업,2005-05-30,투투노래타운,"경기도 부천시 중동로262번길 50, 지하01호 (중동, 뉴월드프라자)",경기도 부천시 중동 1147-3 뉴월드프라자 지하01호,236.51,032-327-7172,2019-02-08
유흥주점영업,2005-06-27,파티파티노래클럽,경기도 부천시 부일로460번길 24 (심곡동),경기도 부천시 심곡동 384-4 ,85.5,032-656-0420,2020-10-06
유흥주점영업,2005-09-26,싱글도우미노래클럽,"경기도 부천시 조마루로297번길 51, 304호 (중동, 유진빌딩)","경기도 부천시 중동 1133-2 ,3,4 유진빌딩 304호 ",78.23,032-323-2212,2012-05-15
유흥주점영업,2005-09-27,놀자삼(3)노래클럽,"경기도 부천시 송내대로73번길 31 (상동, 2차무궁화상가 지하 5호일부,6호일부,7호)","경기도 부천시 상동 410 2차무궁화상가 지하 5호일부,6호일부,7호 ",83.31,032-322-6612,2019-04-01
유흥주점영업,2005-10-27,샾 노래클럽,"경기도 부천시 석천로183번길 35 (중동,영플러스3차 지하102호)",경기도 부천시 중동 1166-4 영플러스3차 지하102호 ,74.47,032-324-9614,2017-03-07
유흥주점영업,2006-01-10,팡팡3노클럽,"경기도 부천시 상일로94번길 40 (상동, 지하1층)","경기도 부천시 상동 410-3 ,지하1층 ",53.22,032-321-1939,2019-12-09
유흥주점영업,2006-02-23,명품,"경기도 부천시 상일로122번길 23, B01호 (상동, 청수프라자)",경기도 부천시 상동 451-2 청수프라자 B01호,104.46,,2020-01-07
유흥주점영업,2006-03-08,둘리노래클럽,"경기도 부천시 부흥로315번길 47 (중동,(지하101호))",경기도 부천시 중동 1124-13 (지하101호) ,234.98,032-327-0852,2018-06-29
유흥주점영업,2006-04-21,썸333노래클럽,"경기도 부천시 송내대로73번길 41, 지하2층 (상동, 황소빌딩)",경기도 부천시 상동 408-1 황소빌딩 지하2층 ,93.22,032-321-9940,2014-08-28
유흥주점영업,2006-05-25,핑클바,"경기도 부천시 역곡로2번길 7, 지하1층 (역곡동)",경기도 부천시 역곡동 81-6 지하1층 ,71.49,032-347-1645,2010-12-23
유흥주점영업,2006-06-05,비앤비(B&B)소주호프노래타운,"경기도 부천시 석천로177번길 29 (중동,뉴월드프라자 지층 101호)",경기도 부천시 중동 1162 뉴월드프라자 지층 101호 ,435.7,032-329-6525,2020-02-27
유흥주점영업,2006-06-26,에스비에스(SBS)노래클럽,"경기도 부천시 석천로178번길 21 (중동,강남프라자 (지하101호))",경기도 부천시 중동 1158-10 강남프라자 (지하101호) ,77.26,032-328-0023,2019-07-25
유흥주점영업,2006-08-18,대가(大家),"경기도 부천시 중동로248번길 122 (중동,(지하1층))",경기도 부천시 중동 1136 (지하1층) ,156.78,032-324-4770,2019-09-30
유흥주점영업,2006-09-21,따봉,"경기도 부천시 송내대로73번길 32, 지하1층 B03호 (상동)",경기도 부천시 상동 405-3 지하1층 B03호,92.4,032-327-3836,2021-02-03
유흥주점영업,2006-10-31,야준코소주호프노래타운,"경기도 부천시 부천로9번길 24, 지하1층 B01,B02호 (심곡동, 로데오빌)","경기도 부천시 심곡동 175-9 로데오빌 지하1층 B01,B02호",480.76,032-614-5989,2015-01-08
유흥주점영업,2006-10-31,필드,"경기도 부천시 길주로77번길 19-22 (상동,,19,20 플로체호텔내(지상2층 일부))","경기도 부천시 상동 532-21 ,19,20 플로체호텔내(지상2층 일부) ",588.12,032-326-1385,2021-02-01
유흥주점영업,2006-11-14,대월,"경기도 부천시 부일로 514-1 (심곡동,(지하1층 1,2,4,6,7호))","경기도 부천시 심곡동 139-13 (지하1층 1,2,4,6,7호) ",86.16,032-655-9347,2017-03-24
유흥주점영업,2006-11-14,힐탑클럽,"경기도 부천시 중동로254번길 69 (중동,뉴월드프라자 201호)",경기도 부천시 중동 1142-18 뉴월드프라자 201호 ,68.8,032-323-5882,2019-11-11
유흥주점영업,2006-12-04,느낌노래바,"경기도 부천시 부일로 483 (심곡동,(지하1층일부))",경기도 부천시 심곡동 169-5 (지하1층일부) ,93.75,032-665-1588,2017-10-26
유흥주점영업,2006-12-12,로또노래광장주점,"경기도 부천시 길주로 125 (상동,다승프라자 210호)",경기도 부천시 상동 538-7 다승프라자 210호 ,146.85,032-328-5185,2016-05-16
유흥주점영업,2006-12-15,동미노래클럽,"경기도 부천시 부일로483번길 33 (심곡동,(지하1층))",경기도 부천시 심곡동 164-8 (지하1층) ,98.91,032-655-6543,2006-12-15
유흥주점영업,2006-12-21,호색룸비지니스,"경기도 부천시 소향로253번길 19 (중동,한동상가 지하1호)",경기도 부천시 중동 1137-1 한동상가 지하1호 ,116.15,032-325-7748,2020-12-15
유흥주점영업,2006-06-29,궁노래빠,경기도 부천시 경인옛로22번길 10 (소사본동),경기도 부천시 소사본동 76-5 ,70.39,,2015-10-07
유흥주점영업,2006-07-24,비타민,"경기도 부천시 경인옛로 30, 지하1층 (소사본동)","경기도 부천시 소사본동 75-5 ,지하1층 ",104.97,032-348-5999,2013-04-16
유흥주점영업,2007-01-03,서강,"경기도 부천시 신흥로22번길 56, 지하1층 (심곡동)",경기도 부천시 심곡동 388-8 지하1층 ,76,032-664-6425,2015-10-06
유흥주점영업,2007-01-15,뉴월드노래크럽,"경기도 부천시 부천로10번길 32 (심곡동,(지상3층일부))",경기도 부천시 심곡동 171-18 (지상3층일부) ,99.08,032-664-0120,2019-01-11
유흥주점영업,2007-02-13,시계탑노래바,"경기도 부천시 조마루로291번길 38 (중동,삼익프라자 203호)",경기도 부천시 중동 1130 삼익프라자 203호 ,99.68,032-324-4026,2020-02-27
유흥주점영업,2007-02-23,킹덤클럽,"경기도 부천시 조마루로297번길 21, 201호 (중동)",경기도 부천시 중동 1130-14 201호,89.51,,2016-12-23
유흥주점영업,2007-03-19,케이투노래클럽,"경기도 부천시 부일로469번길 34 (심곡동,지하1층)",경기도 부천시 심곡동 190-11 지하1층 ,86.99,032-651-1333,2020-08-20
유흥주점영업,2007-04-06,팝콘노래광장,"경기도 부천시 조마루로291번길 46 (중동,우진3차프라자 B101호)",경기도 부천시 중동 1133-9 우진3차프라자 B101호 ,103.15,,2020-05-28
유흥주점영업,2007-04-19,에쿠스노래클럽,"경기도 부천시 부천로3번길 30 (심곡동,(3층))",경기도 부천시 심곡동 174-11 (3층) ,73.54,032-665-6887,2020-02-04
유흥주점영업,2007-04-24,아줌마노래바,"경기도 부천시 중동로262번길 38 (중동, 화이트몰 지하101호)","경기도 부천시 중동 1147 ,화이트몰 지하 101호 ",106.92,032-322-8476,2016-11-17
유흥주점영업,2007-05-31,탑노래클럽,"경기도 부천시 석천로177번길 28 (중동,지하 102호)",경기도 부천시 중동 1163-14 지하 102호 ,64.13,032-321-7471,2019-08-27
유흥주점영업,2007-07-30,다이아나클럽,"경기도 부천시 석천로183번길 11 (중동,지하1층)",경기도 부천시 중동 1163-5 지하1층 ,72.59,032-326-3294,2011-08-08
유흥주점영업,2007-08-22,링코노래타운 신중동점,"경기도 부천시 중동로262번길 80 (중동,비01호)",경기도 부천시 중동 1142-5 비01호 ,254.13,032-321-5008,2019-05-21
유흥주점영업,2007-09-12,코딱지 노래클럽,"경기도 부천시 소향로13번길 28-14 (상동,맘모스타워 305호)",경기도 부천시 상동 545-2 맘모스타워 305호 ,110.04,032-321-8354,2019-07-15
유흥주점영업,2007-09-20,호박노래바,"경기도 부천시 부천로10번길 28 (심곡동,(지하1층))",경기도 부천시 심곡동 171-25 (지하1층) ,104.04,032-611-2306,2018-07-31
유흥주점영업,2007-09-28,콘티넨탈노래클럽,"경기도 부천시 중동로248번길 105 (중동,,2,3 조이럭타운 306호)","경기도 부천시 중동 1138-1 ,2,3 조이럭타운 306호 ",98.01,032-217-0990,2007-09-28
유흥주점영업,2007-10-05,오준코소주호프노래타운,"경기도 부천시 길주로121번길 18-3, 602호 (상동, 반도프라자)",경기도 부천시 상동 537-12 반도프라자 602호,216.55,032-328-1885,2015-01-27
유흥주점영업,2007-10-25,토마토노래광장,"경기도 부천시 부일로233번길 18 (상동,지하1층 101호 일부)",경기도 부천시 상동 459-2 지하1층 101호 일부 ,93.73,032-322-1582,2020-06-05
유흥주점영업,2007-11-01,마이웨이(라이브7090),"경기도 부천시 상동로 79 (상동,부천상동수석프라자 205호)",경기도 부천시 상동 544-9 부천상동수석프라자 205호 ,108.85,032-321-7963,2018-05-16
유흥주점영업,2007-12-05,히트노래주점,"경기도 부천시 부천로39번길 10 (심곡동,(지하1층))",경기도 부천시 심곡동 350-9 (지하1층) ,88.58,032-663-0188,2017-05-31
유흥주점영업,2007-12-11,루미아트,"경기도 부천시 조마루로291번길 46 (중동,,10 우진3차프라자 111호,112호)","경기도 부천시 중동 1133-9 ,10 우진3차프라자 111호,112호 ",53.9,032-329-5447,2011-08-16
유흥주점영업,2007-12-14,케이(K)노래바,"경기도 부천시 석천로177번길 36 (중동,B102호)",경기도 부천시 중동 1166-6 B102호 ,103.38,032-327-5810,2018-04-09
유흥주점영업,2007-12-20,부킹노래클럽,"경기도 부천시 조마루로297번길 31 (중동,,17 우신프라자 206호)","경기도 부천시 중동 1130-16 ,17 우신프라자 206호 ",108.36,032-327-7211,2018-02-22
유흥주점영업,2007-09-10,궁전,경기도 부천시 경인로 516 (괴안동),경기도 부천시 괴안동 127 ,71.02,032-345-3488,2020-01-14
유흥주점영업,2007-12-24,앵콜노래클럽,"경기도 부천시 경인로 205, 지하1층 (심곡본동)","경기도 부천시 심곡본동 539-4 ,지하1층 ",26.94,032-654-2242,2017-10-13
유흥주점영업,2007-11-16,준고텐텐클럽,"경기도 부천시 원종로 51 (원종동,외 1필지)",경기도 부천시 원종동 277-10 외 1필지 ,82.36,032-671-8730,2019-04-12
유흥주점영업,2008-01-18,큐(Q)노래클럽,"경기도 부천시 석천로177번길 16 (중동,현대프라자 302호)",경기도 부천시 중동 1163-11 현대프라자 302호 ,84.36,032-326-2655,2015-07-06
유흥주점영업,2008-02-13,노래팡팡,"경기도 부천시 부천로66번길 16 (심곡동,(지하1층))",경기도 부천시 심곡동 158-1 (지하1층) ,163.89,032-656-5586,2019-09-30
유흥주점영업,2008-04-30,썬 노래바,"경기도 부천시 부천로10번길 15 (심곡동,지하1층)",경기도 부천시 심곡동 170-15 지하1층 ,82.22,032-651-9800,2013-03-26
유흥주점영업,2008-06-03,에스(S)노래바,"경기도 부천시 석천로177번길 10 (중동, B01호, B03호)","경기도 부천시 중동 1163-9 B01호, B03호 ",94,032-323-8850,2017-12-04
유흥주점영업,2008-06-04,대박,"경기도 부천시 중동로254번길 27 (중동,(지하101호))",경기도 부천시 중동 1150-8 (지하101호) ,179.66,032-321-2734,2018-01-09
유흥주점영업,2008-06-05,두바이노래클럽,"경기도 부천시 길주로 115 (상동,시그마타워 311호)",경기도 부천시 상동 535-9 시그마타워 311호 ,112.11,032-321-6755,2014-03-24
유흥주점영업,2008-06-19,신바람노래클럽,"경기도 부천시 상일로94번길 37 (상동,지하1층 3호)",경기도 부천시 상동 411-2 지하1층 3호 ,148.73,032-328-3549,2013-06-20
유흥주점영업,2008-06-20,고래노래클럽,"경기도 부천시 중동로262번길 32, 101호 (중동,우영프라자 지하1층)",경기도 부천시 중동 1150-6 우영프라자 지하1층 101호,185.66,032-325-0020,2019-05-01
유흥주점영업,2008-06-23,연예인노래클럽,"경기도 부천시 소향로37번길 31-7 (상동,상동타운 307호)",경기도 부천시 상동 545-11 상동타운 307호 ,99,032-327-0818,2008-06-23
유흥주점영업,2008-07-02,팡팡노래바,"경기도 부천시 부천로10번길 22 (심곡동,,지하(3호))","경기도 부천시 심곡동 171-23 ,지하(3호) ",110.74,032-667-9129,2020-04-29
유흥주점영업,2008-07-16,빙고노래타운주점1,"경기도 부천시 부일로460번길 12 (심곡동,휘니스빌딩 지하 101호)",경기도 부천시 심곡동 383-5 휘니스빌딩 지하 101호 ,408.34,,2018-11-30
유흥주점영업,2008-07-18,풍차 7080라이브,"경기도 부천시 길주로 80 (상동,로얄타워 302호)",경기도 부천시 상동 544-1 로얄타워 302호 ,247.98,032-324-2649,2019-03-18
유흥주점영업,2008-08-06,에스비에스(SBS)노래클럽,"경기도 부천시 부일로469번길 29 (심곡동,,지하1층일부)","경기도 부천시 심곡동 180-16 ,지하1층일부 ",98.43,032-657-2346,2013-06-07
유흥주점영업,2008-08-07,스카이노래광장,"경기도 부천시 조마루로297번길 33, 201~202호 (중동, 엔터프라이즈빌딩 )",경기도 부천시 중동 1130-18 엔터프라이즈빌딩 201~202호,123.92,032-325-0712,2015-10-26
유흥주점영업,2008-10-15,스타노래바,"경기도 부천시 부천로 38 (심곡동,, 지하)","경기도 부천시 심곡동 164-1 , 지하 ",96.84,,2017-05-31
유흥주점영업,2008-11-03,빙고,"경기도 부천시 부천로 35 (심곡동,(지상2층))",경기도 부천시 심곡동 190-8 (지상2층) ,87.5,0326-6184-46,2008-11-03
유흥주점영업,2008-11-13,파티노래타운,"경기도 부천시 신흥로22번길 50, 지하1층 (심곡동)",경기도 부천시 심곡동 388-1 지하1층 ,139.68,032-664-1208,2020-08-27
유흥주점영업,2008-06-30,명품노래바,"경기도 부천시 경인로 259, 지하1층 (심곡본동)","경기도 부천시 심곡본동 552-14 ,지하1층 ",70.79,032-614-3703,2019-01-17
유흥주점영업,2008-08-29,에이스노래바,"경기도 부천시 성주로269번길 48, 지하1층 (심곡본동)","경기도 부천시 심곡본동 669-13 ,지하1층 ",60.18,032-663-1238,2017-09-06
유흥주점영업,2009-01-29,리본클럽,"경기도 부천시 중동로254번길 15 (중동, 동아프라자 B101호 일부)",경기도 부천시 중동 1150-12 동아프라자 B101호 일부 ,162.5,032-327-4757,2009-01-29
유흥주점영업,2009-02-04,럭셔리노래광장,"경기도 부천시 부일로483번길 11 (심곡동,지하1층)",경기도 부천시 심곡동 168-4 지하1층 ,93.32,032-665-8838,2019-05-20
유흥주점영업,2009-02-12,킹 노래클럽,"경기도 부천시 부일로199번길 26 (상동, 외 1필지 서련코아 B1~B8호)",경기도 부천시 상동 409 외 1필지 서련코아 B1~B8호 ,132.3,032-323-2526,2019-08-13
유흥주점영업,2009-03-19,콜라노래바,"경기도 부천시 부일로446번길 24, 지하1층 (심곡동)",경기도 부천시 심곡동 392-7 지하1층 ,99.82,,2018-12-27
유흥주점영업,2009-06-09,팔도노래클럽,"경기도 부천시 부일로 지하 752 (역곡동, 지하 1층)",경기도 부천시 역곡동 112 지하 1층 ,97.13,032-342-3909,2014-07-01
유흥주점영업,2009-06-18,케이투(K2)노래바,"경기도 부천시 길주로 115, 502호 (상동, 시그마타워)",경기도 부천시 상동 535-9 시그마타워 502호 ,140.63,032-322-4333,2015-11-30
유흥주점영업,2009-06-18,나인투나인,"경기도 부천시 길주로 115 (상동, 시그마타워 305,306,309호)","경기도 부천시 상동 535-9 시그마타워 305호, 306호, 309호 ",364.32,032-326-9996,2019-09-20
유흥주점영업,2009-07-07,제니스,"경기도 부천시 길주로77번길 19-22, 2층 (상동, 제니스관광호텔)",경기도 부천시 상동 532-21 제니스관광호텔 2층 ,491.89,032-321-0002,2019-12-26
유흥주점영업,2009-07-15,에스비에스 노래클럽(SBS 노래클럽),"경기도 부천시 조마루로291번길 24 (중동,신영프라자201호)",경기도 부천시 중동 1130-3 신영프라자201호 ,77.94,032-328-0023,2020-11-03
유흥주점영업,2009-07-27,방가방가노래빠,"경기도 부천시 부천로9번길 50 (심곡동, 3층일부)","경기도 부천시 심곡동 383-9 ,3층일부 ",43.77,032-666-6348,2019-10-01
유흥주점영업,2009-09-01,해와달 노래광장,"경기도 부천시 부일로 482-1, 지하1층 (심곡동)","경기도 부천시 심곡동 170-13 ,지하1층 ",93.51,032-614-1800,2017-08-14
유흥주점영업,2009-09-10,잭팟,"경기도 부천시 신흥로22번길 55 (심곡동,,지하)","경기도 부천시 심곡동 393-1 ,지하 ",80.88,,2019-12-17
유흥주점영업,2009-09-29,힐링노래클럽,"경기도 부천시 석천로 180 (중동,,강림프라자지하101호)","경기도 부천시 중동 1158-14 ,강림프라자지하101호 ",120.24,032-3219-494,2017-10-30
유흥주점영업,2009-11-26,1박2일노래바,"경기도 부천시 부일로 441 (심곡동,,지하1층)","경기도 부천시 심곡동 400-9 ,지하1층 ",98.38,032-662-8583,2012-07-31
유흥주점영업,2009-12-15,들꽃노래바,"경기도 부천시 부천로10번길 30 (심곡동,지하1층 일부)",경기도 부천시 심곡동 171-17 지하1층 일부 ,95.94,032-614-1744,2012-09-06
유흥주점영업,2009-12-17,오케이(OK),"경기도 부천시 석천로178번길 23 (중동,케이원빌딩 지하102호)",경기도 부천시 중동 1158-9 케이원빌딩 지하102호 ,82.76,032-321-3337,2016-10-24
유흥주점영업,2009-12-24,짱연희,"경기도 부천시 부천로30번길 10 (심곡동,지층)",경기도 부천시 심곡동 168-6 지층 ,86.25,032-613-7721,2014-03-06
유흥주점영업,2009-07-01,케이투(K2)노래바,"경기도 부천시 경인로 218, 지하1층 (심곡본동)","경기도 부천시 심곡본동 668-2 ,지하1층 ",101.57,032-611-2787,2015-11-10
유흥주점영업,2009-11-16,썸노래클럽,"경기도 부천시 심곡로9번길 31, 지하1층 (심곡본동)","경기도 부천시 심곡본동 590-5 ,지하1층 ",79.14,032-655-3346,2014-07-07
유흥주점영업,2009-12-15,엔젤노래클럽,경기도 부천시 소사로 776 (원종동),경기도 부천시 원종동 277 지하1층 ,72.4,032-675-7117,2019-07-23
유흥주점영업,2010-01-08,일번지,"경기도 부천시 석천로178번길 17 (중동,이원프라자 지하102호)",경기도 부천시 중동 1158-11 이원프라자 지하102호 ,63.26,032-321-7805,2013-08-28
유흥주점영업,2010-01-12,종이학,"경기도 부천시 상동로 79 (상동,수석프라자 204호 일부)",경기도 부천시 상동 544-9 수석프라자 204호 일부 ,126.88,032-321-7963,2018-09-27
유흥주점영업,2010-03-12,코코노래바,"경기도 부천시 부천로10번길 28 (심곡동,A동 2층일부)",경기도 부천시 심곡동 171-25 A동 2층일부 ,55.37,032-611-5990,2019-04-01
유흥주점영업,2010-04-06,스캔들노래방주점,"경기도 부천시 역곡로1번길 6 (역곡동,지하1층일부)",경기도 부천시 역곡동 80-7 지하1층일부 ,67.22,032-342-7877,2019-07-25
유흥주점영업,2010-04-12,에버,"경기도 부천시 길주로121번길 18-21 (상동,지하1층)",경기도 부천시 상동 537-7 지하1층 ,346.78,032-321-4011,2019-04-19
유흥주점영업,2010-05-03,오렌지,"경기도 부천시 중동로 256, 302호 (중동, 삼성프라자)",경기도 부천시 중동 1150-14 삼성프라자 302호,161.97,032-329-2336,2019-02-12
유흥주점영업,2010-06-07,샤방샤방노래바,"경기도 부천시 부천로35번길 4 (심곡동,,지하)","경기도 부천시 심곡동 192-5 ,지하 ",119.5,032-652-0300,2018-10-08
유흥주점영업,2010-06-10,여성시대,"경기도 부천시 길주로 80 (상동, 로얄타워 205~206호)",경기도 부천시 상동 544-1 로얄타워 205~206호 ,267.39,032-324-6882,2018-11-07
유흥주점영업,2010-06-30,잉꼬노래빠,"경기도 부천시 부일로496번길 21 (심곡동,,지하1층)","경기도 부천시 심곡동 144-8 ,지하1층 ",69.08,032-655-5753,2012-08-30
유흥주점영업,2010-07-09,중동노래클럽,"경기도 부천시 중동로262번길 32, 102호 (중동,우영프라자 지하1층)",경기도 부천시 중동 1150-6 우영프라자 지하1층 102호,96.07,,2019-10-10
유흥주점영업,2010-07-19,달빛노래클럽,"경기도 부천시 중동로262번길 62 (중동,황금프라자 지하103호)",경기도 부천시 중동 1142 황금프라자 지하103호 ,60.09,,2016-11-14
유흥주점영업,2010-07-20,홍도,"경기도 부천시 신흥로26번길 54 (심곡동,,3층일부(302))","경기도 부천시 심곡동 392-1 ,3층일부(302) ",77.68,032-613-3663,2019-05-20
유흥주점영업,2010-07-28,콜노래바1,"경기도 부천시 중동로254번길 25, 지하01호 (중동, 삼성프라자)",경기도 부천시 중동 1150-9 삼성프라자 지하01호,105.62,032-321-8418,2016-08-10
유흥주점영업,2010-07-28,얼짱노래바,"경기도 부천시 중동로254번길 25, 지하02호 (중동, 삼성프라자)",경기도 부천시 중동 1150-9 삼성프라자 지하02호 ,130.43,032-328-8488,2016-08-10
유흥주점영업,2010-08-02,필노래바,"경기도 부천시 중동로262번길 24 (중동,대림프라자 지하01호)",경기도 부천시 중동 1150-4 대림프라자 지하01호 ,94.51,032-321-8892,2018-06-25
유흥주점영업,2010-09-09,솜사탕,"경기도 부천시 중동로254번길 63 (중동,,두용빌딩지하102호)","경기도 부천시 중동 1142-19 ,두용빌딩지하102호 ",146.32,032-323-9107,2018-04-13
유흥주점영업,2010-10-05,도토리노래바,"경기도 부천시 부일로469번길 31 (심곡동,,2층)","경기도 부천시 심곡동 180-2 ,2층 ",85.98,032-611-0320,2020-02-03
유흥주점영업,2010-10-08,리얼,"경기도 부천시 부천로6번길 35, 지하1층 (심곡동)","경기도 부천시 심곡동 171-27 ,지하1층 ",98.09,032-613-4188,2018-01-04
유흥주점영업,2010-10-15,스캔들노래클럽,"경기도 부천시 부일로199번길 56 (상동,지하1층)",경기도 부천시 상동 406 지하1층 ,51.91,032-321-0130,2020-01-14
유흥주점영업,2010-11-17,개구리노래클럽,"경기도 부천시 조마루로291번길 40 (중동, 우신프라자2차빌딩303호)","경기도 부천시 중동 1133-8 ,우신프라자2차빌딩303호 ",79.74,032-328-8891,2014-03-07
유흥주점영업,2010-11-17,세븐,"경기도 부천시 중동로254번길 63 (중동,(지하101호))",경기도 부천시 중동 1142-19 (지하101호) ,73,032-322-9107,2018-04-13
유흥주점영업,2010-12-02,가자노래바,"경기도 부천시 중동로262번길 40, 지01호 (중동, 세진빌딩)",경기도 부천시 중동 1147-1 세진빌딩 지01호,253.03,032-321-2984,2012-07-19
