시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
파주시,임진각평화누리,경기도 파주시 문산읍 임진각로 148-40,031-956-8300,2021-03-05,37.8920443606,126.7447897975
의왕시,의왕조류생태과학관,경기도 의왕시 왕송못동길 209,031-8086-7490,2021-03-05,37.3108723627,126.9502605930
오산시,물향기수목원,경기도 오산시 청학로 211,031-378-1261,2021-03-05,37.1662479454,127.0543477507
양평군,풀향기 허브나라 & 더 토이:토이전시,경기도 양평군 용문면 덕촌리 13-1,031-771-1809,2021-03-05,37.5074402621,127.6055427000
구리시,구리시곤충생태관,경기도 구리시 검배로 200,031-550-2586,2021-03-05,37.5920300059,127.1613998337
용인시,청계목장,경기도 용인시 처인구 백암면 청계로 104번길 20,031-322-5200,2021-03-05,37.1536457741,127.3966516305
용인시,농도원목장,경기도 용인시 처인구 원삼면 원양로377번길 1-34,031-321-0445,2021-03-05,37.1932957989,127.2966318892
양평군,두물머리 생태학교,경기도 양평군 양서면 두물머리길 108-22,031-771-0551,2021-03-05,37.5361849996,127.3142787536
포천시,비둘기낭마을,경기도 포천시 영북면 비둘기낭길 25,031-536-9668,2021-03-05,38.0718785506,127.2281889129
파주시,임진각평화누리,경기도 파주시 문산읍 임진각로 148-40,031-956-8300,2021-03-05,37.8920443606,126.7447897975
안성시,안성천문대,경기도 안성시 미양면 강덕리 천문대길 60,031-677-2245,2021-03-05,36.9555638558,127.2339036916
여주시,도리늘향골마을,경기도 여주시 점동면 도리 133-1,***-****-****,2021-03-05,37.2262590124,127.7074976766
양주시,맹골마을,경기도 양주시 남면 휴암로 443번길 29-6,031-867-6978,2021-03-05,37.8933372945,126.9582066698
화성시,배혜정도가,경기도 화성시 정남면 서봉로835,031-354-9376,2021-03-05,37.1495894676,126.9609457554
남양주시,고로쇠마을,경기도 남양주시 수동면 비룡로1705번길30,031-511-2521,2021-03-05,37.7639797602,127.2818298239
가평군,별바라기마을,경기도 가평군 조종면 명지산로 325,031-585-3823,2021-03-05,37.9013380646,127.3725926474
가평군,아홉마지기 마을,경기도 가평군 가평읍 용추로 238,031-582-3115,2021-03-05,37.8480488644,127.4876674277
광명시,오리서원,경기도 광명시 오리로 287,02-898-6306,2021-03-05,37.4285174082,126.8805010378
광명시,광명시자원회수시설,경기도 광명시 가학로 142,,2021-03-05,37.4123965724,126.8610394216
광명시,안터생태공원 생태체험,경기도 광명시 안재로1번길 27,02-2619-1050,2021-03-05,37.4593325679,126.8698216917
파주시,도라전망대,경기도 파주시 장단면 제3땅굴로 310,031-954-0303,2021-03-05,37.9089054894,126.7048144148
고양시,배다골테마파크,경기도 고양시 덕양구 배다골길 131,031-970-6330,2021-03-05,37.6301638058,126.8481072548
고양시,아쿠아플라넷일산,경기도 고양시 일산서구 한류월드로 282,031-960-8500,2021-03-05,37.6638219135,126.7556343424
부천시,플레이아쿠아리움부천,경기도 부천시 조마루로 2,032-326-9500,2021-03-05,37.4998690980,126.7442661118
안산시,별빛마을포토랜드,경기도 안산시 상록구 수인로 1723,031-484-5050,2021-03-05,37.3394436209,126.8634529713
이천시,이천시몬스테라스,경기도 이천시 사실로 988,031-631-4071,2021-03-05,37.1977308808,127.4463182188
안양시,삼막애견공원,경기도 안양시 만안구 석수동 18,070-4140-4000,2021-03-05,37.4288529590,126.9148133522
파주시,파주산머루농원,경기도 파주시 적성면 윗배우니길 441-25,031-958-4558,2021-03-05,37.9602478421,126.9579203685
파주시,파주팜랜드,경기도 파주시 탄현면 새오리로 318-34,031-942-1533,2021-03-05,37.8100305789,126.6923912870
안성시,안성 서일농원,경기도 안성시 일죽면 금일로 332-17,031-673-3171,2021-03-05,37.0813761293,127.4762154612
안성시,안성 서일농원,경기도 안성시 일죽면 금일로 332-17,031-673-3171,2021-03-05,37.0813761293,127.4762154612
안성시,안성 서일농원,경기도 안성시 일죽면 금일로 332-17,031-673-3171,2021-03-05,37.0813761293,127.4762154612
광명시,광명동굴,경기도 광명시 가학로85번길 142,070-4277-8902,2021-03-05,37.4246681011,126.8634441855
여주시,오감도토리마을,경기도 여주시 강천면 강천로 776,031-886-8668,2021-03-05,37.2683689459,127.6900918237
가평군,가평아홉마지기마을,경기도 가평군 가평읍 용추로 238,***-****-****,2021-03-05,37.8480488644,127.4876674277
양평군,외갓집체험마을,경기도 양평군 청운면 신론로 344,031-772-3885,2021-03-05,37.5618796250,127.7750654590
양평군,신론리 외갓집체험마을,경기도 양평군 청운면 상고론길 9-8,031-772-3402,2021-03-05,37.5623630463,127.7764825960
화성시,행복텃밭,경기도 화성시 매송면 화성로 2148-28,031-295-6212,2021-03-05,37.2478842164,126.9038799448
화성시,시화호 환경학교,경기도 화성시 송산면 공룡로540번길 27,031-356-8152,2021-03-05,,
의정부시,의정부 부대찌개거리,경기도 의정부시 호국로1309번길 7,031-828-2114,2021-03-05,37.7440954678,127.0494983066
평택시,수도사,경기도 평택시 포승읍 호암길 58,031-682-3169,2021-03-05,37.0023403002,126.8216664113
파주시,헤이리예술마을,경기도 파주시 탄현면 헤이리마을길 82-105,031-946-8551,2021-03-05,37.7880710628,126.7037374771
이천시,부래미마을,경기도 이천시 율면 금율로 640번길 177,031-643-0817,2021-03-05,37.0589051995,127.5477800871

