업종명,업소명,소재지(도로명),소재지전화
일반음식점,미사옥,"경기도 하남시 미사강변중앙로 219, 레이크힐 2층 203호 (망월동)",
일반음식점,어메이징 피플즈(주) 배떡,"경기도 하남시 하남대로 765, 1층 (신장동)",
일반음식점,니하오마라탕 신장점,"경기도 하남시 신장로 139, 1층 (덕풍동)",
일반음식점,지짐이 항아리,"경기도 하남시 미사강변중앙로 161, 미사파크뷰 1층 116호 (망월동)",
일반음식점,본죽&비빔밥 하남감일,"경기도 하남시 감일백제로 105, 신성메디타워 1층 107호 (감이동)",
일반음식점,과일생각,"경기도 하남시 신장로175번길 9, 1층 (덕풍동)",
일반음식점,카페 보케리아,"경기도 하남시 미사대로 556, 1층 (덕풍동)",
일반음식점,달의 정원,"경기도 하남시 천호대로1358번길 144-39, 1층 (초이동)",
일반음식점,체크(check),"경기도 하남시 미사대로 750, 스타필드 하남 지하1층 (신장동)",
일반음식점,메이크 어 딜리버리 하남점,"경기도 하남시 미사강변대로34번길 82, 골드프라자 2층 207호 (풍산동)",
일반음식점,식껍 하남점,"경기도 하남시 미사강변중앙로170번길 12, 미사신성타워 1층 107, 108호 (망월동)",
일반음식점,광이네 과일가게,"경기도 하남시 아리수로 570, 효성헤링턴타워더퍼스트 1층 1072호 (망월동)",
일반음식점,Malt(몰트),"경기도 하남시 미사강변중앙로 217, 미사 호수의아침 2층 201호 (망월동)",
일반음식점,허니문까페,"경기도 하남시 감이남로 50, 1층 104호 (감이동)",
휴게음식점,목화다방,경기도 하남시 신장1로9번길 50 (신장동), 031- 792-5989
휴게음식점,마방다원,"경기도 하남시 하남대로 668 (천현동, 외1필지)",031 -796 -3617
휴게음식점,롯데리아하남덕풍점,"경기도 하남시 신장로 147 (덕풍동,(1, 2층))", 031- 795-8877
휴게음식점,현대스넥,"경기도 하남시 대청로 33, 지하1층 116호 (신장동, 현대베스코아 )", 031- 796-1528
휴게음식점,롯데리아 하남 신장,"경기도 하남시 대청로 73, 1층 (신장동)", 031- 794-2023
휴게음식점,로망스,"경기도 하남시 하남대로776번길 14-30 (신장동,(동서울호텔내 1층))", 031- 796-5500
휴게음식점,하나다방,"경기도 하남시 신장로 220 (덕풍동,지층)", 031- 791-8111
휴게음식점,미니스톱하남덕풍점,"경기도 하남시 신장로 168, 1층 (덕풍동)", 031- 794-0329
휴게음식점,이삭(덕풍점),"경기도 하남시 하남대로 847 (덕풍동,번지(2층))", 031- 792-7447
휴게음식점,신바람난찐빵,경기도 하남시 서하남로 46-1 (감북동),  02- 479-4479
휴게음식점,(주)지에스리테일하남점,"경기도 하남시 신장1로9번길 74 (신장동,외5필지(1층))",031 - 795-1682
휴게음식점,파파호두(하남점),"경기도 하남시 신평로 87 (신장동,외1필지)", 031- 795-9943
휴게음식점,(주)와이오케이푸드,"경기도 하남시 덕풍서로 70 (덕풍동,하남풍산 E-MART 내(2층))",031 -524 -1053
휴게음식점,(주)와이오케이푸드 이마트 하남점 김밥류,"경기도 하남시 덕풍서로 70 (덕풍동,하남풍산 E-MART 내(2층))",031 -524 -1053
휴게음식점,(주)와이오케이푸드 이마트하남점 구이/꼬치,"경기도 하남시 덕풍서로 70 (덕풍동,하남풍산 E-MART 내(2층))",031 -524 -1053
휴게음식점,(주)와이오케이푸드,"경기도 하남시 덕풍서로 70 (덕풍동,하남풍산 E-MART 내(2층))",031 -524 -1053
휴게음식점,(주)와이오케이푸드,"경기도 하남시 덕풍서로 70 (덕풍동,하남풍산 E-MART 내(2층))",031 -524 -1053
휴게음식점,(주)와이오케이푸드 이마트 하남점 회/초밥,"경기도 하남시 덕풍서로 70 (덕풍동,하남풍산 E-MART 내(2층))",031 -524 -1053
휴게음식점,버거킹하남 이마트점,"경기도 하남시 덕풍서로 70 (덕풍동,하남풍산E-MART 내(1층))",031 -795 -0237
휴게음식점,배스킨라빈스 하남이마트점,"경기도 하남시 덕풍서로 70 (덕풍동,하남풍산E-MART 내(1층))",031 -796 -3144
휴게음식점,해윤(수산),"경기도 하남시 신장1로9번길 74 (신장동,외 5필지(1층))",031 -795 -1681
휴게음식점,천안 호두과자,"경기도 하남시 서하남로 38 (감북동,외1필지(1층))", 031- 473-0131
휴게음식점,로뎀,"경기도 하남시 천현로 116 (천현동,외4필지(1층))",031 -796 -1004
휴게음식점,배스킨라빈스(하남신장점),경기도 하남시 신장로 133 (덕풍동),031 -794 -0031
휴게음식점,신암,"경기도 하남시 미사동로 75 (미사동,(1층))",031 -796 -3754
휴게음식점,GS25하남천현점,"경기도 하남시 천현로134번길 3 (천현동,(1층))",031 -791 -3494
휴게음식점,"59쌀피자(신장,부영아파트점)",경기도 하남시 신장동로 158 (신장동),031 -795 -5982
휴게음식점,하남(만)휴게소(라면/김밥),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(드림빵빵),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(YUMMY 치파이),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(TOM N TOMS COFFEE),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(호두과자&핫바),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(꼬치꼬치),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(호호떡),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소 우동,경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,GS25 하남 산곡점,"경기도 하남시 하남대로 193 (상산곡동,(1층))",031 -795 -9232
휴게음식점,(주)홈플러스 경기하남점,"경기도 하남시 하남대로 747 (신장동,외 2필지 홈플러스 경기하남점 (지하1층))",031 -777 -7012
휴게음식점,GS 편의점(감북점),"경기도 하남시 감초로 65 (감북동,(1층))",02  -473 -4760
휴게음식점,엔제리너스 커피(하남신장사거리점),"경기도 하남시 신장로 126 (신장동,(2층))",031 -795 -7956
휴게음식점,죽이야기,"경기도 하남시 조정대로 150 (덕풍동,아파트형공장 ITECO 1층 R116호)",031 -790 -4009
휴게음식점,명가김밥(아이테코점),"경기도 하남시 조정대로 150 (덕풍동,아이테코 (1층 R111,112호))",031 -790 -0709
휴게음식점,투썸플레이스 하남아이테코점,"경기도 하남시 조정대로 150 (덕풍동,아이테코 1층 R104호)",031 -790 -1314
휴게음식점,아이테코 할리스 커피점,"경기도 하남시 조정대로 150 (덕풍동,아이테코 1층 R123호)",031 -790 -1513
휴게음식점,감탄떡볶이(신장사거리점),"경기도 하남시 신평로 46 (신장동,(1층))",031 -794 -8388
휴게음식점,에이트리(A Tree),"경기도 하남시 하남대로 815 (신장동,명지캐럿 108호)",031 -795 -3960
휴게음식점,카페플,"경기도 하남시 서하남로 440 (춘궁동,(3층))",070 -4150-9498
휴게음식점,커피앤커플,"경기도 하남시 덕풍동로 111-15 (덕풍동,리치플러스 하남센터104호)",031 -794 -2864
휴게음식점,짱구짱구 꼬마김밥&만두,"경기도 하남시 덕풍동로 111-15 (덕풍동,리치플러스 하남센터 103호)",031 -796 -8250
휴게음식점,제우스PC방,"경기도 하남시 신장로 98 (신장동,2층)",
휴게음식점,한스,"경기도 하남시 덕풍동로 110, 3층 305호 (덕풍동, 트윈렉스상가)",
휴게음식점,3pop pc방,"경기도 하남시 신평로 57, 지하층 (신장동)",
휴게음식점,카페나드,"경기도 하남시 덕풍북로6번길 9, 1층 (덕풍동)",
휴게음식점,더카페(이마트점),"경기도 하남시 덕풍서로 70, 1층 (덕풍동, 이마트 매장내)",031 -796 -1259
휴게음식점,MANJI'S COFFEE(만지스커피),"경기도 하남시 미사동로 42, 1층 (미사동)",031 -791 -9522
휴게음식점,코파카바나,"경기도 하남시 아리수로 600, 3층 (망월동, 하남종합체육관)",031 -796 -0404
휴게음식점,GS25 하남 춘궁점,"경기도 하남시 대성로 102, 1층 (하사창동)",031 -792 -1301
휴게음식점,키즈앤파크,"경기도 하남시 대청로59번길 15-1, 한국아파트상가 지하층 B1,2호 (신장동)",
휴게음식점,탐앤탐스 하남덕풍점,"경기도 하남시 신장로 152, 1층 (덕풍동, 성하빌딩)",031 -796 -5250
휴게음식점,카사비안카,"경기도 하남시 춘궁로93번길 27-15, 1층 (하사창동)",070 -8881-9240
휴게음식점,초광분식,"경기도 하남시 초광로 102, 1층 (광암동)",
휴게음식점,빌라델비아,"경기도 하남시 신장로 125-1, 1층 (신장동)",
휴게음식점,빨간사과,"경기도 하남시 덕풍공원로 31, 1층 (덕풍동)",031 -794 -3350
휴게음식점,롯데리아 하남 풍산점,"경기도 하남시 덕풍동로 111-50, 1층 119, 120, 121, 122호 (덕풍동, 트윈렉스B동)",031 -796 -0096
휴게음식점,커피스마일,"경기도 하남시 대청로 27, 1층 (신장동)", 031- 699-0005
휴게음식점,피자스쿨(하남덕풍점),"경기도 하남시 신장로 169-1, 1층 (덕풍동)",031 -793 -8281
휴게음식점,메밀 만두짱,"경기도 하남시 하남대로801번길 68, 1층 (신장동)",
휴게음식점,THE 슈가네,"경기도 하남시 덕풍북로 16, 1층 (덕풍동)",
휴게음식점,커피몽타주(Coffee Montage),"경기도 하남시 하남대로654번길 24-70, 나동 (천현동)", 070-8262-1303
휴게음식점,스타벅스 하남시청점,"경기도 하남시 대청로 34, 1,2층 (신장동)",031 -795 -8724
휴게음식점,봉구스 밥버거 창우점,"경기도 하남시 대청로116번길 30-1, 1층 108호 (창우동, 은행아파트근린상가)",031 -796 -5700
휴게음식점,가나안,"경기도 하남시 대청로 62, 117동 1층 104호 (신장동, 백조현대아파트상가동)",
휴게음식점,스튜디오 카페 루시다,경기도 하남시 검단산로 271 (창우동),031 -792 -1851
휴게음식점,와플대학하남신장캠퍼스,"경기도 하남시 신평로 61, 1층 (신장동)",031 -795 -0125
휴게음식점,설빙 하남시청점,"경기도 하남시 대청로 15, 2층 201호 (신장동, 동양트레벨)",031 -793 -0628
휴게음식점,투썸 하남신장점,"경기도 하남시 신장로 136, 1,2층 (덕풍동)",031 -795 -4177
휴게음식점,고봉민 김밥,"경기도 하남시 대청로 15, 1층 111호 (신장동, 트레벨상가)",031 -791 -1236
휴게음식점,나무그늘,"경기도 하남시 덕풍북로259번길 7, 1층 (덕풍동)",
휴게음식점,요거프레소 풍산점,"경기도 하남시 덕풍북로 261, 1층 (덕풍동)",031 -791 -7529
휴게음식점,셀라황커피,"경기도 하남시 신장동로140번길 43, 1층 (신장동)",031 -794 -7086
휴게음식점,스타벅스커피 하남신장점,경기도 하남시 신장로 130 (덕풍동),
휴게음식점,맘스터치(하남 신장점),"경기도 하남시 신장로 119-2, 1층 (신장동)", 031- 819-1004
휴게음식점,반스카페,경기도 하남시 하남대로776번길 61-10 (신장동),031 -793 -2403
휴게음식점,맥도날드(하남시청점),"경기도 하남시 대청로 25, 1,2층 (신장동)",070 -7209-0514
휴게음식점,먹거리장터,"경기도 하남시 하남대로 747, 지하1층 (신장동, 홈플러스 경기하남점)",
휴게음식점,카페 루아,"경기도 하남시 검단산로 339, 1층 (창우동)",
휴게음식점,이디야 하남시청점,"경기도 하남시 대청로 15, 107호 (신장동, 오피스텔트레벨)",031 -792 -6911
휴게음식점,씨유 하남검단산점,"경기도 하남시 검단산로 246, 1층 (창우동)",
휴게음식점,카페드에리카,"경기도 하남시 하남대로 747, 1층 101호 (신장동, 두산위브파크)",
휴게음식점,(주)세븐일레븐 하남참아름점,"경기도 하남시 덕풍동로 60-1, 101~102호 (덕풍동, 참아름 상가동)",
휴게음식점,빽다방(하남신장시장점),경기도 하남시 신장로 122 (신장동),031 -796 -7968
휴게음식점,kevin's cafe (케빈카페),"경기도 하남시 하남대로292번길 40, 1층 (상산곡동)",031 -795 -3703
휴게음식점,쥬씨,"경기도 하남시 신장로 129, 1층 (덕풍동)",
휴게음식점,3POP(쓰리팝)PC,"경기도 하남시 대청로 62, 201호 (신장동, 백조현대아파트 상가동 117동)",
휴게음식점,베스킨라빈스 미사 센트럴점,"경기도 하남시 미사강변남로 45, 골든브릿지 1층 120,121호 (망월동)",
휴게음식점,신전떡볶이 미사강변도시점,경기도 하남시 미사강변한강로 220 (망월동),
휴게음식점,아틀리에 헤아林,"경기도 하남시 미사강변한강로158번길 83, 1층 (망월동)",031 -793 -7278
휴게음식점,씨유 미사점,"경기도 하남시 아리수로 565-4, 106호 (망월동, 2상가)",070 -4131-8989
휴게음식점,덕풍동 빵집,경기도 하남시 덕산로 66 (덕풍동),070 -7717-2019
휴게음식점,위드미 덕풍나룰점,"경기도 하남시 덕풍북로259번길 45, 1층 (덕풍동)",031 -794 -4203
휴게음식점,서하남하이패스센터 딜라이트커피점,경기도 하남시 서울외곽순환고속도로 19 (춘궁동),031 -719 -9141
휴게음식점,GS25 하남샘재점,경기도 하남시 샘재로 89 (천현동),031 -795 -7774
휴게음식점,CU하남초이점,경기도 하남시 초이로 75 (초이동),02  -428 -1116
휴게음식점,GS25초이중앙점,"경기도 하남시 초이로 158, 1층 (초이동)",02  -426 -7264
휴게음식점,GS하남배다리점,"경기도 하남시 서하남로 38, 1층 (감북동)",
휴게음식점,공차 하남 풍산점,"경기도 하남시 덕풍동로 111-33, 104호 (덕풍동)",031 -791 -9531
휴게음식점,이디야 커피,"경기도 하남시 미사강변대로226번길 26, 1층 103호 (망월동, 미사원프라자)",031 -792 -2608
휴게음식점,복고다방(하남점),"경기도 하남시 수리북로 29, 105호 (덕풍동)",
휴게음식점,쥬스식스,"경기도 하남시 하남대로 820, 102호 (신장동)",031 -795 -7266
휴게음식점,몽땅떡볶기,"경기도 하남시 조정대로 150, R126호 (덕풍동, 아이데코(하남지식산업센터))",031 -790 -1515
휴게음식점,빨간모자피자 하남점,"경기도 하남시 덕풍동로 111-50, B 104호 (덕풍동, 트윈렉스 2)",031 -796 -7606
휴게음식점,미니스톱 하남미사점,"경기도 하남시 미사강변한강로220번길 30, 1층 (망월동)", 031- 792-6710
휴게음식점,송추가마골 미사지점,"경기도 하남시 미사대로 438, 1층 (망월동)",031 - 794-9566
휴게음식점,쥬씨 하남미사점,"경기도 하남시 미사강변대로226번길 14, 105호 (망월동, 예스프라자 미사)",031 -792 -0978
휴게음식점,더불어(Double up),"경기도 하남시 미사강변대로226번길 26, 109호 (망월동, 미사원프라자)",031 -791 -8560
휴게음식점,VR플러스PC방,"경기도 하남시 하남대로 780, 2층 (신장동)",
휴게음식점,cu하남 감북점,"경기도 하남시 감초로 41, 1층 (감북동)",02  -470 -2958
휴게음식점,대보건설(주) 서하남 행복드림(CU),"경기도 하남시 서울외곽순환고속도로 19, 1층 (춘궁동, 서하남휴게소)",031 -796 -6709
휴게음식점,스타필드 공차,"경기도 하남시 미사대로 750, 스타필드 하남 지하1층 (신장동)",031 -8072-8286
휴게음식점,젤라띠젤라띠 스타필드 하남점(Gelati Gelati),"경기도 하남시 미사대로 750, 스타필드 하남 지하1층 (신장동)",031 -8072-8285
휴게음식점,멜린다's 키친(하남),"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드하남 백화점)",
휴게음식점,edeliacafe(이델리아카페),"경기도 하남시 미사대로 750, 지하3층 (신장동, 스타필드하남 쇼핑센터)",
휴게음식점,아모리노 하남점,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드하남 백화점)",
휴게음식점,(주)카레클린트 하남스타필드,"경기도 하남시 미사대로 750, 1층 (신장동, 스타필드하남 쇼핑센터)",070 -7436-8112
휴게음식점,오슬로 하남점,"경기도 하남시 미사대로 750, 스타필드 하남 지하1층 (신장동)",031 -8072-8251
휴게음식점,엘빈즈 이유식카페 스타필드하남점,"경기도 하남시 미사대로 750, 스타필드 하남 3층 (신장동)",02  -2071-3600
휴게음식점,주식회사 바인인터내셔날 리김밥 하남스타필드점,"경기도 하남시 미사대로 750, 2층 (신장동, 스타필드하남 쇼핑센터)",
휴게음식점,배스킨라빈스 하남미사점,"경기도 하남시 미사강변대로 228, 104호 (망월동, 미사메디프라자)",031 -795 -3458
휴게음식점,스타벅스 스타필드하남2FR,"경기도 하남시 미사대로 750, 스타필드 하남 2층 1170호 (신장동)",02  -3015-1180
휴게음식점,스타벅스 스타필드하남 1F(티바나),"경기도 하남시 미사대로 750, 스타필드 하남 지하1층 (신장동)",031 -8072-8283
휴게음식점,스타벅스 신세계하남 2F,"경기도 하남시 미사대로 750, 1층 (신장동, 스타필드하남 백화점)",02  -3015-1180
휴게음식점,(주)래딕스플러스 스무디킹 스타필드 하남점,"경기도 하남시 미사대로 750, 2층 (신장동, 스타필드하남 쇼핑센터 )",02  -7068-715
휴게음식점,빌리디언리프,"경기도 하남시 미사대로 750, 2층 (신장동, 스타필드하남 쇼핑센터)",031 -8072-8558
휴게음식점,boil(보일),"경기도 하남시 미사강변대로 212, 1층 115호 (망월동, 미사센트럴프라자)",031 -792 -8055
휴게음식점,그랑아로마(GRAN AROMA),"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드하남 PK마켓 내)",031 -8069-4123
휴게음식점,(주)부일,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드 하남 PK마켓내)",031 -8069-4123
휴게음식점,프레시포,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드하남 PK마켓 내)",031 -8069-4123
휴게음식점,스넥코너,"경기도 하남시 고골로 162, 1층 (하사창동)",
휴게음식점,하남(만)휴게소(원석삼겹살김밥),"경기도 하남시 중부고속도로 117, 1층 (천현동)",031 -796 -6709
휴게음식점,하남(만)휴게소(드림핫도그),"경기도 하남시 중부고속도로 117, 1층 (천현동)",031 -796 -6709
휴게음식점,하남(만)휴게소(감자튀김),"경기도 하남시 중부고속도로 117, 1층 (천현동)",031 -639 -0114
휴게음식점,(주)이마트 트레이더스 스타필드 하남점(푸드서비스),"경기도 하남시 미사대로 750, 지하3층 (신장동, 스타필드하남 쇼핑센터)",031 -8069-1211
휴게음식점,폴 바셋 스타필드하남 2호점,"경기도 하남시 미사대로 750, 2층 (신장동, 스타필드하남 쇼핑센터)",031 -8072-8432
휴게음식점,폴 바셋 스타필드하남 1호점,"경기도 하남시 미사대로 750, 스타필드 하남 지층 B112호 (신장동)",02  -2056-3035
휴게음식점,아리랑수제핫도그,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드하남 백화점)",031 -8072-1340
휴게음식점,리모찌마을,"경기도 하남시 하남대로 294, 1층 (상산곡동)",031 -794 -0406
휴게음식점,몬스터라운지,"경기도 하남시 미사대로 750, 3층 (신장동, 스타필드하남 쇼핑센터 )",031 -8072-8502
휴게음식점,아비꼬 신세계 하남점,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드 하남 백화점)",031 -8072-1332
휴게음식점,남기분면,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드 하남 백화점)",031 -8072-1327
휴게음식점,백미당 스타필드 하남점,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드하남 백화점)",031 -8072-1344
휴게음식점,앤티앤스,"경기도 하남시 미사대로 750, 2층 (신장동, 스타필드하남 쇼핑센터)",02  -587 -0955
휴게음식점,라메종뒤쇼콜라,"경기도 하남시 미사대로 750, 스타필드 하남 2층 1200호 (신장동)",070 -4322-3530
휴게음식점,yummimeal(얌이밀),"경기도 하남시 미사대로 750, 지하1층 (신장동, 스타필드하남 백화점)", 031- 982-2636
휴게음식점,(주)플레이타임그룹 SS스타필드 하남점 맘스카페 플레이타임,"경기도 하남시 미사대로 750, 2층 (신장동, 스타필드하남 쇼핑센터)",02  -2226-0970
휴게음식점,빈브라더스 스타필드하남점,"경기도 하남시 미사대로 750, 스타필드 하남 1층 G199호 (신장동)",02  -561 -0612
휴게음식점,르타오,"경기도 하남시 미사대로 750, 스타필드 하남 1층 G118호 (신장동)",02  -546 -0614
휴게음식점,GS25  하남하사창동점,"경기도 하남시 춘궁로 89, 1층 (하사창동)",031 -792 -6805
휴게음식점,하남상회,"경기도 하남시 검단산로 282, 1층 (창우동)",
휴게음식점,이디야 미사수변공원점,"경기도 하남시 미사강변중앙로 161, 106, 115호 (망월동, 미사파크뷰)",031 -794 -4442
휴게음식점,나무애견유치원,"경기도 하남시 신장로 202, 2층 (덕풍동)",031 -793 -0031
휴게음식점,신바람 떡볶이,"경기도 하남시 미사강변대로226번길 26, 1층 111호 (망월동, 미사원프라자)",
휴게음식점,미니스톱 미사골드점,"경기도 하남시 미사강변한강로158번길 69-1, 1층 (망월동)",
휴게음식점,GS25 하남 교산점,"경기도 하남시 서하남로 576, 1층 (교산동)",031 -793 -5811
휴게음식점,GS25 미사 17단지,"경기도 하남시 미사강변서로 167-2, 1층 103, 104호 (망월동, 미사강변도시17단지 상가2동)",031 -792 -8486
휴게음식점,커피베이,"경기도 하남시 덕풍공원로 15, 1층 (덕풍동)",031 -572 -1376
휴게음식점,이디야커피(덕풍중앙점),"경기도 하남시 덕풍동로 111-21, 1층 102, 103호 (덕풍동, KNMall)",
휴게음식점,이삭토스트,"경기도 하남시 덕풍동로 111-21, 1층 114호 (덕풍동, KNmall)",
휴게음식점,GS25 하남우진점,"경기도 하남시 대성로169번길 6, 1층 (춘궁동)",031 -795 -2755
휴게음식점,투썸플레이스 미사 호수공원점,"경기도 하남시 미사강변중앙로 223, 1층 109, 204호 (망월동, 센트럴파크1)",031 -792 -4567
휴게음식점,GS25 하남장군,"경기도 하남시 초일로 8-2, 1층 (초이동)",02  -428 -9611
휴게음식점,지에스25  하남새능점,"경기도 하남시 하남대로 412, 1층 (하산곡동)",031 -793 -4561
휴게음식점,스트릿츄러스 하남스타필드,"경기도 하남시 미사대로 750, 지하2층 (신장동, 스타필드하남 백화점)",02  -6263-0303
휴게음식점,세렌디피티,"경기도 하남시 대성로 89, 1층 101호 (춘궁동)",070 -8842-9807
휴게음식점,커피베이 풍산점,"경기도 하남시 미사강변서로 45, 1층 112호 (풍산동, 미사강변동원로얄듀크 상가308동)",
휴게음식점,세븐일레븐 하남신장사거리점,"경기도 하남시 신장1로 1, 1층 (신장동)",031 -791 -5192
휴게음식점,만화 카페 툰 하남,"경기도 하남시 신평로 49, 6층 (신장동)",031 -792 -7221
휴게음식점,원두볶는사람들,"경기도 하남시 대성로169번길 50, 1층 (춘궁동)",031 -795 -5160
휴게음식점,USUAL(유주얼),"경기도 하남시 위례대로 220, 위례 지웰푸르지오 상가동 121호 (학암동)",
휴게음식점,티버즈카페,"경기도 하남시 하남대로777번길 41, 1층 (신장동)",
휴게음식점,동동커피,"경기도 하남시 하남대로 856-1, 103호 (덕풍동, 하남더샵센트럴뷰 상가동)",031 -791 -5821
휴게음식점,현카페,"경기도 하남시 신장로136번길 12, 1층 (덕풍동)",031 -796 -1971
휴게음식점,블레스롤 하남미사점,"경기도 하남시 미사강변북로30번길 129, 1층 (망월동)",031 -795 -7298
휴게음식점,GS25 위례그린파크,"경기도 하남시 위례순환로 270, 지층 101호 (학암동, 위례그린파크 푸르지오 근린생활시설)",02  -403 -0282
휴게음식점,이팝커피,경기도 하남시 하남대로 169 (상산곡동),031 -793 -9667
휴게음식점,아기숟가락 하남점,"경기도 하남시 미사강변북로24번길 17, 1층 (망월동)",031 -796 -2610
휴게음식점,이디야 커피 (미사망월점),"경기도 하남시 미사강변북로30번길 14, 1층 (망월동)",
휴게음식점,Hello 카페,"경기도 하남시 미사강변중앙로111번길 4, 1층 (풍산동)",031 -792 -5580
휴게음식점,504b 로스터리,"경기도 하남시 서하남로451번길 13-10, 1층 (춘궁동)",    -1666-8768
휴게음식점,cafe 열매 맺은 무화과나무,"경기도 하남시 미사강변한강로 146, 1층 (망월동)",070 -4157-4158
휴게음식점,GS25하남서해점,"경기도 하남시 덕풍공원로 8, 1층 (덕풍동)",
휴게음식점,고마트 까사팰리스현안점,"경기도 하남시 신장동로29번안길 18, 1층 101-A호 (신장동)",031 -793 -3140
휴게음식점,아이닉스,"경기도 하남시 역말로 15, 지하1층 1호 (덕풍동)",
휴게음식점,카페모네,"경기도 하남시 대청로 119-1, 2층 207호 (창우동)",031 -794 -9106
휴게음식점,GS25 하남서부점,"경기도 하남시 감북로 56, 1층 (감일동)",
휴게음식점,스테이 히어,"경기도 하남시 하남대로802번길 60, 1층 101호 (신장동)",
휴게음식점,WHITE HAVEN COFFEE(화이트 헤이븐 커피),"경기도 하남시 미사강변북로30번안길 22, 1층 (망월동)",070 -4120-5597
휴게음식점,GS25 하남대로,"경기도 하남시 하남대로 790, 1층 (신장동)",
휴게음식점,학암로 50,"경기도 하남시 학암로 50, 1층 (감이동)",02  -443 -5065
휴게음식점,"카페,늘","경기도 하남시 더우개로 6, 1층 104호 (창우동, 은행아파트 분산상가동)",
휴게음식점,CHELSEA(카페 첼시),"경기도 하남시 대성로 141, 1층 (춘궁동)",
휴게음식점,명랑시대쌀핫도그(미사점),"경기도 하남시 미사강변북로30번길 130, 1층 102호 (망월동)",070 -7806-6659
휴게음식점,벌툰 하남시청점,"경기도 하남시 대청로 15, 2층 215호, 216호 (신장동, 오피스텔트레벨)",031 - 793-7721
휴게음식점,ch 공감,"경기도 하남시 미사강변한강로224번길 17-1, 1층 101호 (망월동)",
휴게음식점,꽃그리는아이,"경기도 하남시 미사강변북로30번안길 31, 1층 102호 (망월동)",031 -793 -6124
휴게음식점,스타벅스 하남미사점,"경기도 하남시 미사강변북로30번길 130, 1층 104,105,106,107,108,109,110호 (망월동)",031 -794 -3396
휴게음식점,놀숲 하남미사점,"경기도 하남시 미사강변대로 216, 6층 603호 (망월동, 한강트윈프라자2)",031 -795 -3242
휴게음식점,위드미 미사강변점,"경기도 하남시 미사강변한강로158번길 13, 1층 (망월동)",031 -796 -2887
휴게음식점,(주)삼표에너지 삼표충전소,"경기도 하남시 서하남로 16, 1층 (감북동)",02  -471 -1151
휴게음식점,GS25 하남광암,"경기도 하남시 초광로 106, 1층 (광암동)",02  -3013-0229
휴게음식점,GS25 하남푸르지오점,"경기도 하남시 덕풍동로 111-33, 1층 110호 (덕풍동, 하남푸르지오시티)",
휴게음식점,더-실로아,"경기도 하남시 검단산로 292-1, 1층 (창우동)",031 -971 -8219
휴게음식점,슈(shu),"경기도 하남시 미사대로 710, 하남시환경기초시설 (신장동)",
휴게음식점,베네치아,"경기도 하남시 신장동로 156, 2층 (신장동)",
휴게음식점,열매자리,"경기도 하남시 신장1로3번길 64, 1층 (신장동)",
휴게음식점,GS25하남프라자,"경기도 하남시 신장로 156, 1층 (덕풍동, 하남프라자)",031 -795 -8057
휴게음식점,GS25하남 하산곡동,"경기도 하남시 검단산로 32, 1층 (하산곡동)",031 -794 -1217
휴게음식점,카페 갤러리,"경기도 하남시 미사강변중앙로 157, 1층 117,118호 (망월동, 리버테라스)",
휴게음식점,스토리 카페,"경기도 하남시 미사강변중앙로 219, 3층 304호 (망월동, 레이크힐)",
휴게음식점,쁘띠몽드 하남 미사점,"경기도 하남시 미사강변중앙로 220, 10층 1002~1004호 (망월동, 일부사용)",031 -792 -2331
휴게음식점,하늘카페,"경기도 하남시 천현로134번길 7, 1층 (천현동)",031 -791 -3513
휴게음식점,이삭토스트 하남미사점,"경기도 하남시 미사강변대로 222, 1층 101호 (망월동, 미사중앙프라자)",
휴게음식점,미니스톱하남신장점,"경기도 하남시 신장로 97, 1층 (신장동)",
휴게음식점,제이비커피숍,"경기도 하남시 서하남로12번길 28-20, 3층 (감일동)",
휴게음식점,은비네 만두,"경기도 하남시 신장1로9번길 71, 1층 (신장동)",031 -794 -1710
휴게음식점,이디야 하남유니온파크점,"경기도 하남시 하남유니온로 70-1, 1층 118호 (신장동, 하남유니온시티에일린의뜰 상가동)",031 -793 -4068
휴게음식점,맵스벅,"경기도 하남시 미사강변대로226번안길 15, 4층 405호 (망월동, 상아프라자)",
