시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
수원시,연무대(동장대),경기도 수원시 팔달구 행궁로 11,031-228-4686,2021-03-05,37.2807973662,127.0151841956
화성시,화성 공룡알화석지,경기도 화성시 송산면 공룡로 659,031-357-3951,2021-03-05,37.2622243437,126.7470757939
파주시,덕은리 주거지 및 지석묘군,경기도 파주시 월롱면 옥돌내길 123,031-940-5831,2021-03-05,37.8132283945,126.7767222003
연천군,연천전곡리유적,경기도 연천군 전곡읍 양연로 1510,031-832-2570,2021-03-05,38.0156487420,127.0614548913
여주시,흔암리 선사유적,경기도 여주시 점동면 흔암리 산 2-1,031-887-2833,2021-03-05,37.2407799388,127.6834366955
광주시,남한산성,경기도 광주시 중부면 남한산성로 784-16,031-743-6610,2021-03-05,,
광주시,침괘정,경기도 광주시 남한산성면 남한산성로 784-6,031-760-2721,2021-03-05,,
용인시,용인할미산성,경기도 용인시 처인구 포곡읍 마성리 산41,031-204-2006,2021-03-05,37.2870398564,127.1751020236
안성시,석남사,경기도 안성시 금광면 상촌새말길 3-120,031-676-1444,2021-03-05,36.9397947684,127.3071226595
군포시,조선 백자 도요지,경기도 군포시 산본동 147,,2021-03-05,,
군포시,이기조 선생묘,경기도 군포시 산본동 산1152-11번지,,2021-03-05,,
평택시,이대원장군묘및신도비,경기도 평택시 포승읍 희곡리 산 83-6,031-8024-3213,2021-03-05,36.9689352654,126.8748627795
평택시,정도전선생사당,경기도 평택시 진위면 은산길 80-15,031-8024-3213,2021-03-05,37.0799762423,127.1227399024
평택시,신숙주영정및감실주독,경기도 평택시 청북면 고잔리 산 905 고잔묘당,031-8024-3213,2021-03-05,,
화성시,향토박물관,경기도 화성시 향남읍 행정동로 96,031-369-3797,2021-03-05,37.1326325079,126.9279438010
화성시,당성,경기도 화성시 서신면 상안리 산32,031-369-2994,2021-03-05,37.1959059044,126.7132581753
가평군,이정구 선생묘,경기도 가평군 상면 태봉리 산115-1,031-585-1557,2021-03-05,37.8049587608,127.3297959111
가평군,가평지구 전투전적비,경기도 가평군 가평읍 보납로70번길 47-1,,2021-03-05,37.8271732543,127.5206016080
안양시,중초사지 당간지주,경기도 안양시 만안구 석수1동 212-1,,2021-03-05,37.4183798984,126.9183187069
안양시,삼막사 마애삼존불,경기도 안양시 만안구 석수1동 산10-1 (삼막사경내),,2021-03-05,37.4311299137,126.9379211300
안양시,박서 신도비,경기도 안양시 만안구 석수동 산168,,2021-03-05,,
안양시,평촌 지석묘,경기도 안양시 동안구 갈산동 1112,,2021-03-05,37.3799811839,126.9640224898
안양시,삼막사 삼층석탑,경기도 안양시 만안구 석수1동 241-54,,2021-03-05,37.4346097296,126.9361430665
안양시,삼막사 삼귀자,경기도 안양시 만안구 석수동 10-1,,2021-03-05,37.4296016196,126.9159309969
안양시,비산동 석실분,경기도 안양시 동안구 비산동 488,,2021-03-05,37.4012765742,126.9334580587
의왕시,이희승박사생가,경기도 의왕시 포일동 87-13 (양지편 마을 생가),031-452-8594,2021-03-05,37.3920230720,126.9925184670
과천시,연주암 3층 석탑,경기도 과천시 자하동길 64 (중앙동),02-3677-2065,2021-03-05,37.4411230244,126.9644458331
과천시,연주대,경기도 과천시 자하동길 62,02-3677-2066,2021-03-05,37.4444871068,126.9648853599
과천시,과천 관악산 육봉일명사지,경기도 과천시 중앙동 산 11,,2021-03-05,37.4363873287,126.9729164174
과천시,문원리 사지 석조보살 입상,경기도 과천시 교육원로 41,,2021-03-05,37.4227894787,126.9847839400
과천시,효자 최사립정문,경기도 과천시 문원로 40-2,,2021-03-05,37.4278538754,127.0012961030
성남시,봉국사 대광명전,경기도 성남시 수정구 태평로 79,,2021-03-05,37.4504899195,127.1352908632
고양시,북한산성,경기도 고양시 덕양구 대서문길 375,031-968-5325,2021-03-05,37.6452507062,126.9742396303
하남시,이성산성,경기도 하남시 춘궁동 산36번지,031-795-1020,2021-03-05,37.5254585127,127.1849022772
포천시,반월성지,경기도 포천시 군내면 청군로3290번길 19,031-538-2114,2021-03-05,37.8937118938,127.2168804659
파주시,오두산성,경기도 파주시 탄현면 성동리 산 86,031-940-5831,2021-03-05,37.7712572807,126.6770243426
이천시,설성산성,경기도 이천시 장호원읍 선읍리 931,031-644-2114,2021-03-05,37.1451490326,127.5563701744
오산시,금암리 지석묘군,경기도 오산시 수목원로 449,031-8036-7648,2021-03-05,37.1723572372,127.0489838313
연천군,연천 은대리성,경기도 연천군 전곡읍 은대리,031-839-2061,2021-03-05,,
김포시,수안산성,경기도 김포시 대곶면 율생중앙로52번길 100-2,031-984-2181,2021-03-05,37.6564609285,126.5855526060
양평군,함왕성지,경기도 양평군 옥천면 용천리 산 27,031-770-2471,2021-03-05,37.5482408210,127.5247212820
안성시,죽주산성,경기도 안성시 죽산면 죽양대로 111-71,031-678-2502,2021-03-05,37.0894706123,127.4298089667
안성시,망이산성,경기도 안성시 일죽면 금산리 산48,031-678-2502,2021-03-05,37.0561341262,127.4886841739
안성시,서운산성,경기도 안성시 서운면 청룡길 175-252,031-678-2502,2021-03-05,36.9279639230,127.2839658768
안산시,안산읍성및관아지,경기도 안산시 상록구 수암동 산 26-4,031-481-3437,2021-03-05,37.3661411632,126.8823527393
안양시,만안교,경기도 안양시 만안구 석수2동 679,031-389-2473,2021-03-05,37.4104168846,126.9128130780
안양시,삼막사남녀근석,경기도 안양시 만안구 삼막로 584,031-8045-2474,2021-03-05,37.4356974785,126.9393225376
동두천시,이태조행궁지,경기도 동두천시 상봉암동 산1-1번지,031-860-2064,2021-03-05,37.9459362613,127.0693244005
용인시,용인 고안리 분청사기도요지,경기도 용인시 처인구 고안로51번길 112-37,031-324-2147,2021-03-05,37.1379749980,127.4141136837
파주시,정태진 기념관,경기도 파주시 쇠재로 33,031-940-4391,2021-03-05,37.7499917315,126.7706977130
이천시,안흥지 애련정,경기도 이천시 안흥동 404,031-644-2114,2021-03-05,37.2773630068,127.4505932728
이천시,도립리 육괴정,경기도 이천시 백사면 도립리 735,031-644-2114,2021-03-05,37.3420049643,127.4580360558
광주시,망월사지,경기도 광주시 중부면 남한산성로 680,031-747-3312,2021-03-05,37.4783161693,127.1961966446
양평군,용문사 은행나무,경기도 양평군 용문면 신점리 626-1,031-770-2471,2021-03-05,37.5498480839,127.5710620540
양주시,양주관아지,경기도 양주시 부흥로 1399번길 15,031-845-3134,2021-03-05,37.7856760794,127.0294511072
안성시,박두진시비,경기도 안성시 보개면 종합운동장로 203,031-677-1330,2021-03-05,37.0150005358,127.3233448700
안성시,서흥김씨삼강정여문,경기도 안성시 고삼면 월향리 산96,031-678-2504,2021-03-05,37.0840679952,127.2695414370
시흥시,관곡지,경기도 시흥시 하중동 208,031-310-6223,2021-03-05,37.4022477666,126.8044899942
가평군,조종암,경기도 가평군 하면 대보간선로 399,031-585-1281,2021-03-05,37.8009143636,127.3730720396
과천시,온온사,경기도 과천시 관악산길 58,02-3677-2066,2021-03-05,37.4360828220,126.9926958750
안산시,사세충렬문,경기도 안산시 단원구 와동 151,031-481-3437,2021-03-05,37.3373346533,126.8305471560
고양시,국립여성사전시관,"경기도 고양시 덕양구 화중로 104번길 50 (정부고양지방합동청사 1, 2층)",031-819-2288,2021-03-05,37.6358176949,126.8340378818
여주시,영월루,경기도 여주시 주내로 13,031-887-3563,2021-03-05,37.2944168185,127.6476557365
군포시,방짜유기 전수교육관,경기도 군포시 송부로 12,031-390-0666,2021-03-05,37.3143111918,126.9154763585
연천군,연천급수탑,경기도 연천군 연천읍 연천로 273-7,031-839-2061,2021-03-05,38.1015059159,127.0741840327
평택시,팽성읍객사,경기도 평택시 동서촌로 101-3,031-8024-5620,2021-03-05,36.9648846827,127.0632867130
하남시,하남 동사지,경기도 하남시 서하남로418번길 73,031-790-5572,2021-03-05,37.5181750464,127.1860768782
가평군,적목리 신앙유적지,경기도 가평군 북면 적목리 산1-28,031-580-2114,2021-03-05,38.0025715314,127.4656574191

