장소,타입,위치,해시태그,좋아요,찜하기,리뷰,일정 등록,방문했어요,조회,SNS 공유,관광지,음식점,숙박,쇼핑,소개,상세 정보,이용 시간,요금 정보,장소 특성,주요목적,주요목적 기타,평균 소요 시간,경사도(난이도),편의시설,기타 상세,장애인 시설정보,장애인 활동 보조 필요성,부대시설,숙박 업종,대표 메뉴 상세,금연여부,등급,룸개수,셔틀버스 운행 여부,애완동물동반허용여부,조식제공 여부,예약 가능 여부,노키즈존,대표 메뉴,방 보유,유아 서비스,유아 서비스 상세,부대시설 기타,Late체크인여부,공항교통편,장애인전용객실여부,유아 서비스 기타,취급품목,취급품목 기타,택배배송여부,main_category
레이식당,음식점,제주특별자치도 제주시 구좌읍 해맞이해안로 1156-5,"['일식 ', '와인 ', '톳파스타']",0,6,0,0,0,1269,0,"['세화해변', '해녀박물관', '로봇스퀘어', '표선세화해안도로', '평대리해변', '제주올레 21코스', '감수굴 밭담길', '맬튼개 갯담', '평대리불턱', '평대해변', '한동환해장성']","['명진전복', '벵디', '카페공작소', '바보카페', '평대성게국수', '카페마니', '톰톰카레', '민경이네어등포해녀촌', '연미정', '지붕위제주바다', '평대스낵', '평대랑 그네랑', '제주이야기', '바당봉봉', '대수길다방', '얌얌돈까스', '카페리(CAFERI)', '미엘드세화', '말이', '나나이로 아코제주', '부엌인세화', '맥반석 식당', '에릭스에스프레소 카페', 'Jeju in aA카페', '이런날N', '텍시아', '소라횟집', '다래향2호점', '세러데이아일랜드', '아일랜드조르바', '춘희', '아톰스낵', '종이비행기', '맛좋은디', '비자블라썸', '요요무문', '카페 캐로타', '쇼디치카페', '알마니']","['게으른소나기', 'Oh! 세화! (오세화게스트하우스)', '이디하우스n카페', '이런날엔', '유월그리고열두마루', '아쿠아뷰티크', '하도하도 3200', '오름게스트하우스', '무이비엔', '와락 게스트하우스', '세화맨션', '배목수집', '미쓰홍당무하우스', '감비나무', '세화리움', '비비엔다', '레프트핸더 게스트하우스', '여래게스트하우스', '몬딱게스트하우스', '언니게스트하우스', '자넷앤캐시', '피디스테이션', '벼리게스트하우스']","['벨롱장', '세화해녀민속오일시장', '여름문구사', '펠롱잡화점']",평대리바다 앞에 위치한 자그마한 일본 가정식 식당,브레이크 타임 15:00~17:30,"평일 : 11:30 ~ 22:00 , 주말 : 11:30 ~ 22:00",,,,,,,"현금결제,카드결제,화장실",,,,,,,,,,,,,,어린이 출입불가,,,,,,,,,,,,,일식
로맨틱하드보일드,음식점,제주특별자치도 제주시 애월읍 금성5길 44,"['카페 ', '커피 ', '음료']",0,3,0,0,0,743,0,"['애월한담해안산책로', '곽지해수욕장', '한담해변', '선운정사', '제주올레 15-A코스', '이랜드뮤지엄', '애월 한담 카약', '(주)제주해양레저 투명카약', '보통청춘기록실 청춘사진관', '해피맘하우스', '곽지해수욕장야영장', '문서프', '제주기독교순례길', '애월 하물', '핸즈웍스', '곽지레저 & 서프나우', '애월환해장성', '기독교순례길 1코스(순종의길)', '곽지패총', '갑자기 히어로즈 벽화길', '귀덕연대', '애월연대', '라신동', '중엄리새물', '금성포구', '애월스쿠버다이빙스쿨']","['봄날카페', '몽상드애월(몽상)', '애월더선셋', '붉은제주', '카페콜라', '호박다방', 'ROAD129(로드129)', '지금이순간', '숙이네보리빵', '곽지박사장&김사장네', '은혜전복', '카페태희', '곽지식당', '해품', '탐라면', '몬스터살롱', '파리바게트 애월', '카페하물', '카페 소바니', '백번가든', '미인계 카페', '마레벤또', '수타명가', '하우스레서피', '곽지BAR다', '애월리안', '매기의 추억', '메리앤폴', '반딧불한담', '맛있는 여가생활', '안트레', '귀덕간식', '인디언키친', '애월 고깃간']","['켄싱턴리조트 제주 한림점', '위더스펜션', '해변산책펜션', '애월포구풍경', '조이랜드펜션', '제주가온29', '허브인휴양펜션', '탱자탱자게스트하우스', '오누게스트하우스', '라신비', '제주별바람', '마눌펜션', '발로바쉬', '에코그린리조트', '모물펜션', '제주토비스콘도', '한담풍경하우스', '제주도연게스트하우스', '오후여섯시펜션', '콤포스텔라 별들의들판']","['샘스제주캔들', '한마음한라봉']",제주 금성리 해안가에 위치한 감각적인 카페,수요일 휴무 / 별도 휴무일은 SNS에 공지,"평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00",,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,,카페
로스터리카페 담담,음식점,제주시 한경면 저지12길 60,"['카페 ', '커피 ', '케이크', '샌드위치 ', '요거트']",0,1,0,0,0,886,0,"['생각하는정원', '환상숲 곶자왈공원', '제주유리의성', '제주현대미술관', '더마파크', '저지 예술인 마을', '저지오름(닥몰오름,새오름)', '제주도립김창열미술관', '방림원', '제주카트클럽', '더마카트', '제주돌마을공원', '라온승마클럽', '동산농원 딸기체험장', '문도지오름 (문돗지)', '라온골프클럽', '액티브파크', '금능포구', '환상숲곶자왈 담앙족욕', '제주돌하르방캠핑장', '느지리오름(망오름)', '문화예술마을 저지리 농어촌체험마을', '기독교순례길 3코스(사명의길)', '마오름(한경)', '청수성결교회', '라온주 실내체험동물원', '새시물']","['제주맥주 양조장', '뉴저지카페', '명리동식당', '몽생이', '탐라반상', '곱을락(음식점)', '제주맥주', '다람쥐 식탁', '느지리식식당', '제주돌창고', '쿠싱 샌드위치']","['UncleBORO게스트하우스', '에덴통나무빌리지', '피우다 게스트하우스', '삼보민박', '제주우리집펜션', '아템파우제', '지니코티지']",[''],조용한 분위기와 다양한 책도 즐기실 수 있는 핸드드립커피 전문점,화요일 휴무,"평일 : 11:00 ~ 19:00 , 주말 : 11:00 ~ 19:00",,,,,,,"화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,,카페
로이앤메리,음식점,제주특별자치도 서귀포시 성산읍 온평상하로15번길 12-7,"['중식 ', '음식 ', '섭지코지']",0,0,0,0,0,442,0,"['혼인지', '미천굴', '제주올레 2코스', '온평리 포구', '온평리 환해장성']","['옛날옛적', '삼대해녀의집', '순덕이네해산물장터', '청호식당', '소라네집', '쫑이네해산물']","['오션스퀘어', '꽃하루방게스트하우스', '언덕위에 빨간지붕', '제주휴리조트', '성산풀하우스', '제주빌레성 통나무휴양펜션', '제주에살다', '수하리839', '바랑쉬게스트하우스', '신산게스트하우스', '제주올레돔']",[''],"로이앤메리는 섭지코지 인근에 있는 레스토랑으로, 런던 유학 중에 만난 한국인 아내와 중국인 남편이 운영하는 중국 가정식 전문점이다",,"평일 : 11:00 ~ 16:00 , 주말 : ~",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,중식
로치아 커피로스터스,음식점,제주특별자치도 제주시 도공로 53,"['커피 ', '음료 ', '카페']",0,0,0,0,0,754,2,"['이호테우말등대', '도두봉', '도두동 무지개 해안도로', '누웨마루거리(구 바오젠)', '제주올레 17코스', '이호테우해수욕장', '알작지해변', '제주국제공항', '제주 카카오캠핑', '스쿠버스쿨', '월대천', '제주 이호털보 배낚시', '도두항', '페인터즈:히어로 제주', '도두해안도로', '이호-내도 해안도로', '이호털보네배낚시', '레이저서바이벌M', '제주국제공항(정뜨르비행장)', '현사포구', '추억애거리', '어영공원', '방일리공원', '오래물']","['돈사돈', '순옥이네 명가', '도두해녀의집', '명당양과', '생돈우리', '천해천', '흑돈가', '닐모리동동', '늘봄흑돼지', '제주올레냉면 제주노형점', '삼무국수', '연동마라도횟집', '라붕제주 cafe', '웅스키친', '레드팬더', '장춘육당', '동도원', '모메존', '흑돼지킹생구이전문점', '카페 도두', '이게밥도둑', '제라한보쌈', '탕궁훠궈', '올래어촌', '노을언덕', '라지마할 RAJMAHAL', '하와이새우트럭', '도두반점', '마린보이횟집', '황궁쟁반탐라원', '딤섬9898', '애월바베', '미풍해장국 신제주점', '거부한정식(신제주점)', '부르네비어가든', '제스피', '우림일식', '겐짱야', '빠라빠빵', '달테이블']","['메종글래드 제주', '신라스테이 제주', '베스트웨스턴제주호텔', '롯데시티호텔제주', '하워드존슨 제주 연동 호텔', '몽돌바당', '호텔레오', '밸류호텔 월드와이드 제주', '펄리플러스', '아모렉스리조트', '제주메이플호텔', '호텔 스카이파크 제주1호점', '빌림', '가이아호텔', '다이아몬드 호텔', '도일모텔', '비아 제주', '제주펜션오다', '디셈버호텔', '스위트모텔', '부르네스테이', '비스타리조트', '늘송파크텔', '제주썬호텔&카지노', '내도바당펜션', '아림민박', '썬비치리조트', '씨앤관광호텔', '씨엘블루호텔', '호텔제이엠', '제주인호텔', '예다움휴양펜션']","['제주시민속오일장(제주오일장)', '자연이야기', '인한복', '모이소']",엄선한 커피콩을 직접 로스팅하는 핸드드립커피 전문점,"단체석 구비, 무선 인터넷","평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,카페
루스트플레이스 베라체점,음식점,제주특별자치도 제주시 승천로 73,"['파스타 ', '피자 ', '스테이크', '양식']",0,0,0,0,0,927,0,"['국립제주박물관', '민속자연사박물관', '삼성혈', '두맹이골목', '사라봉', '전농로 서사라문화거리', '제주문예회관', '제주 패러글라이딩 스쿨', '김만덕객주', '산지천', '흑돼지거리', '김만덕기념관', '오현단', '제주성지', '아라리오뮤지엄동문모텔1', '제주교육박물관', '제주스쿠터여행', '비블리아성서식물원', '갤러리2 중선농원', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '아라리오뮤지엄동문모텔2', '미요캔들', '남수각 하늘길 벽화거리', '신산공원', '거인의 정원', '비양도의 비양나무자생지']","['고집돌우럭(제주공항점)', '오라숲소리', '만선식당', '쉬림프박스', '명품진전복해물탕', '신설오름', '살롱드라방 SALON de LAVANT', '스시호시카이', '국수마당', '메종드쁘띠푸루', '골막식당', '은희네해장국 (일도점)', '하노이안브라더스', '화로향', '현옥식당', '바다위에코끼리', '제주토속몸국', '제주침시술소바 (오로라식품)', '도다모', '성미식당', '다가미(도남)', '명성식당', '그린정', '자자손손국수회관', '모시란', '옛날동문시장칼국수', '부지깽이', '만세국수 삼성혈점', '흑소랑', '하르방밀면(운동장점)', '1080칼국수', '무상찻집', '바그다드', '부자식당', '국수장터', '우유부단 크림공작소', '마쇼', '마초그릴', '탑부평', '쌀다방', '버거307', '갯것이식당', '황금손가락']","['제주KAL호텔', '예하게스트하우스', '호스텔린든(Hostel lyndon)', '슴게스트하우스 제주공항점', '미소게스트하우스', '아스타호텔', '제주알호텔(R호텔)', '라마다 제주시티호텔', '신강남모텔', '제주엘루이호텔', '스토리인제주게스트하우스', '호텔 샬롬제주', '느르왓']","['제주동문시장(동문재래시장)', '제주동문수산시장', '제주중앙지하상가', '제주칠성로상가', '더아일랜더', '보성시장', '다나한한복 앤 러블리베베', '바당의물질', '삼다닷컴', '제주시농협농산물직거래센터', '이제주숍', '명품수산', '딜다책방', '라이킷', '당근가게', '제이어스', '선우스타일']","돈까스, 파스타 등의 양식을 합리적인 가격에 먹을 수 있는 레스토랑",,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,양식
루스트플레이스 삼화점,음식점,제주특별자치도 제주시 화삼로 21,"['파스타 ', '피자 ', '스테이크', '양식']",0,1,0,0,0,925,1,"['국립제주박물관', '삼양해수욕장', '사라봉', '제주올레 18코스', '산지등대', '흑돼지거리', '사라봉공원', '제주 삼양동 유적', '별도봉', '원당봉', '불탑사 (5층석탑)', '삼사석', '화북비석거리', '삼양해안도로', '곤흘동(곤을동) 마을터', '문화공간 양', '삼화포구', '화북환해장성', '별도포구', '별도연대', '삼양 셋다리물', '삼양방파제', '그제바람 윈드서핑패들보드']","['땅땅치킨 봉개점', '민봉태중화요리', '흑돼지돈까스 뷔페 밀라네사', '순풍해장국', '일오삼가든', '내가 찾은 맛고을', '화북코끼리식당', '후년하우스', '제주정', '원당골', '과수원집', '문게야']","['봉쟈 게스트하우스', '수상한집 광보네', '블랙샌즈호텔', '바다향기', '썬베이펜션', '비치조아']","['지소울', '제주시농협농산물직거래센터', '아코하루']","돈까스, 파스타 등의 양식을 저렴한 가격에 먹을 수 있는 레스토랑",,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,양식
루스트플레이스 서귀포점,음식점,제주특별자치도 서귀포시 신서로48번길 22,"['파스타 ', '피자 ', '스테이크', '양식']",1,6,0,0,0,1587,0,"['세리월드 테마파크', '엉또폭포', '고근산(고공산)', '한국야구명예전당(야구박물관)', '법환포구', '서건도', '강정천유원지', '제주다이브 체험다이빙', '석부작박물관', '서귀포 궁도장(천지정)', '돔베낭길', '막숙', '중문카라반', '돔베낭골', '제주올레 7-1코스', '제주워터월드', '서귀포해안', '조이다이브', '굿다이버', '바람모루']","['대우정', '최고집', '행복한시저네', '제주삼다국수', '국수냐 국밥이냐', '세자매식당', '법환어촌계횟집', '그릴데미그라스', '흑돈향', '제스토리', '시스터필드', '물질식육식당', '채점석베이커리', '베이크샵스니프', '초승달지대', '탐라화덕피자', '아뜰리에안', '월드컵흑돼지', '해운대가든', '봉주르마담', '수모루국수', '해변가든(켄싱턴리조트)', '온미(溫米)', '뿔소라몽땅정식', '한양식당', '망고홀릭 법환점', '호도제과']","['아이비테라스', '제주샘모루펜션', '범섬풍경', '토스카나호텔', '제주해나루', '홍익샤모니리조트', '제주카사블랑카펜션', '라마다 앙코르 서귀포 이스트 호텔', '제주락', '폴에이리조트', '밸류호텔 서귀포(VALUE HOTEL Seogwipo JS)', '돌고래하우스(캠핑장)', '라오체리조트', '펠리시아호텔', '제주엠리조트', '바닷가하얀집', '꿈꾸는 노마드', '더비비스제주', '메모리 인 제주 펜션', '흰고래게스트하우스', '호텔빠레브', '파미유스파리조트', '팜밸리리조트', '서귀포귤림성', '제주토브', '그림같은집', '올레요리조트', 'JJ하우스', '에띠에리조트', '프라이빗리조트', '마린포트리조트', '가름게스트하우스', '랑주호텔', '팜빌리지', '레지나팬션', '블루펄', '유러하우스', '오션트리', '오랑제리펜션', '이린펜션', '켄싱턴리조트 서귀포', '소풍BnB', '호도하우스', '한라하이츠펜션', '그린트리인서귀포호텔', '소담펜션', '바다위올레펜션', '다이브게스트하우스', '체이슨호텔 더 스마일']","['올레바다', '마켓오름', '아름낭']","돈까스, 파스타 등 양식을 저렴한 가격에 먹을 수 있는 레스토랑",,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,양식
루스트플레이스 시청점,음식점,제주특별자치도 제주시 중앙로 230-1,"['파스타 ', '피자 ', '스테이크', '양식']",0,0,0,0,0,862,1,"['용두암', '제주하늘을날다(패러글라이딩)', '용연', '관덕정', '제주목관아', '국립제주박물관', '탑동', '민속자연사박물관', '삼성혈', '두맹이골목', '사라봉', '전농로 서사라문화거리', '용담/용두암 해안도로', '제주문예회관', '제주월드21', '보물섬하이킹', '제주 패러글라이딩 스쿨', '김만덕객주', '산지등대', '산지천', '흑돼지거리', '사라봉공원', '탑동해변공연장', '용연카누클럽', '김만덕기념관', '오현단', '제주성지', '아라리오뮤지엄탑동시네마', '아라리오뮤지엄동문모텔1', '제주향교', '제주교육박물관', '제주스쿠터여행', '비블리아성서식물원', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '아라리오뮤지엄동문모텔2']","['제주김만복(만복이네김밥집)', '미친부엌', '고집돌우럭(제주공항점)', '우진해장국', '오라숲소리', '만선식당', '바다풍경횟집', '쉬림프박스', '산지물식당(건입동본점)', '명품진전복해물탕', '신설오름', '살롱드라방 SALON de LAVANT', '스시호시카이', '국수마당', '일통이반', '덤장', '서문수산', '넉둥베기 고사리육개장', '골막식당', '은희네해장국 (일도점)', '하노이안브라더스', '탑동산호전복', '화로향', '현옥식당', '바다위에코끼리', '제주토속몸국', '제주침시술소바 (오로라식품)', '도다모', '성미식당', '태광식당', '초밥군커피씨', '다가미(도남)', '해금강횟집', '명성식당', '그린정', '자자손손국수회관', '모시란', '섬채', '옛날동문시장칼국수']","['라마다프라자제주호텔', '오션스위츠호텔 제주', '호텔 리젠트마린', '제주KAL호텔', '예하게스트하우스', '호스텔린든(Hostel lyndon)', '슴게스트하우스 제주공항점', '미소게스트하우스', '제주오리엔탈호텔']","['제주동문시장(동문재래시장)', '제주동문수산시장', '제주중앙지하상가', '제주칠성로상가', '더아일랜더', '뷰티풀제주', '서문공설시장', '보성시장', '다나한한복 앤 러블리베베', '바당의물질', '선물고팡', '삼다닷컴', '용연낚시', '제주시농협농산물직거래센터', '제일토산품', '이제주숍']","돈까스, 파스타 등 양식을 저렴한 가격에 먹을 수 있는 레스토랑",Last order : 22:30,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,양식
루스트플레이스 아라점,음식점,제주특별자치도 제주시 아란7길 3-3,"['샐러드 ', '스테이크 ', '파스타', '피자 ', '맥주']",0,0,0,0,0,894,0,"['제주별빛누리공원[제한적운영중]', '관음사', '제주난타', '산천단', '스페이스닷원', '관음사 템플스테이', '삼의악트레킹코스', '세미오름(삼의양오름)', '산천단곰솔', '관음사 야영장', '제주불교성지 순례길 절로 가는길 - 인욕의 길', '제주컨트리클럽', '심헌갤러리', '관음사 군 주둔지 옛터']","['바람카페', '리틀비엣', '모모제이']",['호텔난타'],"['카카오프렌즈 스토어@제주', '쓸모있는 생활잡화점']","돈까스, 파스타 등의 양식을 합리적인 가격에 먹을 수 있는 레스토랑",주문마감시간 : 23:00,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,"공용주차장,화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,,양식
루스트플레이스 아이파크점,음식점,제주특별자치도 제주시 노형8길 9,"['파스타 ', '피자 ', '스테이크', '양식']",0,0,0,0,0,821,0,"['이호테우말등대', '한라수목원', '신비의도로카트체험장', '브릭캠퍼스', '제주특별자치도 도립미술관', '도두봉', '도두동 무지개 해안도로', '누웨마루거리(구 바오젠)', '아이스뮤지엄', '제주올레 17코스', '이호테우해수욕장', '플레이박스VR', '제주 카카오캠핑', '스쿠버스쿨', '민오름(오라동)', '도두항', '페인터즈:히어로 제주', '민오름(조천읍)', '손방둥이', '수목원테마공원(야시장길&LED공원)', '레이저서바이벌M', '현사포구', '추억애거리']","['올래국수', '돈사돈', '순옥이네 명가', '도두해녀의집', '명당양과', '생돈우리', '앞뱅디식당', '천해천', '흑돈가', '늘봄흑돼지', '제주올레냉면 제주노형점', '삼무국수', '연동마라도횟집', '라붕제주 cafe', '메밀꽃차롱', '제주 어가', '영주말가든', '웅스키친', '유리네', '황금어장(제주시)', '보스코화덕피자', '레드팬더', '장춘육당', '아라파파 a la papa', '좀녀마을뚝배기', '동도원', '삼대국수회관 신제주점', '광원', '모메존', '만원의행복', '흑돼지킹생구이전문점', '수복강녕', '이게밥도둑', '제라한보쌈', '메콩스카이', '망고홀릭 제주본점', '대관원', '남해횟집', '탕궁훠궈', '올래어촌', '라지마할 RAJMAHAL', '하와이새우트럭', '짬뽕에취한날', '도두반점', '황궁쟁반탐라원', '딤섬9898', '애월바베', '미풍해장국 신제주점', '포도원흑돼지', '행복한국수집', '거부한정식(신제주점)', '김명자굴국밥(제주본점)']","['메종글래드 제주', '제주bp게스트하우스 JEJU BP GUESTHOUSE', '신라스테이 제주', '베스트웨스턴제주호텔', '롯데시티호텔제주', '하워드존슨 제주 연동 호텔', '베니키아 아이진호텔', '호텔레오', '밸류호텔 월드와이드 제주', '펄리플러스', '아모렉스리조트', '아트모텔', '제주메이플호텔', '호텔 스카이파크 제주1호점', '빌림', '가이아호텔', '다이아몬드 호텔', '도일모텔', '비아 제주', '디셈버호텔', '스위트모텔', '비스타리조트']","['제주시민속오일장(제주오일장)', '자연이야기', '인한복']","돈까스, 파스타 등의 양식을 저렴한 가격에 먹을 수 있는 레스토랑",,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,양식
루스트플레이스 외도점,음식점,제주특별자치도 제주시 우정로 80,"['샐러드 ', '스테이크 ', '파스타', '맥주 ', '피자']",0,0,0,0,0,1038,1,"['넥슨컴퓨터박물관', '이호테우해수욕장', '알작지해변', '월대천', '제주플래티늄카라반', '제주 이호털보 배낚시', '무수천', '사진놀이터', '이호-내도 해안도로', '이호털보네배낚시', '파군봉(바굼지오름)', '연대포구', '영모원', '동귀방파제', '바구스서핑스쿨']","['제주해물밥', '생돈우리', '바다속고등어쌈밥', '문동일셰프녹차고을', '신의한모', '돈사촌 외도점', '고마워토토 아뜰리에', '이춘옥원조고등어쌈밥', '버터모닝', '비바리짬뽕', '키친그듸', '올래어촌', '저스트쉬림프', '다담은', '사방팔방', '하와유제주', '에이스쌀국수', '카페백퍼', '카페더몹시', '이오리', '코코리파이프', '아일랜드팩토리', '차마실', '칠사돈', '조아찌', '스마일러 카페', '하우스142', '라 아바나', '마농', '낭만주의', '오마이양대창 제주외도점', '불만나']","['포구민박', '몽돌바당', '섬타임즈', '그라벨호텔제주', '하녹펜션', '내도바당펜션', '씨앤관광호텔', '제주인호텔', '가까이에파도소리', '아뜨네통나무펜션', '아인피플호텔', '돌담민박', '아델리아빌', '나무향기펜션', '하늘타리펜션', '해오름정원', '해피펜션']",[''],"돈까스, 파스타 등의 양식을 저렴하게 먹을 수 있는 레스토랑","설, 추석 당일 17:00~24:00","평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,양식
루스트플레이스 제원점,음식점,제주특별자치도 제주시 노연로 118-1,"['파스타 ', '피자 ', '스테이크', '양식']",0,0,0,0,0,919,0,"['한라수목원', '신비의도로카트체험장', '제주특별자치도 도립미술관', '누웨마루거리(구 바오젠)', '아이스뮤지엄', '보물섬하이킹', '플레이박스VR', '제주국제공항', '제주 카카오캠핑', '스쿠버스쿨', '민오름(오라동)', '제주스쿠터여행', '페인터즈:히어로 제주', '도두해안도로', '민오름(조천읍)', '손방둥이', '수목원테마공원(야시장길&LED공원)', '레이저서바이벌M']","['제주김만복(만복이네김밥집)', '올래국수', '돈사돈', '오라숲소리', '명당양과', '생돈우리', '앞뱅디식당', '천해천', '흑돈가', '늘봄흑돼지', '제주올레냉면 제주노형점', '스시호시카이', '삼무국수', '연동마라도횟집', '라붕제주 cafe', '메밀꽃차롱', '덤장', '제주 어가', '영주말가든', '웅스키친', '유리네', '황금어장(제주시)', '보스코화덕피자', '레드팬더', '장춘육당', '아라파파 a la papa', '현옥식당', '좀녀마을뚝배기', '동도원', '삼대국수회관 신제주점', '광원', '모메존', '성미식당', '만원의행복', '흑돼지킹생구이전문점', '카페 도두', '수복강녕', '이게밥도둑', '섬채', '제라한보쌈', '메콩스카이', '하르방밀면(운동장점)', '망고홀릭 제주본점', '대관원', '남해횟집', '1080칼국수', '무상찻집', '부자식당', '탕궁훠궈', '먹쿠슬낭여행자카페', '노을언덕', '라지마할 RAJMAHAL', '하와이새우트럭', '짬뽕에취한날']","['메종글래드 제주', '제주bp게스트하우스 JEJU BP GUESTHOUSE', '신라스테이 제주', '베스트웨스턴제주호텔', '롯데시티호텔제주', '하워드존슨 제주 연동 호텔', '베니키아 아이진호텔', '호텔레오', '밸류호텔 월드와이드 제주', '예하게스트하우스', '슴게스트하우스 제주공항점', '아트모텔', '제주메이플호텔', '호텔 스카이파크 제주1호점', '갤럭시호텔 제주', '가이아호텔', '다이아몬드 호텔', '도일모텔', '제주알호텔(R호텔)', '비아 제주', '디셈버호텔', '스위트모텔']","['제주시민속오일장(제주오일장)', '선물고팡', '자연이야기', '인한복', '야호농수산', '당근가게']","돈까스, 파스타 등의 양식을 저렴한 가격에 먹을 수 있는 레스토랑",,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,양식
루스트플레이스 칠성로점,음식점,제주특별자치도 제주시 중앙로7길 3,"['샐러드 ', '파스타 ', '스테이크', '맥주 ', '피자']",0,0,0,0,0,1185,0,"['용두암', '제주하늘을날다(패러글라이딩)', '용연', '관덕정', '제주목관아', '국립제주박물관', '탑동', '민속자연사박물관', '삼성혈', '두맹이골목', '사라봉', '전농로 서사라문화거리', '용담/용두암 해안도로', '제주문예회관', '제주월드21', '보물섬하이킹', '용담레포츠공원', '제주 패러글라이딩 스쿨', '김만덕객주', '제주국제공항', '산지등대', '산지천', '흑돼지거리', '사라봉공원', '탑동해변공연장', '용연카누클럽', '김만덕기념관', '별도봉', '오현단', '제주성지', '아라리오뮤지엄탑동시네마', '아라리오뮤지엄동문모텔1', '제주향교', '제주교육박물관', '제주스쿠터여행', '비블리아성서식물원', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '아라리오뮤지엄동문모텔2']","['제주김만복(만복이네김밥집)', '미친부엌', '고집돌우럭(제주공항점)', '우진해장국', '김희선몸국', '오라숲소리', '만선식당', '삼다도횟집', '바다풍경횟집', '쉬림프박스', '산지물식당(건입동본점)', '명품진전복해물탕', '신설오름', '살롱드라방 SALON de LAVANT', '국수마당', '일통이반', '덤장', '서문수산', '넉둥베기 고사리육개장', '골막식당', '은희네해장국 (일도점)', '하노이안브라더스', '탑동산호전복', '화로향', '현옥식당', '바다위에코끼리', '제주토속몸국', '제주침시술소바 (오로라식품)', '성미식당', '태광식당', '초밥군커피씨', '다가미(도남)', '해금강횟집', '명성식당', '그린정', '자자손손국수회관']","['라마다프라자제주호텔', '오션스위츠호텔 제주', '호텔 리젠트마린', '제주KAL호텔', '예하게스트하우스', '호스텔린든(Hostel lyndon)', '슴게스트하우스 제주공항점', '미소게스트하우스', '제주오리엔탈호텔']","['제주동문시장(동문재래시장)', '제주동문수산시장', '제주중앙지하상가', '제주칠성로상가', '더아일랜더', '뷰티풀제주', '서문공설시장', '보성시장', '다나한한복 앤 러블리베베', '바당의물질', '선물고팡', '삼다닷컴', '용연낚시', '제주시농협농산물직거래센터', '제일토산품', '이제주숍']","돈까스, 파스타 등의 양식을 저렴한 가격에 먹을 수 있는 레스토랑",라스트오더 22:30,"평일 : 11:00 ~ 23:30 , 주말 : 11:00 ~ 23:30",,,,,,,"화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,,양식
